row_id,provider,method,path,operationId,summary,description
b1476,box.com,POST,/folder_locks,post_folder_locks,Create folder lock,"Creates a folder lock on a folder, preventing it from being moved and/or deleted. You must be authenticated as the owner or co-owner of the folder to use this endpoint."
b1194,dracoon.team,POST,/v4/public/shares/uploads/{access_key}/{upload_id}/s3_urls,generatePresignedUrlsPublic,Generate presigned URLs for S3 file upload,"<h3 style='padding: 5px; background-color: #F6F7F8; border: 1px solid #AAA; border-radius: 5px; display: table-cell;'>&#128640; Since v4.15.0</h3> ### Description: Generate presigned URLs for S3 file upload. ### Precondition: Valid upload ID ### Postcondition: List of presigned URLs is returned. ### Further Information: The size for each part must be >= 5 MB, except for the last part.   The part number of the first part in S3 is 1 (not 0).   Use HTTP method `PUT` for uploading bytes via presigne"
b0546,appcenter.ms,DELETE,/v0.1/apps/{owner_name}/{app_name}/azure_subscriptions/{azure_subscription_id},azureSubscription_deleteForApp,,Delete the azure subscriptions for the app
b1549,box.com,POST,/files/{file_id}/versions/current,post_files_id_versions_current,Promote file version,"Promote a specific version of a file. If previous versions exist, this method can be used to promote one of the older versions to the top of the version history. This creates a new copy of the old version and puts it at the top of the versions history. The file will have the exact same contents as the older version, with the the same hash digest, `etag`, and name as the original. Other properties such as comments do not get updated to their former values. Don't use this endpoint to restore Box N"
b0452,appcenter.ms,PATCH,/v0.1/apps/{owner_name}/{app_name}/crash_groups/{crash_group_id},crashGroups_update,,Updates a group.
b1153,atlassian.com,POST,/rest/api/3/screens/{screenId}/tabs/{tabId}/fields,addScreenTabField,Add screen tab field,Adds a field to a screen tab. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).
b0025,github.com,PUT,/repos/{owner}/{repo}/pulls/{pull_number}/reviews/{review_id}/dismissals,pulls/dismiss-review,Dismiss a review for a pull request,"**Note:** To dismiss a pull request review on a [protected branch](https://docs.github.com/rest/reference/repos#branches), you must be a repository administrator or be included in the list of people or teams who can dismiss pull request reviews."
b1308,dracoon.team,DELETE,/v4/user/oauth/authorizations/{client_id},removeOAuthAuthorizations,Remove all OAuth authorizations of a client,### Description: Delete all authorizations of a client. ### Precondition: Authenticated user and valid client ID ### Postcondition: All authorizations for the client are revoked. ### Further Information: None.
b1733,gitlab.com,POST,/v3/projects/{id}/merge_request/{merge_request_id}/comments,postV3ProjectsIdMergeRequestMergeRequestIdComments,Post a comment to a merge request,Duplicate. DEPRECATED and WILL BE REMOVED in 9.0
b0539,appcenter.ms,POST,/v0.1/apps/{owner_name}/{app_name}/branches/{branch}/config,branchConfigurations_create,,Configures the branch for build
