row_id,truth_class,confidence,reason
b0958,w,high,rule 4 definition protocol mapper
b0342,w,high,rule 11 mark as read
b1707,x,high,rule 4 update collaborator role
b0187,w,high,rule 3 own record property delete
b0292,w,low,rule 5 admin managed tenant deployment
b0022,w,high,rule 4 definition label remove
b0792,w,high,own data rows delete
b1683,x,high,road 2 POST create merge request
b0248,x,high,rule 4 cascade removes others access
b0238,x,high,road 1a sends cancellation message
b1802,w,low,rule 4 definition delete no access text
b1739,x,high,road 2 POST create snippet
b1191,w,high,rule 9 cancel own upload
b0955,w,high,rule 2 edit plain credential label
b0891,x,high,rule 4 removes what client scope may do
b0519,w,high,own release delete
b0325,w,high,own repo asset delete
b1090,w,high,rule 4 definition delete
b1415,x,high,rule 2 deactivate account road 1b
b0568,w,high,rule 4 container definition update
b0081,x,high,road 2 POST create user also 1b
b0829,w,high,own log record delete
b1438,w,low,road iii add label to existing card
b0522,w,low,rule 4 add resource to team container
b0357,w,high,own release delete
b0274,x,high,road 2 POST create draft
b1526,x,high,road 2 POST create classifications
b0113,x,high,road 1b removes user push access
b1161,w,high,rule 4 definition delete
b0018,x,high,road 2 POST create commit
b1413,w,high,own background delete
b1273,w,high,own account setting enable
b0592,x,high,road 1b transfers ownership to another
b0890,w,high,rule 4 definition update
b1267,w,high,rule 1 record about user
b0147,w,high,rule 4 container delete
b1088,w,high,own data property delete
b0954,x,high,rule 4 removes what group members may do
b1339,w,high,own card position update
b1810,x,high,road 2 POST create approval request
b0697,w,high,rule 6 own infra bulk update
b1330,w,high,rule 11 mark all read
b1510,w,high,rule 4 definition delete template
b0498,x,high,road 2 POST create test run
b0744,w,high,rule 6 own infra bulk delete
b0946,x,high,road 2 POST create cert overrides rule 6
b1239,x,high,road 2 POST create config
b1107,x,high,rule 4 remove actor from role
b0750,w,high,own infra template update
b0729,w,high,rule 1 tenant record bulk update
b1614,w,high,own file version delete
b0840,x,high,road 2 POST create role
b1674,w,high,rule 7 own reaction delete
b0586,x,low,road 1b revoke pending invite
