row_id,provider,method,path,operationId,summary,description
b0979,keycloak.local,POST,/{realm}/clients/{id}/protocol-mappers/models,,Create a mapper,
b1645,gitlab.com,POST,/v3/projects/{id}/merge_requests/{noteable_id}/notes,postV3ProjectsIdMergeRequestsNoteableIdNotes,Create a new +noteable+ note,Create a new +noteable+ note
b0052,github.com,DELETE,/orgs/{org}/public_members/{username},orgs/remove-public-membership-for-authenticated-user,Remove public organization membership for the authenticated user,
b1432,trello.com,DELETE,/organizations/{idOrg}/prefs/associatedDomain,deleteOrganizationsPrefsAssociatedDomainByIdOrg,deleteOrganizationsPrefsAssociatedDomainByIdOrg(),
b1272,dracoon.team,DELETE,/v4/nodes/deleted_nodes,removeDeletedNodes,Remove nodes from recycle bin,### Description: Permanently remove a list of nodes from the recycle bin. ### Precondition: User has <span style='padding: 3px; background-color: #F6F7F8; border: 1px solid #000; border-radius: 5px; display: inline;'>&#128275; delete recycle bin</span> permissions in parent room. ### Postcondition: All provided nodes are removed. ### Further Information: The removal of deleted nodes from the recycle bin is irreversible.
b0739,netbox.dev,PUT,/virtualization/cluster-types/,virtualization_cluster-types_bulk_update,,
b1282,dracoon.team,POST,/v4/nodes/{node_id}/move_to,moveNodes,Move node(s),"### Description:   Moves nodes (folder, file) to another parent. ### Precondition: Authenticated user with <span style='padding: 3px; background-color: #F6F7F8; border: 1px solid #000; border-radius: 5px; display: inline;'>&#128275; read</span> and <span style='padding: 3px; background-color: #F6F7F8; border: 1px solid #000; border-radius: 5px; display: inline;'>&#128275; delete</span> permissions in the source parent and <span style='padding: 3px; background-color: #F6F7F8; border: 1px solid #0"
b0075,github.com,DELETE,/orgs/{org}/packages/{package_type}/{package_name}/versions/{package_version_id},packages/delete-package-version-for-org,Delete package version for an organization,"Deletes a specific package version in an organization. If the package is public and the package version has more than 5,000 downloads, you cannot delete the package version. In this scenario, contact GitHub support for further assistance. To use this endpoint, you must have admin permissions in the organization and authenticate using an access token with the `read:packages` and `delete:packages` scopes. In addition: - If the `package_type` belongs to a GitHub Packages registry that only supports"
b1686,gitlab.com,PUT,/v3/projects/{id}/services/pushover,putV3ProjectsIdServicesPushover,Set pushover service for project,Set pushover service for project
b1754,gitlab.com,DELETE,/v3/projects/{id}/deploy_keys/{key_id},deleteV3ProjectsIdDeployKeysKeyId,Delete deploy key for a project,Delete deploy key for a project
b0463,appcenter.ms,POST,/v0.1/user/invitations/orgs/{invitation_token}/accept,orgInvitations_accept,,Accepts a pending organization invitation for the specified user
b0639,netbox.dev,PATCH,/virtualization/clusters/,virtualization_clusters_bulk_partial_update,,
b0099,github.com,POST,/repos/{owner}/{repo}/issues/comments/{comment_id}/reactions,reactions/create-for-issue-comment,Create reaction for an issue comment,Create a reaction to an [issue comment](https://docs.github.com/rest/reference/issues#comments). A response with an HTTP `200` status means that you already added the reaction type to this issue comment.
b1337,trello.com,DELETE,/webhooks/{idWebhook},deleteWebhooksByIdWebhook,deleteWebhooksByIdWebhook(),
b1026,atlassian.com,POST,/rest/api/3/dashboard/{dashboardId}/gadget,addGadget,Add gadget to dashboard,Adds a gadget to a dashboard. **[Permissions](#permissions) required:** None.
b0810,clearblade.com,POST,/admin/logout,DevLogout,DEVELOPER - Log out dev,Logs the current developer out of their session and invalidates their DevToken
b0361,gitea.io,DELETE,/repos/{owner}/{repo},repoDelete,Delete a repository,
b1059,atlassian.com,DELETE,/rest/api/3/field/{fieldId}/context/{contextId},deleteCustomFieldContext,Delete custom field context,Deletes a [ custom field context](https://confluence.atlassian.com/adminjiracloud/what-are-custom-field-contexts-991923859.html). **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).
b1262,dracoon.team,POST,/v4/auth/recover_username,recoverUserName,Recover username,"<h3 style='padding: 5px; background-color: #F6F7F8; border: 1px solid #AAA; border-radius: 5px; display: table-cell;'>&#128640; Since v4.13.0</h3> ### Description:   Request an email with the user names of all accounts connected to the email. ### Precondition: Valid email address. ### Postcondition: An email is sent to the provided address, with a list of account user names connected to it. ### Further Information: None."
b0525,appcenter.ms,POST,/v0.1/api_tokens,userApiTokens_new,,Creates a new User API token
b0719,netbox.dev,PATCH,/dcim/cable-terminations/{id}/,dcim_cable-terminations_partial_update,,
b0143,github.com,DELETE,/repos/{owner}/{repo}/pulls/{pull_number}/requested_reviewers,pulls/remove-requested-reviewers,Remove requested reviewers from a pull request,
b0917,keycloak.local,POST,/{realm}/push-revocation,,Push the realm’s revocation policy to any client that has an admin url associated with it.,
b0925,keycloak.local,PUT,/{realm}/clients/{id}/management/permissions,,Return object stating whether client Authorization permissions have been initialized or not and a reference,
b0578,appcenter.ms,PUT,/v0.1/apps/{owner_name}/{app_name}/releases/{release_id}/groups/{group_id},releases_putDistributionGroup,,Update details about the specified distribution group associated with the release
b0278,microsoft.com,POST,/drives/{drive-id}/items/{driveItem-id}/workbook/functions/microsoft.graph.cos,drives.drive.items.driveItem.workbook.functions.cos,Invoke action cos,
