row_id,truth_class,confidence,reason
b1078,w,high,rule 4 definition assign scheme to project
b0015,x,high,rule 4 add member to team
b1520,x,high,road 2 post creates new comment
b1237,w,high,rule 7 own favorite relation
b1142,w,high,rule 4 own dashboard definition delete
b1019,x,low,rule 4 adds user to group no desc
b0065,x,high,road 2 post creates new token
b0106,w,high,rule 1 own issue assignee record
b1653,w,high,rule 4 own service config
b0845,w,high,rule 4 own library definition
b0767,w,low,rule 5 own system admin delete
b0425,x,high,rule 4 remove team member
b0985,w,high,rule 4 own group definition edit
b0175,r,high,road i validate naming policy
b0879,w,high,rule iii edit existing execution priority
b0512,w,high,rule 1 own device set record
b0977,x,high,rule 11 ends all users sessions
b0507,w,high,own deployment releases delete
b0755,x,high,road 2 post creates new timer
b1333,w,high,own board pref
b0181,w,high,own chart axes edit
b0411,w,high,rule 6 own oauth app secret rotate
b1721,x,high,road 2 post creates new file
b0229,x,high,road 2 post creates new property
b1672,w,high,rule iii edit existing spent time
b1409,w,high,own checklist item edit
b1615,x,low,road 1a shared link visibility thin text
b1756,x,high,road 1b grants group access to project
b0773,x,high,road 2 post creates new user
b1631,w,high,own variable delete
b0649,x,high,road 2 post creates new vlan
b0812,x,high,road 2 post creates new rows
b0882,x,high,road 2 post creates new realm
b1518,w,high,own folder delete irreversibility not test
b1541,w,high,own task delete
b0372,w,high,rule 6 own key delete
b0842,w,high,own edge template edit
b1501,w,high,rule 5 own storage policy assignment
b0160,w,high,own chart format edit
b1243,x,high,road 2 uploads file chunk
b0610,w,high,own module bay bulk update
b1108,w,high,rule 4 own draft scheme edit
b1197,x,high,road 2 completes creates upload
b1003,x,high,road 2 post creates new group child
b0177,w,high,own task board format edit
b0932,w,high,rule 6 own initial access token delete
b0006,x,high,rule 2 deletes user account access
b1263,w,high,rule 4 own room encryption config
b1774,w,high,rule 1 own user record delete
b1246,x,high,road 1b grants room access to users
b1186,w,high,own notification subscription pref
b1077,x,high,road 2 post creates new dashboard copy
b1667,w,high,rule 7 own star relation
b1140,r,high,road i validate jql
b0503,w,high,own crash data delete
b0083,w,high,rule 7 own follow relation
b0216,w,high,own workbook operation delete
b1666,w,high,own variable update
b1016,x,high,rule 2 deletes user account access
b1294,x,high,road 1a sends password reset email
b1723,w,high,own label update
b0772,x,high,road 2 post creates new deployment
b0148,w,high,rule 7 own unstar relation
b1011,w,high,rule 4 own auth flow executions edit
b1768,w,high,own integration subscription edit
b0179,r,high,road i generates report
b1068,w,high,own issue property bulk set
b0070,w,high,restores own deleted package
b0237,w,high,own todo edit
b0698,w,high,own template bulk edit
b0445,w,high,own issue labels replace
b0728,w,high,own record edit
b0699,w,high,own saved filter delete
b0281,r,high,road i calculation function
b0768,x,high,rule 4 role access settings change
b1626,w,high,own environment update
b0087,w,low,rule 4 unlink external group no membership stated
b0295,w,high,own assignment delete
b0687,w,high,own contact group update
b1557,x,high,road 2 post creates new restriction
b1036,w,high,rule 4 own issue type scheme edit
b0304,x,high,road 2 post creates new repo
b1200,w,high,own notification subscription
b1460,w,high,rule 1 own card member assignment
b0523,x,high,road 1a distributes release to group
b0720,w,high,own circuit bulk update
b0008,r,high,road i check token validity
b0762,x,high,rule 12 triggers webhook run
b1785,w,low,own segment targeting config
b0650,x,high,road 2 post creates new user account
b0727,w,high,own wireless lan bulk update
b1069,w,high,own worklog property set
b1673,w,high,own subscription unsubscribe
b1201,w,high,rule 1 own customer record update
b0188,x,high,road 1b records access review decision
b0256,x,high,road 1d wipes managed device
b0365,w,high,own repo topics update
b1369,w,high,own board pref
b0356,w,high,own comment attachment edit
b0077,w,high,rule 5 own enterprise admin config
b0337,w,high,rule 7 own reaction delete
b0014,w,high,rule 4 unlink project from team
b0107,w,high,own secret repo visibility config
b0574,w,high,own release update
b1381,x,high,road 2 post creates new checklist item
b0417,w,high,rule 11 mark notifications read own repo
b1346,w,high,own webhook update
b1258,x,high,road 1b revokes room group access
b0151,w,high,own simulation delete
b0420,x,high,road 2 post creates new file
b1079,r,high,road i read permitted projects
b1124,w,high,rule 4 role no access text edit
b0584,x,low,road 2 telemetry event report ambiguous
b0992,w,high,own client scope delete
b0723,w,high,own rack reservation update
b1744,w,high,rule 7 own award emoji delete
b0134,x,high,road 1b transfers repo ownership
b1326,w,high,own board pref
b0390,w,high,own issue labels clear
b0800,w,high,own trigger handler update
b1040,x,high,rule 4 permission scheme delete
b0696,w,high,own inventory item update
b1277,w,high,own customer attribute delete
b0280,w,high,own analytics record delete
b1032,w,high,own app modules remove
b1651,w,high,rule iii edit existing time estimate
b1175,w,high,rule 6 own oauth authorization withdraw
b1677,w,high,rule iii enable own runner
b1655,x,high,road 2 post creates new tag
b0991,x,high,road 2 post creates new required action
b0316,w,high,own repo key delete
b1256,x,high,road 2 post creates new s3 config
b1196,w,high,own profile attribute delete
b1515,x,high,road 2 post creates new folder
b0694,w,high,own interface update
b0290,w,high,own sync template delete
b0611,w,high,own manufacturer delete
b0036,w,high,own repo unlock
b0235,x,high,rule 4 rbac access config delete
b1414,x,high,road 2 post creates new card
b0626,w,high,own device bay update
b0328,x,high,rule 12 sync starts job each call
b0058,x,high,rule 12 approves triggers workflow run
b1193,w,low,rule 5 own idp admin config
b1416,w,high,own saved search update
b1730,x,high,road 2 post creates new hook
b0153,w,high,own plan update
b0506,x,high,road 2 post creates new mapping
b0679,x,high,road 2 post creates new device bay
b1507,w,high,own legal hold policy update
b1524,x,high,rule 12 triggers workflow run
b0898,x,high,road 2 post creates new flow execution
b1675,x,high,road 2 post creates new snippet
b0190,w,high,own transcript delete
b1259,w,high,own profile attributes edit
b1284,w,high,own comment edit
b1412,w,high,own board pref
b0027,w,high,rule 7 own reaction react
b1440,x,high,road 2 post creates new label
b1467,w,high,own card list move
b1493,w,high,own legal hold removal
b1269,w,high,own notification config edit
b1611,x,high,rule 4 update collaborator access
b0821,r,high,road i verify auth
b0776,x,high,road 2 post creates new library
b0920,w,high,own component delete
b0841,w,high,own message history delete
b0002,w,high,own org banner config remove
b0524,w,high,own user profile update
b1122,w,high,rule 4 own default workflow set
b0671,w,high,own cluster delete
b1135,w,high,rule iii own issue transition
b1771,w,high,own scheduled change update
b0701,w,high,own ip address bulk update
b1111,w,high,own custom field options reorder
b1623,w,high,own service config set
b0591,x,low,road 2 telemetry event report ambiguous
b1648,w,high,own note delete
b0005,w,high,rule 7 own reaction react
b0493,x,high,road 2 post creates new export config
b1427,w,high,own checklist position update
b0341,w,high,rule 4 unlink repo from team
b0686,w,high,own template partial update
b0366,x,high,road 2 post creates new key
b0616,w,high,own ip range bulk update
b1303,w,high,own node unsubscribe
b0117,w,high,own branch protection config
b1558,w,high,own watermark remove
b1295,x,high,road 2 post creates new upload share
b1508,w,high,own metadata template delete
b1767,w,high,own service config set
b0334,x,high,road 2 post creates new oauth app
b1446,w,high,own list position update
b0815,w,high,own trigger handler update
b0156,w,high,own calendar property delete
b1038,w,high,own default share scope set
b0186,w,high,rule 7 own reaction set
b0217,w,high,own task update
b0913,x,high,road 2 post generates new token
b0790,x,high,road 2 post may create new file
b0422,x,high,road 2 post creates new repo
b1495,w,high,own metadata cards remove
