row_id,truth_class,confidence,reason
b1625,w,high,PUT default own service config
b0631,w,high,rule6 own network infra bulk delete
b0453,w,high,rule4 delete definition group in own release
b0859,w,high,road iii moves existing own file
b0451,x,high,road2 POST create team
b1798,x,high,rule2 delete member account road1b
b1519,x,high,road2 POST create group
b1725,x,high,road2 POST create fork project
b0747,w,high,PATCH default own infra config
b0260,w,high,rule4 delete own term store children
b1307,w,high,rule1 set existing customer attributes
b1240,w,high,rule7 own unsubscribe notification
b0396,x,high,rule12 sync triggers job each call
b1527,x,high,road2 POST create legal hold policy
b1393,w,high,PUT default own webhook config
b0822,w,high,rule5 own instance admin config
b1609,w,high,PUT default own folder watermark
b0028,w,high,PATCH default own repo config
b1455,x,high,road2 POST create organization
b0222,w,low,no reach text ambiguous approval step
b0162,w,high,rule5 own instance config
b1606,w,high,PUT default own file metadata
b1576,w,high,rule4 delete classification definition
b1217,x,high,rule4 revoke role grant from group road1b
b0564,r,high,road i POST test dry-run
b0741,w,high,rule1 own contact records bulk delete
b0329,w,high,rule9 stop own stopwatch
b1596,x,high,rule8 remove shared link visibility
b0834,x,high,road2 POST create trigger handler
b0714,w,high,rule1 own journal entries bulk delete
b1298,x,high,road2 POST create file upload
b1479,x,high,road2 POST create access token
b0799,x,high,rule2 sets password or permissions road1b
b0212,w,high,rule1 own timeCards record delete
b1757,x,high,road2 POST create access request
b0555,w,high,PUT default own device set
b0851,x,high,road2 POST create edge
b1607,w,high,PUT default own retention policy
b0520,w,high,irreversibility not the test own device
b0943,r,high,road i test connection dry-run
b0262,x,high,road2 POST create device category
b0738,w,high,PATCH default own definition
b0743,w,high,PATCH default own template
b0745,w,high,rule6 own network resource bulk update
b0757,w,high,DELETE default own device
b0486,x,high,road2 POST create app
b1423,w,high,PUT default own prefs
b1819,w,high,PATCH default own environment config
b1811,w,high,PATCH default own destination config
b0803,x,high,rule2 admin resets dev password road1b
b1185,x,high,road2 completes upload creates file
b1512,w,high,PUT default own web link
b0343,x,high,road2 POST create repo
b1492,x,high,road2 POST create legal hold assignment
b0050,x,high,rule4 removes app access restriction road1b
b0079,w,high,road iii renames existing branch
b1399,w,high,PUT default own webhook toggle
b1551,x,high,road1a sends sign request to signers
b1425,w,high,PUT default own board label
b1701,w,high,PUT default own merge request
b1751,x,high,road2 merge not repeatable
b1496,x,high,rule4 removes collaboration access road1b
b1280,w,high,rule1 update own tenant user metadata
b0255,x,high,road2 POST create column definition
b0483,x,high,road2 POST create azure subscription link
b1456,w,high,rule5 own org config
b1139,w,high,rule4 own field configuration definition
b0415,w,high,PATCH default own git hook
b0704,w,high,PUT default own infra cluster
b0607,w,high,PATCH default own network resource
b0428,w,high,DELETE default own push mirror config
b1233,x,high,road2 POST create key pair overrides rule6
b0677,w,high,PATCH default own template
b1505,w,high,road iii edits existing barrier status
b0049,x,high,rule2 suspend another user account road1b
b1296,x,high,rule4 remove group members road1b
b1310,w,high,rule9 cancel own upload
b1565,w,high,rule4 own definition delete
b0874,w,high,rule5 own system instance metadata config
b1064,w,high,rule1 own or user record property delete
b0873,x,high,road2 POST create collection
b1066,w,high,rule7 own vote removal
b1125,x,high,rule4 add user to group road1b
b0557,w,high,DELETE default own test run
b0871,w,high,DELETE default own shared cache
b0854,w,high,DELETE default own collection
b0560,x,low,accept invitation changes own group membership rule4
b0284,x,high,road2 POST create governance role setting
b1018,x,high,rule2 remove credential road1b
b1575,w,high,DELETE default own device pin
b0263,x,high,road2 POST create reference
b0705,w,high,rule6 own network config bulk delete
b0562,w,high,PATCH default own distribution group
b0384,w,high,DELETE default own git hook
b1536,w,high,DELETE default own web link
b0135,w,high,rule7 own star social relation
b1797,w,high,rule6 own token delete no other-party evidence
b0140,w,low,PATCH sets own external group link definition
b1385,x,low,board members change assumed road1b
b1163,r,high,road i POST read list of comments
b0243,w,high,rule1 own history record delete
b1782,w,high,rule4 own environment container delete
b0580,w,high,DELETE default own event logs
b1251,w,high,DELETE default own node
b1015,w,high,DELETE default own mapper config
b0389,w,high,DELETE default own package
b1232,w,high,rule11 own session logout
b0919,w,high,DELETE default own client scope
b0987,w,high,PUT default own client scope
b1241,x,high,road2 POST create customer
b0034,w,high,rule7 own subscription setting
b1713,w,high,DELETE default own label
b0020,w,high,rule1 own package delete
b1779,w,high,rule4 cascade delete own project
b0469,w,high,DELETE default own release
b0559,w,high,PUT default own audience definition
b1102,x,high,rule8 publish workflow scheme road1a
b1260,x,high,road2 POST create key pair overrides rule6
b1418,w,high,PUT default own board label
b1552,w,low,rule5 own collaboration whitelist policy
b1448,w,high,DELETE default own checklist
b1593,w,high,PUT default own file classification
b0214,x,high,road2 POST create consent request
b1190,w,high,road iii resets existing own webhook lifetime
b1629,x,high,road2 POST create commit status
b0553,x,low,rule2 changes invitee future role
b1463,x,high,road2 POST create powerup
b1472,w,high,rule2 own or member plain detail edit
b1266,w,high,road iii update existing own shares
b1238,w,high,DELETE default own webhook
b0168,w,high,rule11 acknowledge own reminder
b0993,x,high,rule4 remove user from group road1b
b1663,w,high,rule7 own unsubscribe
b0838,w,high,PUT default own data rows
b0795,x,high,road2 POST create auth token session
b0267,r,low,read-like schema discovery no state change stated
b0623,w,high,PUT default own service template
b1643,w,high,rule4 cascade delete own group
b0870,w,high,rule5 own instance config
b0071,w,high,PATCH default own env variable
b0121,w,high,road iii restores existing package version
b0888,w,high,DELETE default own realm config
b0231,w,high,rule4 own access review record delete
b1471,w,high,rule7 own star
b0347,x,high,road2 POST create user
b1783,w,high,rule4 own flag targeting definition
b0299,x,high,road2 POST create extended property
b1360,w,high,PUT default own prefs
b0643,w,high,PUT default own config context
b1001,x,high,road2 POST register cluster node
b0712,x,high,road2 POST create webhook
b1693,x,high,rule2 admin adds ssh key to another user road1b
b0414,w,high,PATCH default own pull request
b0500,w,high,road iii marks existing symbol ignored
b1229,w,high,PUT default own folder metadata
b0852,x,high,road2 POST create auth token session
b0907,x,high,rule2 remove roles from user road1b
b0159,w,high,rule1 own security record delete
b1170,w,high,rule4 own field configuration delete
b0863,w,high,DELETE default own edge
b0672,w,high,PATCH default own cluster group
b1054,w,high,rule4 own field option delete
b0429,x,high,road2 POST create branch
b0983,x,high,rule11 logout notifies clients another session road1b
b0929,w,high,PUT default own role definition
b1334,w,high,PUT default own checklist item
b1608,x,high,road2 POST create file copy
b0416,r,high,road i verify GPG key
b1010,x,high,road2 POST create auth execution
b0896,w,low,PUT ambiguous permissions init text
b1630,x,high,rule4 add member to group road1b
b0479,w,high,DELETE default own repo config
b1137,x,high,road2 POST register modules
b0588,w,high,DELETE default own test series
b0131,w,high,rule5 own repo automation config
b1722,w,high,PUT default own service config
b0963,x,high,road2 POST create keypair overrides rule6
b1572,w,high,PUT default own task
b0335,w,high,DELETE default own issue
b1013,x,high,road2 POST upload certificate create
b1025,w,high,cascade edit inside own system stays w
b0848,x,high,road2 POST create file copy
b1761,w,high,road iii sets existing merge request attribute
b0716,w,high,DELETE default own tenant group
b1164,w,high,rule4 own workflow transition property delete
b1589,x,high,road2 POST create shield information barrier
b1387,x,high,road2 POST create saved search
b0345,x,low,diffpatch creates new commit road2
b1470,w,high,road iii moves existing own cards
b1598,x,high,rule4 add user to group membership road1b
b0554,x,high,road1a notifies download event
b0948,w,high,PUT default own authenticator config
b1642,x,high,road2 appends spent time each call
b0619,w,high,DELETE default own region
b1024,x,high,road2 POST create issue link
b1147,w,high,rule5 own application property config
b1646,x,high,rule2 unblock restores another user access road1b
b1790,x,high,road2 POST create webhook
b0556,w,high,PATCH default own deployment
b0103,w,high,rule4 own infra runner removal from own group
b0785,x,high,rule2 delete another user account road1b
b0141,w,low,rule1 no explicit access change stated in scim replace
