row_id,provider,method,path,operationId,summary,description
b0990,keycloak.local,POST,/{realm}/clients/{id}/client-secret,,Generate a new secret for the client,
b0981,keycloak.local,PUT,/{realm}/clients/{id}/roles/{role-name},,Update a role by name,
b0884,keycloak.local,DELETE,/{realm}/roles-by-id/{role-id},,Delete the role,
b0164,microsoft.com,DELETE,/users/{user-id}/calendars/{calendar-id}/calendarView/{event-id}/instances/{event-id1}/singleValueExtendedProperties/{singleValueLegacyExtendedProperty-id},users.calendars.calendarView.instances.DeleteSingleValueExtendedProperties,Delete navigation property singleValueExtendedProperties for users,
b0545,appcenter.ms,DELETE,/v0.1/orgs/{org_name}/teams/{team_name}/apps/{app_name},teams_removeApp,,Removes an app from a team
b1398,trello.com,PUT,/boards/{idBoard}/subscribed,updateBoardsSubscribedByIdBoard,updateBoardsSubscribedByIdBoard(),
b0391,gitea.io,PATCH,/repos/{owner}/{repo}/issues/{index}/comments/{id},issueEditCommentDeprecated,Edit a comment,
b1433,trello.com,PUT,/members/{idMember}/prefs/locale,updateMembersPrefsLocaleByIdMember,updateMembersPrefsLocaleByIdMember(),
b0037,github.com,PUT,/repos/{owner}/{repo}/issues/{issue_number}/lock,issues/lock,Lock an issue,"Users with push access can lock an issue or pull request's conversation. Note that, if you choose not to pass any parameters, you'll need to set `Content-Length` to zero when calling out to this endpoint. For more information, see ""[HTTP verbs](https://docs.github.com/rest/overview/resources-in-the-rest-api#http-verbs)."""
b0041,github.com,DELETE,/repos/{owner}/{repo}/branches/{branch}/protection/required_pull_request_reviews,repos/delete-pull-request-review-protection,Delete pull request review protection,"Protected branches are available in public repositories with GitHub Free and GitHub Free for organizations, and in public and private repositories with GitHub Pro, GitHub Team, GitHub Enterprise Cloud, and GitHub Enterprise Server. For more information, see [GitHub's products](https://docs.github.com/github/getting-started-with-github/githubs-products) in the GitHub Help documentation."
b0807,clearblade.com,PUT,/admin/settings/sms-service,UpdateSMSSettings,2FA - Update SMS Settings,Updates SMS communication settings. Twilio is the only supported service. This endpoint is Admin only.
b0509,appcenter.ms,PATCH,/v0.1/apps/{owner_name}/{app_name}/deployments/{deployment_name}/releases/{release_label},deploymentReleases_update,,Modifies a CodePush release metadata under the given Deployment
b1583,box.com,DELETE,/shield_information_barrier_segment_members/{shield_information_barrier_segment_member_id},delete_shield_information_barrier_segment_members_id,Delete shield information barrier segment member by ID,Deletes a shield information barrier segment member based on provided ID.
b0060,github.com,PUT,/enterprises/{enterprise}/actions/runners/{runner_id}/labels,enterprise-admin/set-custom-labels-for-self-hosted-runner-for-enterprise,Set custom labels for a self-hosted runner for an enterprise,Remove all previous custom labels and set the new custom labels for a specific self-hosted runner configured in an enterprise. You must authenticate using an access token with the `manage_runners:enterprise` scope to use this endpoint.
b1676,gitlab.com,DELETE,/v3/todos,deleteV3Todos,Mark all todos as done,Mark all todos as done
b0683,netbox.dev,POST,/dcim/virtual-chassis/,dcim_virtual-chassis_create,,
b0011,github.com,PUT,/repos/{owner}/{repo}/topics,repos/replace-all-topics,Replace all repository topics,
b1696,gitlab.com,PUT,/v3/projects/{id}/merge_requests/{noteable_id}/notes/{note_id},putV3ProjectsIdMergeRequestsNoteableIdNotesNoteId,Update an existing +noteable+ note,Update an existing +noteable+ note
b1341,trello.com,POST,/webhooks,addWebhooks,addWebhooks(),
