row_id,provider,method,path,operationId,summary,description
b0176,microsoft.com,DELETE,/me/joinedTeams/{team-id}/primaryChannel/messages/{chatMessage-id}/replies/{chatMessage-id1}/hostedContents/{chatMessageHostedContent-id},me.joinedTeams.primaryChannel.messages.replies.DeleteHostedContents,Delete navigation property hostedContents for me,
b1340,trello.com,PUT,/lists/{idList}/idBoard,updateListsIdBoardByIdList,updateListsIdBoardByIdList(),
b0406,gitea.io,PUT,/notifications,notifyReadList,"Mark notification threads as read, pinned or unread",
b1187,dracoon.team,DELETE,/v4/users/{user_id},removeUser,Remove user,### Description: Delete a user. ### Precondition: Right <span style='padding: 3px; background-color: #F6F7F8; border: 1px solid #000; border-radius: 5px; display: inline;'>&#128275; delete users</span> required. ### Postcondition: User is deleted. ### Further Information: User **CANNOT** be deleted if he is a last room administrator of any room.
b1597,box.com,PUT,/files/{file_id}/watermark,put_files_id_watermark,Apply watermark to file,Applies or update a watermark on a file.
b1292,dracoon.team,DELETE,/v4/shares/downloads,deleteDownloadShares,Remove Download Shares,"<h3 style='padding: 5px; background-color: #F6F7F8; border: 1px solid #AAA; border-radius: 5px; display: table-cell;'>&#128640; Since v4.21.0</h3> ### Functional Description: Delete multiple Download Shares. ### Precondition: User with _""manage download share""_ permissions on target nodes. ### Postcondition: Download Shares are deleted. ### Further Information: Only the Download Shares are removed; the referenced files or containers persists."
b1468,trello.com,PUT,/members/{idMember}/boardStars/{idBoardStar}/idBoard,updateMembersBoardStarsIdBoardByIdMemberByIdBoardStar,updateMembersBoardStarsIdBoardByIdMemberByIdBoardStar(),
b0423,gitea.io,PATCH,/repos/{owner}/{repo},repoEdit,Edit a repository's properties. Only fields that are set will be changed.,
b0251,microsoft.com,POST,/drives/{drive-id}/items/{driveItem-id}/workbook/tables/{workbookTable-id}/columns/{workbookTableColumn-id}/filter/microsoft.graph.applyBottomItemsFilter,drives.drive.items.driveItem.workbook.tables.workbookTable.columns.workbookTableColumn.filter.applyBottomItemsFilter,Invoke action applyBottomItemsFilter,
b0169,microsoft.com,PATCH,/deviceAppManagement/managedEBookCategories/{managedEBookCategory-id},deviceAppManagement.UpdateManagedEBookCategories,Update the navigation property managedEBookCategories in deviceAppManagement,
b1377,trello.com,PUT,/organizations/{idOrg}/desc,updateOrganizationsDescByIdOrg,updateOrganizationsDescByIdOrg(),
b0397,gitea.io,DELETE,/repos/{owner}/{repo}/topics/{topic},repoDeleteTopic,Delete a topic from a repository,
b1146,atlassian.com,DELETE,/rest/api/3/screens/{screenId}/tabs/{tabId}/fields/{id},removeScreenTabField,Remove screen tab field,Removes a field from a screen tab. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).
b0215,microsoft.com,POST,/deviceManagement/intents/{deviceManagementIntent-id}/deviceSettingStateSummaries,deviceManagement.intents.CreateDeviceSettingStateSummaries,Create new navigation property to deviceSettingStateSummaries for deviceManagement,
b1817,launchdarkly.com,DELETE,/integrations/{integrationKey}/{integrationId},deleteIntegrationSubscription,Delete an integration subscription by ID.,
b0204,microsoft.com,DELETE,/education/users/{educationUser-id}/assignments/{educationAssignment-id}/submissions/{educationSubmission-id}/resources/{educationSubmissionResource-id},education.users.assignments.submissions.DeleteResources,Delete navigation property resources for education,
b0378,gitea.io,POST,/repos/{owner}/{repo}/tags,repoCreateTag,Create a new git tag in a repository,
b0193,microsoft.com,POST,/servicePrincipals/{servicePrincipal-id}/synchronization/jobs,servicePrincipals.synchronization.CreateJobs,Create synchronizationJob,Create new synchronization job with a default synchronization schema. The job is created in a disabled state. Call Start job to start synchronization.
b1781,launchdarkly.com,POST,/flags/{projectKey},postFeatureFlag,Creates a new feature flag.,
b0938,keycloak.local,DELETE,/{realm}/clients/{id}/scope-mappings/realm,,Remove a set of realm-level roles from the client’s scope,
b0095,github.com,PATCH,/orgs/{org}/custom_roles/{role_id},orgs/update-custom-role,Update a custom role,"**Note**: This operation is in beta and subject to change. Updates a custom repository role that can be used by all repositories owned by the organization. To use this endpoint the authenticated user must be an administrator for the organization and must use an access token with `admin:org` scope. GitHub Apps must have the `organization_custom_roles:write` organization permission to use this endpoint. For more information about custom repository roles, see ""[About custom repository roles](https:"
b1000,keycloak.local,POST,/{realm}/clients/{id}/roles,,Create a new role for the realm or client,
b1678,gitlab.com,POST,/v3/projects/{id}/repository/branches,postV3ProjectsIdRepositoryBranches,Create branch,Create branch
