row_id,provider,method,path,operationId,summary,description
b1078,atlassian.com,PUT,/rest/api/3/workflowscheme/project,assignSchemeToProject,Assign workflow scheme to project,Assigns a workflow scheme to a project. This operation is performed only when there are no issues in the project. Workflow schemes can only be assigned to classic projects. **[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg).
b0015,github.com,PUT,/orgs/{org}/teams/{team_slug}/memberships/{username},teams/add-or-update-membership-for-user-in-org,Add or update team membership for a user,"Adds an organization member to a team. An authenticated organization owner or team maintainer can add organization members to a team. Team synchronization is available for organizations using GitHub Enterprise Cloud. For more information, see [GitHub's products](https://docs.github.com/github/getting-started-with-github/githubs-products) in the GitHub Help documentation. **Note:** When you have team synchronization set up for a team with your organization's identity provider (IdP), you will see "
b1520,box.com,POST,/comments,post_comments,Create comment,"Adds a comment by the user to a specific file, or as a reply to an other comment."
b1237,dracoon.team,DELETE,/v4/nodes/{node_id}/favorite,removeFavorite,"Unmark a node (room, folder or file) as favorite","### Description: Unmarks a node (room, folder or file) as favorite. ### Precondition: Authenticated user is allowed to <span style='padding: 3px; background-color: #F6F7F8; border: 1px solid #000; border-radius: 5px; display: inline;'>&#128065; see</span> the node (i.e. `isBrowsable = true`). ### Postcondition: A node gets unmarked as favorite. ### Further Information: None."
b1142,atlassian.com,DELETE,/rest/api/3/dashboard/{id},deleteDashboard,Delete dashboard,Deletes a dashboard. **[Permissions](#permissions) required:** None The dashboard to be deleted must be owned by the user.
b1019,keycloak.local,PUT,/{realm}/users/{id}/groups/{groupId},,,
b0065,github.com,POST,/orgs/{org}/actions/runners/registration-token,actions/create-registration-token-for-org,Create a registration token for an organization,"Returns a token that you can pass to the `config` script. The token expires after one hour. You must authenticate using an access token with the `admin:org` scope to use this endpoint. #### Example using registration token Configure your self-hosted runner, replacing `TOKEN` with the registration token provided by this endpoint. ``` ./config.sh --url https://github.com/octo-org --token TOKEN ```"
b0106,github.com,DELETE,/repos/{owner}/{repo}/issues/{issue_number}/assignees,issues/remove-assignees,Remove assignees from an issue,Removes one or more assignees from an issue.
b1653,gitlab.com,PUT,/v3/projects/{id}/services/slack-slash-commands,putV3ProjectsIdServicesSlackSlashCommands,Set slack-slash-commands service for project,Set slack-slash-commands service for project
b0845,clearblade.com,PUT,/codeadmin/v/2/library/{systemKey}/{libName},UpdateLibrary,DEVELOPER - Update library,Updates local library.
b0767,clearblade.com,DELETE,/admin/v/4/systemmanagement,DeleteSystem,DEVELOPER - Delete system,Deletes the specified system.
b0425,gitea.io,DELETE,/teams/{id}/members/{username},orgRemoveTeamMember,Remove a team member,
b0985,keycloak.local,PUT,/{realm}/groups/{id},,"Update group, ignores subgroups.",
b0175,microsoft.com,POST,/directoryRoleTemplates/microsoft.graph.validateProperties,directoryRoleTemplates.validateProperties,Invoke action validateProperties,"Validate that a Microsoft 365 group's display name or mail nickname complies with naming policies.  Clients can use this API to determine whether a display name or mail nickname is valid before trying to create a Microsoft 365 group. To validate the properties of an existing group, use the group: validateProperties function. The following policy validations are performed for the display name and mail nickname properties: 1. Validate the prefix and suffix naming policy 2. Validate the custom bann"
b0879,keycloak.local,POST,/{realm}/authentication/executions/{executionId}/lower-priority,,Lower execution’s priority,
b0512,appcenter.ms,DELETE,/v0.1/apps/{owner_name}/{app_name}/user/device_sets/{id},test_deleteDeviceSetOfUser,,Deletes a device set belonging to the user
b0977,keycloak.local,POST,/{realm}/logout-all,,Removes all user sessions.,
b0507,appcenter.ms,DELETE,/v0.1/apps/{owner_name}/{app_name}/deployments/{deployment_name}/releases,codePushDeploymentReleases_delete,,Clears a Deployment of releases
