row_id,truth_class,confidence,reason
b0958,w,high,PUT default edit
b0342,w,high,PATCH default mark read settable
b1707,w,high,PUT default edit member
b0187,x,high,a deletes property no restore
b0292,x,high,a deletes deployment no restore
b0022,x,high,DELETE method wins no trash
b0792,x,high,a deletes data rows no restore
b1683,w,high,ii plain create merge request
b0248,x,high,a deletes entity no restore
b0238,x,high,c sends cancellation message
b1802,x,high,a deletes approval request
b1739,w,high,ii plain create snippet
b1191,x,high,a purges temp upload data
b0955,w,high,PUT default edit label
b0891,x,high,DELETE method wins no trash
b0519,x,high,a deletes release no restore
b0325,x,high,a deletes attachment no restore
b1090,x,high,a deletes screen tab
b1415,w,high,toggle deactivate has activate
b0568,w,high,PATCH default edit group
b0081,w,high,ii plain create user
b0829,x,high,a deletes service run record
b1438,w,high,ii adds label settable back
b0522,w,high,ii adds app to team settable back
b0357,x,high,a deletes release by tag
b0274,w,high,ii creates draft not sent
b1526,w,high,ii plain create classifications
b0113,x,high,DELETE method wins no trash
b1161,x,high,a deletes resolution no restore
b0018,w,high,ii plain create commit object
b1413,x,high,a deletes background no restore
b1273,w,high,toggle activate has deactivate
b0592,w,high,w changing owner settable back
b0890,w,high,PUT default edit client
b1267,w,high,iii edits existing attributes
b0147,x,high,a deletes project no restore
b1088,x,high,a deletes property no restore
b0954,x,high,DELETE method wins no trash
b1339,w,high,PUT default edit position
b1810,w,high,ii plain create approval request
b0697,w,high,PUT default bulk update
b1330,w,low,mark read settable back unsure
b1510,x,high,a deletes classification template
b0498,x,high,iv creates and runs test
b0744,x,high,a bulk deletes no restore
b0946,x,high,b rotates certificate key pair
b1239,w,high,ii plain create radius config
b1107,x,high,DELETE method wins no trash
b0750,w,high,PUT default edit template
b0729,w,high,PATCH default bulk edit
b1614,w,high,DELETE goes to trash named
b0840,w,high,ii plain create role
b1674,x,high,a deletes emoji no restore
b0586,x,high,DELETE method wins no trash
b0602,w,high,PUT default bulk update
b1349,w,high,PUT default edit pref
b1361,w,high,ii plain create list
b1291,x,high,b resets password credential
b0232,w,high,PATCH default edit rule
b0847,w,high,ii plain create adapter
b1458,x,high,a deletes background no restore
b1523,w,high,ii plain create whitelist entry
b1331,w,high,ii plain create board
b0293,x,high,f completing migration loses import
b1604,w,high,PUT default edit folder
b0314,w,high,stoppable startable state
b0426,w,high,ii plain create organization
b0849,w,high,PUT default edit device
b1763,w,high,ii plain create environment
b0628,w,high,PUT default edit group
b1206,w,high,ii plain create webhook
b1127,w,high,PUT default edit field
b1382,w,high,PUT default edit name
b0684,w,high,PUT default edit webhook
b1302,w,high,iii sets existing file keys
b1465,w,high,ii adds label settable back
b1344,w,high,PUT default edit position
b0174,w,high,PATCH default edit column
b1577,x,high,DELETE method wins no trash
b0605,w,high,PATCH default bulk edit
b1788,w,high,PATCH default edit role
b0903,x,high,DELETE method wins no trash
b0914,x,high,a deletes role no restore
b0315,r,high,i renders returns not stored
b1098,x,low,DELETE method default no named restore
b0695,w,high,PATCH default edit termination
b0853,w,high,PUT default edit file content
b0951,x,low,DELETE method wins tension w release
b0073,x,high,a deletes reaction no restore
b1669,x,high,DELETE method wins membership
b0010,x,high,e triggers sync job
b1279,w,high,ii plain create group
b0572,x,high,c publishes release to store
b0857,w,high,PUT default edit edge
b1042,w,high,PUT default sets property
b1574,x,high,DELETE method wins no trash
b0489,w,high,PATCH default edit state
b0173,x,high,a deletes reply no restore
b1081,w,high,PUT default sets property
b0543,x,high,a deletes avatar no restore
b0039,w,high,PATCH default edit webhook
b1447,w,high,PUT default edit member
b0806,x,high,a deletes deployment no restore
b0877,w,high,ii adds composite settable back
b1150,w,high,ii plain create resolution
b0375,w,high,toggle follow has unfollow
b0044,x,high,a deletes environment no restore
b0996,w,high,ii adds roles settable back
b0146,w,high,PUT adds repo settable back
b1166,x,high,a deletes version no restore
b0233,w,high,PATCH default edit device
b1386,w,high,PUT default edit name
b1154,w,high,PUT default bulk edit statuses
b0393,x,high,DELETE method wins membership
b1039,x,high,c sends notification email
b1610,w,high,ii plain create webhook
b1452,w,high,PUT default edit pref
b0702,w,high,ii plain create circuit
b1378,w,high,PUT default edit background
b1348,w,high,PUT default edit name
b1021,x,high,a clears cached data
b0001,w,high,ii plain create deploy key
b1421,w,high,ii plain create background
b1516,w,high,PUT default edit chunk
b0327,x,high,a deletes comment no restore
b1555,w,high,ii plain create segment member
b0561,w,high,toggle disable has enable
b1453,w,high,PUT default edit pref
b1270,w,high,toggle enable mfa has disable
b0947,w,high,ii adds identity settable back
b1178,w,high,iii edits existing attributes
b0184,x,high,a deletes role no restore
b1130,x,high,a deletes property no restore
b1299,w,high,ii plain create folder
b1605,w,high,ii plain create alias
b1573,x,high,a deletes folder lock no restore
b1556,w,high,ii plain create web link
b1281,x,high,b removes key pair unrecoverable
b1218,w,high,ii plain create room
b0681,w,high,PUT default edit outlet
b0269,x,high,a deletes relation no restore
b0624,w,high,ii plain create context
b0076,w,high,ii plain create reaction
b0517,w,low,ii creates log record unsure
b0419,w,high,ii plain create label
b0937,w,high,toggle disable has enable
b0832,x,low,e dispatches command uncertain
b0404,x,high,a deletes attachment no restore
b1461,x,high,DELETE method wins membership
b0878,r,high,i tests connection not stored
b1746,w,high,iii resets field settable back
b1662,w,high,PUT default sets service
b0067,w,high,PATCH default edit protection
b0464,w,high,PUT default edit release
b0440,w,high,ii plain create protection
b0577,w,high,ii plain create api token
b1454,w,high,PUT default edit member
b0456,w,high,ii plain create organization
b0647,w,high,PUT default edit feed
b0575,x,high,a deletes store no restore
b0354,w,high,PATCH default edit hook
b1230,w,high,PUT adds guests settable back
b0038,w,high,PUT adds runner settable back
b0063,x,high,iv creates deployment that publishes
b0769,x,high,a deletes index no restore
b1143,w,high,PUT default edit tab name
b0323,w,high,ii plain create attachment
b1224,x,high,a deletes webhook no restore
b1477,x,high,a permanently deletes policy
b1128,w,high,PUT default bulk edit values
b1301,x,low,DELETE method wins tension w mfa
b0496,x,high,a deletes symbol upload
b1169,w,high,PUT default appends mappings
b1736,x,high,a deletes note no restore
b0213,x,high,a deletes review stage no restore
b0040,w,high,ii plain create tag object
b0165,w,high,PATCH default edit resource
b0794,x,high,a deletes collection no restore
b0080,x,high,a deletes webhook no restore
b0802,w,high,ii plain create unique index
b0831,w,high,PUT default edit user info
b0447,x,low,unsure test sends payload tighter x
b0412,w,high,toggle undismiss reverses dismiss
b0377,x,low,e syncs branch merge run unsure
b0548,x,high,c sends invite to user
b0275,x,high,a deletes summary no restore
b1221,w,high,PUT default edit policy
b1278,w,high,PUT default edit settings
b0883,x,high,a deletes execution no restore
b1732,w,high,ii plain create variable
b1815,w,high,PATCH default partial update
b0581,x,high,c sends invite to user
b1007,x,high,b revokes consent tokens
b0931,w,high,ii adds mappings settable back
b0758,x,low,mixed create delete column tighter x
b0589,w,high,PATCH default edit status
b0664,x,high,a bulk deletes no restore
b0868,x,high,a deletes devices no restore
b0092,w,high,ii plain create ssh key
b1772,w,high,PATCH default edit project
b0088,w,low,D98 ruling: comment/reaction is w
b0547,w,low,ii creates log record unsure
