row_id,truth_class,confidence,reason
b0199,w,high,"patch default w"
b0253,w,high,"patch default w"
b0678,x,high,"a deletes no restore named"
b0330,w,high,"ii plain create of issue"
b0228,w,low,"iii marks existing item w"
b1055,r,high,"i post read-only lookup"
b0126,w,high,"patch default w"
b0030,x,high,"delete method wins no restore"
b0766,w,high,"ii plain create of collection"
b0111,w,high,"put default membership settable back"
b1074,w,high,"put default w locale setting"
b1167,w,high,"put default w workflow config"
b0746,x,high,"a deletes no restore named"
b1750,w,high,"ii plain create of label"
b0048,w,high,"patch default w team edit"
b1151,w,high,"put default w edits modification"
b0012,x,high,"delete method wins removes repo access"
b1521,w,high,"put default w edits user"
b0625,w,high,"put default w bulk update"
b1592,x,high,"a deletes no restore named"
b0057,w,high,"put default w sets repositories list"
b0244,x,high,"a deletes no restore named"
b0132,w,high,"ii plain create upload asset"
b1559,x,low,"b rotates token refresh"
b1759,x,high,"f cancels build progress lost"
b0801,w,high,"put default w updates devices"
b1594,w,low,"ii creates file from session"
b0398,w,high,"put default w adds topic"
b1214,w,low,"ii creates auth session token"
b1587,w,high,"ii plain create of user"
b0595,w,low,"iii moves existing item settable back"
b0355,w,high,"ii plain create attachment"
b0940,x,high,"delete method wins removes composites"
b1478,x,high,"a deletes webhook no restore"
b0978,x,high,"a deletes provider no restore"
b1720,w,high,"ii plain create subscription"
b1290,r,high,"read-only download stream"
b1639,x,high,"a deletes runner no restore"
b0805,x,high,"a deletes roles no restore"
b0869,w,high,"ii plain create data items"
b0056,x,high,"delete method wins removes repo"
b0241,w,high,"ii plain create no notify named"
b0967,w,high,"put default w edits provider"
b1156,w,high,"put default w edits config"
b0259,w,high,"ii plain create membership no notify"
b1792,w,high,"ii plain create segment"
b0965,w,high,"iii reorders existing item"
b0021,x,high,"c sends invite email to user"
b1174,w,low,"iii sets policy flag settable back"
b1205,w,low,"ii completes upload creates file"
b0285,w,high,"ii plain create section group"
b1087,w,high,"put default w workflow scheme"
b1499,x,high,"f abort discards data cannot reverse"
b0726,w,high,"put default w edits vrf"
b0894,w,high,"ii plain create scope mapping"
b0326,w,high,"ii plain create gpg key"
b1617,w,high,"ii plain create retention policy"
b0218,x,high,"a deletes subscription no restore"
b1176,x,high,"b removes credential key pair"
b1612,x,high,"a deletes metadata no restore"
b0220,r,high,"i read-only lookup function"
b1634,w,high,"put default w update file"
b1110,x,high,"iv post does delete action"
b1531,w,high,"put default w adds classification"
b0682,w,high,"put default w edits filter"
b0788,x,high,"a deletes db connection no restore"
b0481,w,low,"patch default ambiguous commit/abort"
b0730,x,high,"a deletes route target no restore"
b1562,w,high,"put default w removes shared link settable back"
b1342,w,high,"put default w edits background"
b1367,w,high,"put default w edits preference"
b0119,x,high,"delete method wins removes repo access"
b0418,w,high,"ii plain create team"
b1037,w,high,"put default w sets email"
b1228,x,high,"a deletes nodes no restore"
b0826,x,high,"a deletes handler no restore"
b0100,w,high,"ii plain create variable"
b1690,x,high,"a deletes note no restore"
b0471,x,low,"e runs export job"
b0846,w,high,"ii plain create webhook"
b1537,w,high,"put default w updates metadata"
b1208,w,low,"iii sets config value no charge named"
b1086,w,high,"ii plain create avatar upload"
b0185,w,high,"ii plain create uploads token"
b0533,w,low,"ii unclear sink treated as create"
b1484,w,high,"ii plain create copy"
b0689,w,high,"ii plain create template"
b0127,x,high,"e triggers rerun of check suite"
b0749,w,high,"put default w bulk update"
b0748,x,high,"a deletes attachments no restore"
b0137,x,high,"a deletes announcement no restore"
b0674,w,high,"ii plain create route target"
b1242,r,high,"i test dry-run check"
b0830,x,high,"b terminates session"
b0477,x,high,"b revokes token credential"
b1253,w,high,"put default w edits group"
b1366,w,high,"ii plain create avatar"
b1403,w,low,"iii adds item to list settable back"
b1198,w,high,"ii plain create ad config"
b0668,w,high,"patch default w partial update"
b0833,x,high,"a deletes user no restore"
b1462,w,high,"put default w updates bio"
b1533,x,low,"c adds shared link exposes file"
b0736,w,high,"ii plain create ip"
b1101,x,high,"a deletes webhooks no restore"
b0688,w,high,"ii plain create vlan group"
b0024,w,high,"patch default w edits issue"
b0675,x,high,"a deletes role no restore"
b1199,x,high,"b resets password credential"
b0198,x,high,"a deletes property no restore"
b1566,w,high,"put default w updates cards"
b0606,x,high,"a deletes lan no restore"
b1422,x,high,"delete method wins removes search"
b1457,w,high,"toggle closed has reopen"
b1060,x,high,"a deletes workflow no restore"
b0371,w,high,"ii plain create release"
b0783,x,high,"e retries sync triggers run"
b1234,w,high,"put default w sets policies"
b1480,w,high,"put default w updates webhook"
b0980,w,high,"ii plain create auth flow"
b1126,w,high,"ii adds field to screen settable back"
b0312,x,high,"a deletes branch no restore"
b1172,w,high,"put default w assigns scheme"
b0249,x,high,"a deletes source no restore"
b0317,w,high,"patch default w updates label"
b1014,w,low,"put default w no text detail"
b0950,w,high,"iii reorders existing item"
b0735,w,high,"ii plain create provider network"
b1103,w,high,"put default w sets property"
b1813,w,high,"ii plain create scheduled change"
b0007,w,high,"patch default w edits discussion"
b0459,x,high,"a/e triggers deletion of data"
b0952,w,high,"ii adds role mapping settable back"
b0466,w,high,"ii plain create device selection"
b1711,r,low,"i internal check no summary"
b0294,x,high,"a deletes record no restore"
b0110,x,high,"b revokes grant"
b0593,w,high,"ii plain create test series"
b0283,w,high,"patch default w edits property"
b1071,w,high,"ii plain create webhook"
b0268,x,high,"a deletes account no restore"
b1794,x,high,"b resets key expires old key"
b0658,w,high,"put default w bulk update"
b0972,w,high,"ii plain create execution"
b0613,w,high,"patch default w partial update"
b1195,w,high,"ii adds users to role settable back"
b0084,x,high,"a deletes deployment no restore"
b0651,w,high,"patch default w partial update"
b0644,w,high,"ii plain create role"
b0763,x,high,"a deletes handler no restore"
b1789,x,high,"c invites new members sends"
b1803,x,high,"a deletes segment no restore"
b0097,x,high,"b revokes grant deleted"
b0424,x,high,"a deletes emails no restore"
b0836,w,high,"ii plain create file"
b0136,x,high,"delete method wins removes reaction"
b1248,w,high,"put default w updates settings"
b1400,w,high,"put default w updates sticker"
b0482,x,high,"a deletes group no restore"
b1818,w,high,"patch default w partial update segment"
b1182,w,high,"ii plain create new keypair preserves old"
b0270,w,high,"iii edits reminder time settable back"
b0764,w,high,"put default w updates timer"
b1027,w,low,"iii updates existing computations"
b0752,w,high,"ii plain create device"
b1704,w,high,"toggle unprotect has protect opposite"
b1245,w,high,"put default w changes policies"
b0864,x,high,"a deletes library no restore"
b0617,x,high,"a deletes outlet no restore"
b1045,x,high,"a deletes scheme no restore"
b0395,w,high,"patch default w updates label"
b0612,w,high,"patch default w partial update"
b1650,x,high,"e retries pipeline triggers run"
b1265,w,high,"put default w configures room"
b1700,w,high,"put default w sets service"
b1429,x,low,"b generates new key rotates secret"
b0904,x,high,"delete method wins removes role mapping"
b1749,w,low,"iii resets field value settable back"
b0427,w,high,"ii plain create no notify named"
b1812,w,high,"patch default w modifies webhook"
b1665,x,low,"delete method wins despite disable wording"
b0145,w,high,"w stops codespace can restart"
b1372,x,high,"delete method wins removes label"
b1727,x,high,"e triggers manual build run"
b0662,w,high,"put default w updates port"
b1622,x,high,"a deletes key no restore"
b0711,w,high,"patch default w bulk partial update"
b1023,x,high,"c sends verification email"
b0670,w,high,"put default w updates asn"
b0333,w,high,"ii plain create public key"
b0780,w,high,"put default w updates timer"
b0536,x,high,"a deletes audience no restore"
b1691,w,high,"ii plain create subscription"
b0973,w,low,"ii creates impersonation session settable back"
b1056,w,high,"put default w sets property"
b1285,x,high,"a deletes share no restore named"
b0787,x,low,"a mentions deletes column no restore"
b1490,x,high,"a cannot reverse explicit"
b1680,w,high,"ii plain create subscription"
b1320,w,high,"ii plain create user"
b0470,w,high,"ii plain create hash entry"
b0732,w,high,"patch default w bulk partial update"
