row_id,truth_class,confidence,reason
b1625,w,high,PUT default w
b0631,x,high,DELETE no trash named
b0453,x,high,DELETE no trash named
b0859,w,low,edit moving file settable back
b0451,w,high,ii plain create team
b1798,x,high,DELETE no trash named
b1519,w,high,ii plain create group
b1725,w,low,ii plain create fork project
b0747,w,high,PATCH default w
b0260,x,high,DELETE no trash named
b1307,w,high,iii edits existing item
b1240,x,high,DELETE method wins no restore named
b0396,x,high,e syncs job cannot be undone
b1527,w,high,ii plain create policy
b1393,w,high,PUT default w edits url
b0822,x,high,DELETE no trash named
b1609,w,high,PUT default w apply setting
b0028,w,high,PATCH default w edits config
b1455,w,high,ii plain create org
b0222,w,high,PATCH default w
b0162,w,high,PATCH default w
b1606,w,high,PUT default w edits metadata
b1576,w,low,removes list item on PUT settable back
b1217,x,high,DELETE method wins removes membership
b0564,r,high,i test dry-run read only
b0741,x,high,DELETE no trash named
b0329,w,high,stopping resumable stopwatch
b1596,w,low,removing shared link settable back
b0834,w,high,ii plain create trigger
b0714,x,high,DELETE no trash named
b1298,w,high,ii plain create upload chunk
b1479,w,low,ii plain create token
b0799,w,high,PUT default w edits user info
b0212,x,high,DELETE no trash named
b1757,w,high,ii plain create access request
b0555,w,high,PUT default w
b0851,w,high,ii plain create edge
b1607,w,high,PUT default w
b0520,x,high,explicit not reversible cannot restore
b0943,r,high,i test connection read only
b0262,w,high,ii plain create category
b0738,w,high,PATCH default w
b0743,w,high,PATCH default w
b0745,w,high,PUT default w
b0757,x,high,DELETE no trash named
b0486,w,high,ii plain create app
b1423,w,high,PUT default w setting
b1819,w,high,PATCH default w
b1811,w,high,PATCH default w
b0803,x,high,b resets password credential
b1185,w,low,ii plain create file upload complete
b1512,w,high,PUT default w
b0343,w,high,ii plain create repo
b1492,w,high,assign settable back
b0050,x,high,DELETE method wins no trash named
b0079,w,high,iii renames existing item
b1399,w,high,toggle active has inactive
b1551,x,high,iv create that sends to signers
b1425,w,high,PUT default w edits label
b1701,w,high,PUT default w
b1751,x,low,e merge executes cannot be undone
b1496,x,high,DELETE no trash membership irrelevant
b1280,w,high,PUT default w
b0255,w,high,ii plain create column
b0483,w,high,ii plain create link
b1456,w,high,PUT default w setting
b1139,w,high,PUT default w
b0415,w,high,PATCH default w
b0704,w,high,PUT default w
b0607,w,high,PATCH default w
b0428,x,high,DELETE no trash named
b1233,x,high,b rotates key pair credential
b0677,w,high,PATCH default w
b1505,w,high,iii changes status existing item
b0049,w,high,toggle suspend has unsuspend
b1296,x,high,DELETE method wins removes membership
b1310,x,high,f cancels upload progress lost
b1565,x,high,DELETE no trash named
b0874,w,high,PUT default w
b1064,x,high,DELETE no trash named
b0873,w,high,ii plain create collection
b1066,x,high,DELETE method wins no trash named
b1125,w,high,ii plain create membership add
b0557,w,low,logically deletes implies restorable
b0871,x,high,DELETE no trash named
b0854,x,high,DELETE no trash named
b0560,w,high,iii accepts changes state
b0284,w,high,ii plain create entity
b1018,x,high,DELETE removes credential
b1575,x,high,DELETE no trash named
b0263,w,high,ii plain create ref
b0705,x,high,DELETE no trash named
b0562,w,high,PATCH default w
b0384,x,high,DELETE no trash named
b1536,x,high,DELETE no trash named
b0135,w,high,toggle star has unstar
b1797,x,high,b delete token credential
b0140,w,high,PATCH default w creates connection
b1385,w,high,PUT default w
b1163,r,high,i read-only lookup by ids
b0243,x,high,DELETE no trash named
b1782,x,high,DELETE no trash named
b0580,x,high,DELETE no trash named
b1251,x,high,a deletes node no restore
b1015,x,high,DELETE no trash named
b0389,x,high,DELETE no trash named
b1232,x,high,b invalidates auth token
b0919,x,high,DELETE method wins removes scope
b0987,w,low,PUT default w sets scope
b1241,w,high,ii plain create customer
b0034,w,high,toggle subscribe settable back
b1713,x,high,DELETE no trash named
b0020,x,high,DELETE no trash named
b1779,x,high,a deletes cascade no restore
b0469,x,high,DELETE no trash named
b0559,w,high,PUT default w create or update
b1102,x,high,publishes draft workflow scheme
b1260,w,low,ii plain create key pair first set
b1418,w,high,PUT default w edits label
b1552,x,high,DELETE no trash named
b1448,x,high,DELETE no trash named
b1593,w,high,PUT default w
b0214,w,high,ii plain create request
b1190,x,low,b resets webhook lifetime credential-like
b1629,w,high,ii plain create status
b0553,w,high,PATCH default w
b1463,w,high,ii plain create add powerup
b1472,w,high,PUT default w
b1266,w,high,PUT default w
b1238,x,high,DELETE no trash named
b0168,x,low,a clears reminder no restore named
b0993,x,high,DELETE method wins removes membership
b1663,x,high,DELETE method wins unsubscribe
b0838,w,high,PUT default w
b0795,w,low,ii plain create token via auth
b0267,x,low,e discover triggers external sync job
b0623,w,high,PUT default w
b1643,x,high,a deletes group no restore
b0870,w,high,PUT default w
b0071,w,high,PATCH default w
b0121,w,high,explicit restore action reversible
b0888,x,high,DELETE no trash named
b0231,x,high,DELETE no trash named
b1471,w,high,PUT default w toggle star
b0347,w,high,ii plain create user
b1783,w,high,PATCH default w mixed update
b0299,w,high,ii plain create property
b1360,w,high,PUT default w setting
b0643,w,high,PUT default w
b1001,w,high,ii plain create register node
b0712,w,high,ii plain create webhook
b1693,w,high,ii plain create key
b0414,w,high,PATCH default w
b0500,w,high,iii marks existing item
b1229,w,high,PUT default w
b0852,w,low,ii plain create token via auth
b0907,x,high,DELETE method wins removes role mapping
b0159,x,high,DELETE no trash named
b1170,x,high,DELETE no trash named
b0863,x,high,DELETE no trash named
b0672,w,high,PATCH default w
b1054,x,high,DELETE no trash named
b0429,w,high,ii plain create branch
b0983,x,high,c sends notification invalidate sessions
b0929,w,high,PUT default w
b1334,w,high,PUT default w toggle check item
b1608,w,high,ii plain create copy
b0416,r,high,i verify read only
b1010,w,high,ii plain create execution
b0896,w,low,PUT default w initializes permissions
b1630,w,high,ii plain create add member
b0479,x,high,DELETE no trash named
b1137,w,high,ii plain create register modules
b0588,x,high,DELETE no trash named
b0131,w,high,PUT default w sets permission
b1722,w,high,PUT default w
b0963,x,low,b generates cert rotates credential
b1572,w,high,PUT default w
b0335,x,high,DELETE no trash named
b1013,w,low,ii sets certificate no rotate text
b1025,x,high,DELETE method wins deselects option
b0848,w,high,ii plain create copy
b1761,w,high,iii sets time estimate existing item
b0716,x,high,DELETE no trash named
b1164,x,high,DELETE no trash named
b1589,w,high,ii plain create barrier
b1387,w,high,ii plain create saved search
b0345,w,low,iii applies patch edit reversible
b1470,w,high,edit move cards reversible
b1598,w,high,ii plain create membership
b0554,x,high,c sends notification download
b0948,w,high,PUT default w
b1642,w,high,iii adds spent time existing item
b0619,x,high,DELETE no trash named
b1024,w,high,ii plain create link
b1147,w,high,PUT default w sets property
b1646,w,high,toggle unblock has block
b1790,w,high,ii plain create webhook
b0556,w,high,PATCH default w
b0103,x,high,DELETE method wins removes runner
b0785,x,high,a deletes user no restore
b0141,w,high,PUT default w replaces user info
