row_id,provider,method,path,operationId,summary,description
e0897,zendesk,POST,/api/v2/saved_searches,CreateSavedSearch,Create Saved Search,"Creates a saved search for the requesting agent. An agent can have at most 20 saved searches,
and names must be unique per agent.

#### Allowed For
- Agents"
e0260,hubspot,DELETE,/cms/v3/source-code/{environment}/content/{path},delete-/cms/v3/source-code/{environment}/content/{path}_archive,Delete a file,Deletes the file at the specified path in the specified environment.
e0206,auth0,POST,/roles/{id}/permissions,post_role_permission_assignment,Associate permissions with a role,Add one or more [permissions](https://auth0.com/docs/manage-users/access-control/configure-core-rbac/manage-permissions) to a specified user role.
e0970,zendesk,PUT,/api/v2/task_lists/{task_list_id},UpdateCustomTaskList,Update Custom Task List,"Updates the name or description of a custom task list. Only custom task lists (those without a template) can be updated.

#### Allowed For

* Agents"
e0411,hubspot,POST,/crm/v3/objects/companies/batch/archive,post-/crm/v3/objects/companies/batch/archive_archive,Archive a batch of companies,Delete a batch of companies by ID. Deleted companies can be restored within 90 days of deletion. Learn more about [restoring records](https://knowledge.hubspot.com/records/restore-deleted-records).
e0527,klaviyo,DELETE,/api/template-universal-content/{id},delete_universal_content,Delete Universal Content,"Delete the universal content with the given ID.<br><br>*Rate limits*:<br>Burst: `75/s`<br>Steady: `750/m`

**Scopes:**
`templates:write`

[OpenAPI Spec](https://raw.githubusercontent.com/klaviyo/openapi/main/openapi/stable/apis/delete_universal_content.json)"
e0186,auth0,POST,/flows/vault/connections,post_flows_vault_connections,Create a Flows Vault connection,
e0971,zendesk,PUT,/api/v2/task_lists/{task_list_id}/task_items/{task_item_id},UpdateTaskItem,Update Task Item,"Updates a task item. Available fields depend on the item type:

**Any task item:** Use `completed` to mark the item complete (`true`) or incomplete (`false`). This is reflected as `is_completed` in the response. Completing all task items in a task list automatically marks the task list as completed.

**Custom task items only:** Also supports updating `name` and `description`. Template-based task items cannot be renamed.

#### Allowed For

* Agents"
e0492,hubspot,PUT,/marketing/v3/marketing-events/associations/{marketingEventId}/lists/{listId},put-/marketing/v3/marketing-events/associations/{marketingEventId}/lists/{listId}_associateByMarketingEventId,Associate a list with a marketing event,Associates a list with a marketing event by marketing event id and ILS list id
e0617,klaviyo,POST,/api/profiles,create_profile,Create Profile,"Create a new profile.

Use the `additional-fields` parameter to include subscriptions and predictive analytics data in your response.

The maximum allowed payload size is 100KB.<br><br>*Rate limits*:<br>Burst: `75/s`<br>Steady: `750/m`

**Scopes:**
`profiles:write`

[OpenAPI Spec](https://raw.githubusercontent.com/klaviyo/openapi/main/openapi/stable/apis/create_profile.json)"
