row_id,part,provider,method,path,operationId
e0001,8,auth0,DELETE,/actions/actions/{id},delete_action
e0002,9,auth0,DELETE,/actions/modules/{id},delete_action_module
e0003,2,auth0,DELETE,/agents/{id},delete_agent
e0004,4,auth0,DELETE,/anomaly/blocks/ips/{id},delete_ips_by_id
e0005,3,auth0,DELETE,/branding/phone/templates/{id},delete_phone_template
e0006,9,auth0,DELETE,/branding/templates/universal-login,delete_universal-login
e0007,1,auth0,DELETE,/branding/themes/{themeId},delete_branding_theme
e0008,3,auth0,DELETE,/client-grants/{id},delete_client-grants_by_id
e0009,7,auth0,DELETE,/clients/{client_id}/credentials/{credential_id},delete_credentials_by_credential_id
e0010,3,auth0,DELETE,/clients/{id},delete_clients_by_id
e0011,4,auth0,DELETE,/connection-profiles/{id},delete_connection-profiles_by_id
e0012,8,auth0,DELETE,/connections/{id},delete_connections_by_id
e0013,4,auth0,DELETE,/connections/{id}/directory-provisioning,delete_directory-provisioning
e0014,2,auth0,DELETE,/connections/{id}/directory-provisioning/synchronized-groups,delete_synchronized-groups
e0015,1,auth0,DELETE,/connections/{id}/scim-configuration,delete_scim-configuration
e0016,8,auth0,DELETE,/connections/{id}/scim-configuration/tokens/{tokenId},delete_tokens_by_tokenId
e0017,7,auth0,DELETE,/connections/{id}/users,delete_users_by_email
e0018,9,auth0,DELETE,/custom-domains/{id},delete_custom-domains_by_id
e0019,6,auth0,DELETE,/device-credentials/{id},delete_device-credentials_by_id
e0020,5,auth0,DELETE,/emails/provider,delete_provider
e0021,3,auth0,DELETE,/event-streams/{id},delete_event-streams_by_id
e0022,9,auth0,DELETE,/experimentation/experiments/{id},delete_experiment
e0023,4,auth0,DELETE,/experimentation/feature-flags/{id},delete_feature_flag
e0024,8,auth0,DELETE,/experimentation/feature-flags/{id}/variations/{vid},delete_variation
e0025,1,auth0,DELETE,/experimentation/segments/{id},delete_segment
e0026,5,auth0,DELETE,/flows/vault/connections/{id},delete_flows_vault_connections_by_id
e0027,9,auth0,DELETE,/flows/{flow_id}/executions/{execution_id},delete_flows_executions_by_execution_id
e0028,6,auth0,DELETE,/flows/{id},delete_flows_by_id
e0029,5,auth0,DELETE,/forms/{id},delete_form
e0030,5,auth0,DELETE,/grants,delete_grants_by_user_id
e0031,8,auth0,DELETE,/grants/{id},delete_grants_by_id
e0032,9,auth0,DELETE,/groups/{id},delete_group
e0033,4,auth0,DELETE,/groups/{id}/roles,delete_group_roles
e0034,6,auth0,DELETE,/hooks/{id},delete_hooks_by_id
e0035,3,auth0,DELETE,/hooks/{id}/secrets,delete_secrets
e0036,4,auth0,DELETE,/keys/custom-signing,delete_custom_signing_keys
e0037,8,auth0,DELETE,/keys/encryption/{kid},delete_encryption_key
e0038,9,auth0,DELETE,/keys/network-acls/{id},delete_keys_network_acls
e0039,8,auth0,DELETE,/log-streams/{id},delete_log-streams_by_id
e0040,4,auth0,DELETE,/network-acls/{id},delete_network-acls_by_id
e0041,3,auth0,DELETE,/organizations/{id},delete_organizations_by_id
e0042,6,auth0,DELETE,/organizations/{id}/client-grants/{grant_id},delete_client-grants_by_grant_id
e0043,7,auth0,DELETE,/organizations/{id}/clients,delete_organization_clients
e0044,1,auth0,DELETE,/organizations/{id}/connections/{connection_id},delete_organization_connection
e0045,6,auth0,DELETE,/organizations/{id}/discovery-domains/{discovery_domain_id},delete_discovery-domains_by_discovery_domain_id
e0046,3,auth0,DELETE,/organizations/{id}/enabled_connections/{connectionId},delete_enabled_connections_by_connectionId
e0047,8,auth0,DELETE,/organizations/{id}/invitations/{invitation_id},delete_invitations_by_invitation_id
e0048,5,auth0,DELETE,/organizations/{id}/members,delete_members
e0049,4,auth0,DELETE,/organizations/{id}/members/{user_id}/roles,delete_organization_member_roles
e0050,3,auth0,DELETE,/organizations/{id}/organization-templates/{template_id},delete_organizations_by_id_organization-templates_by_template_id
e0051,3,auth0,DELETE,/organizations/{organization_id}/groups/{group_id}/roles,delete_organization_group_roles
e0052,8,auth0,DELETE,/rate-limit-policies/{id},delete_rate-limit-policies_by_id
e0053,2,auth0,DELETE,/refresh-tokens/{id},delete_refresh_token
e0054,1,auth0,DELETE,/resource-servers/{id},delete_resource-servers_by_id
e0055,7,auth0,DELETE,/roles/{id},delete_roles_by_id
e0056,9,auth0,DELETE,/roles/{id}/groups,delete_role_groups
e0057,8,auth0,DELETE,/roles/{id}/permissions,delete_role_permission_assignment
e0058,1,auth0,DELETE,/rules-configs/{key},delete_rules-configs_by_key
e0059,7,auth0,DELETE,/rules/{id},delete_rules_by_id
e0060,1,auth0,DELETE,/self-service-profiles/{id},delete_self-service-profiles_by_id
