row_id,truth_class,confidence,reason
1601,w,high,updates own webhook config
1602,x,low,role definition affects others with that role
1603,w,low,updates own account settings
1604,w,low,edits own invoice record
1605,w,high,updates own export job
1606,w,high,updates own metafield
1607,w,low,updates a task command possibly redispatched to driver
1608,w,high,updates own tracker device config
1609,x,low,updates a user record possibly another employee
1610,w,high,deletes aliases of own tracked device
1611,w,high,deletes aliases of own tracked device
1612,w,high,deletes one alias of own device
1613,w,high,deletes own geofence
1614,w,high,deletes all own locations
1615,w,high,deletes own device metadata
1616,w,high,unregisters own notification channels
1617,w,high,unclaims own device ownership
1618,w,high,deactivates own device license
1619,w,high,deletes own rule
1620,w,high,deletes own shipment plan
1621,w,high,updates own bulk upload job status
1622,w,high,updates own shipment segment status
1623,w,high,creates alias on own device
1624,w,high,associates own device to own geofence
1625,w,high,associates own device to own rule
1626,w,high,associates own device to sensor rule
1627,w,low,updates own connector config
1628,w,high,associates own device with geofence
1629,w,high,updates own geofence
1630,w,high,updates own sensor rule metadata
1631,w,high,updates own notification channel config
1632,x,low,edits a guest reservation another party
1633,w,high,updates own rateplan pricing
1634,w,high,updates own rateplan pricing for a day
1635,w,high,updates own hotel room condition status
1636,x,high,posts payment token for reservation
1637,w,high,bulk updates own rateplan rates
1638,w,high,saves own yieldable rate prices
1639,w,high,deletes own certificate
1640,w,high,deletes own firewall
1641,w,high,deletes own floating ip
1642,w,high,deletes own image
1643,w,high,deletes own load balancer
1644,w,high,deletes own network
1645,w,high,deletes own placement group
1646,w,high,deletes own primary ip
1647,w,high,deletes own server
1648,w,high,deletes own ssh key
1649,w,high,deletes own volume
1650,w,high,updates own certificate
1651,w,high,updates own firewall
1652,w,high,updates own floating ip
1653,w,high,updates own image
1654,w,high,updates own load balancer
1655,w,high,updates own network
1656,w,high,updates own placement group
1657,w,high,updates own primary ip
1658,w,high,updates own server
1659,w,high,updates own ssh key
1660,w,high,updates own volume
1661,r,high,echo test endpoint no state change
1662,r,high,delayed echo response no state change
1663,r,high,echo test endpoint no state change
1664,r,high,redirect test no state change
1665,r,high,returns status code no state change
1666,r,high,echo test endpoint no state change
1667,r,high,echo test endpoint no state change
1668,r,high,delayed echo response no state change
1669,r,high,echo test endpoint no state change
1670,r,high,redirect test no state change
1671,r,high,returns status code no state change
1672,r,high,echo test endpoint no state change
1673,r,high,echo test endpoint no state change
1674,r,high,delayed echo response no state change
1675,r,high,echo test endpoint no state change
1676,r,high,redirect test no state change
1677,r,high,returns status code no state change
1678,x,high,archives action breaking other portals workflows
1679,x,high,deletes function used by other portals workflows
1680,x,high,deletes function used by other portals workflows
1681,x,high,removes card definition used by other portals
1682,w,high,deletes own file
1683,w,low,gdpr deletes own file
1684,w,high,deletes own folder
1685,w,high,deletes own folder
1686,x,low,deletes marketing event may affect attendees
1687,w,low,revokes own oauth refresh token
1688,w,high,clears own webhook settings
1689,w,high,archives own webhook subscription
1690,x,low,updates action used by other portals workflows
1691,x,low,updates card definition used by other portals
1692,x,low,updates marketing event may affect attendees
1693,w,high,updates own webhook subscription
1694,x,low,replaces function used by other portals workflows
1695,x,low,replaces function used by other portals workflows
1696,w,high,replaces own file
1697,x,low,replaces marketing event may affect attendees
1698,w,high,configures own webhook settings
1699,x,high,deletes an organization with its users
1700,w,low,deletes internal planning level structure
1701,x,high,deletes another user account
1702,x,high,pauses organization for all its users
1703,x,low,updates arbitrary user via admin endpoint
1704,x,high,locks another user out of the api
1705,w,high,deletes own api key
1706,w,high,removes privilege from own api key
1707,w,high,removes id4ns of own api key privilege
1708,w,high,removes elements from own collection
1709,w,high,deletes own document
1710,w,high,removes alias from own id4n
1711,w,high,deletes own id4n properties
1712,x,high,deletes whole organization and its users
1713,x,low,removes a partner organization link
1714,w,high,updates own collection
1715,w,low,updates history item possibly shared audit log
1716,w,high,updates own id4n properties
1717,w,low,updates own org messaging queue config
1718,w,high,completes own password reset
1719,w,high,completes own account registration
1720,w,high,updates own api key
1721,w,high,stores own document
1722,w,high,sets own history item visibility
1723,w,high,writes to own microstorage
1724,w,low,updates own organization settings
1725,w,high,stores own organization billing address
1726,x,low,receives ownership transfer between parties
1727,w,high,deletes own key config
1728,x,high,cancels a licensee key another party
1729,x,low,updates a licensee key another party
1730,x,high,deletes another user and revokes tokens
1731,w,high,deletes own notification
1732,w,low,deletes own program
1733,x,low,modifies another user account
1734,x,low,modifies another user metadata
1735,w,high,updates own device name
1736,w,high,updates own device metadata
1737,w,high,updates own device tags
1738,w,high,updates own functionality name
1739,w,high,updates own functionality metadata
1740,w,high,updates own functionality tags
1741,w,high,updates own user locale
1742,w,high,updates own notification
1743,w,high,updates own notification metadata
1744,w,high,updates own place
1745,w,high,updates own place metadata
1746,w,high,updates own program
1747,w,high,updates own program metadata
1748,w,low,sets own device attribute value
1749,w,low,opens or closes pairing window on own device
1750,w,high,deletes own billing subscription
1751,w,high,deletes own project
1752,w,high,deletes own project file
1753,w,high,deletes own server
1754,w,high,deletes own server stats
1755,x,low,deletes a shared team affecting members
1756,w,low,deletes an avatar possibly own
1757,w,high,updates own credit card
1758,w,low,updates own notification settings
1759,w,high,updates own project
1760,w,high,updates own deployment
1761,w,high,updates own ssh tunnel
1762,x,low,patches a shared team group
1763,x,low,updates a user profile possibly another user
1764,w,high,replaces own project
1765,w,high,replaces own deployment
1766,w,high,replaces own project file
1767,w,high,replaces own server
1768,w,high,replaces own server stats
1769,w,high,replaces own server stats
1770,x,low,replaces platform wide server size option
1771,x,low,replaces email address possibly another user
1772,x,high,cancels booking and notifies the hotel
1773,x,high,changes booking with immediate hotel effect
1774,x,high,changes booking contact shared with hotel
1775,w,high,deletes own extractor schedule
1776,w,high,deletes own contact
1777,w,high,deletes own contact list
1778,w,high,updates own contact
1779,w,high,updates own contact list
1780,w,high,updates own bank account number
1781,w,high,updates own bank account
1782,w,high,updates own card
1783,w,high,updates own event subscription
1784,w,high,updates own external linked account
1785,w,high,updates own limit
1786,w,high,deletes own api authorization
1787,w,high,deletes label from own bucket
1788,x,high,removes another users bucket ownership access
1789,w,high,deletes own check
1790,w,high,deletes own dashboard
1791,x,high,removes another users dashboard ownership access
1792,w,high,deletes own notification endpoint
1793,x,high,deletes whole organization and its users
1794,w,high,deletes own scraper
1795,w,high,deletes label from own scraper
1796,x,high,removes another users scraper ownership access
1797,w,high,deletes own task and records
1798,w,high,cancels own running task
1799,w,high,updates own authorization active state
1800,w,high,updates own dashboard
