row_id,provider,method,path,operationId,summary,description
3801,webflow.com,PATCH,/organizations/{organizationId},,,
3802,webflow.com,PATCH,/profiles/{profileId},,,
3803,webflow.com,PATCH,/secrets/{secretId},,,
3804,webflow.com,PATCH,/transitions/{transitionId},,,
3805,webflow.com,PATCH,/transitions/{transitionId}/executions/{executionId},,,
3806,webflow.com,PATCH,/users/{userId},,,
3807,webflow.com,PATCH,/workflows/{workflowId},,,
3808,webflow.com,PATCH,/workflows/{workflowId}/executions/{executionId},,,
3809,whapi.com,DELETE,/tickets/{tgt},logOut,Log out a customer.,Logs out a customer.
3810,whapi.com,PUT,/{betId}/cashin,cashin,Allows a trusted application to cash in a bet (take a return on a bet) on behalf of the customer,Allows a trusted application to cash in a bet (take a return on a bet) on behalf of the customer. If the customers monitor bets they can cash in a bet at any point before the event ends.
3811,whapi.com,PUT,/account/plusCard/pin,updatePin,Updates a customer's plus card pin,Updates a customer's plus card pin
3812,whatsapp.local,DELETE,/certificates/webhooks/ca,DeleteWebhookCaCertificate,Delete Webhook CA Certificate,
3813,whatsapp.local,DELETE,/groups/{GroupId}/admins,DemoteGroupAdmin,Demote-Group-Admin,
3814,whatsapp.local,DELETE,/groups/{GroupId}/icon,DeleteGroupIcon,Delete-Group-Icon,
3815,whatsapp.local,DELETE,/groups/{GroupId}/participants,RemoveGroupParticipant,Remove-Group-Participant,
3816,whatsapp.local,DELETE,/media/{MediaId},DeleteMedia,Delete-Media,
3817,whatsapp.local,DELETE,/settings/account/two-step,DisableTwoStep,Disable-Two-Step,
3818,whatsapp.local,DELETE,/settings/application,ResetApplicationSettings,Reset-Application-Settings,
3819,whatsapp.local,DELETE,/settings/application/media/providers/{ProviderName},DeleteMediaProviders,Delete-Media-Providers,
3820,whatsapp.local,DELETE,/settings/profile/photo,DeleteProfilePhoto,Delete-Profile-Photo,
3821,whatsapp.local,DELETE,/users/{UserUsername},DeleteUser,Delete-User,
3822,whatsapp.local,PATCH,/groups/{GroupId}/admins,PromoteToGroupAdmin,Promote-To-Group-Admin,
3823,whatsapp.local,PATCH,/settings/application,UpdateApplicationSettings,Update-Application-Settings,"If a field is not present in the request, no change is made to that setting. For example, if on_call_pager is not sent with the request, the existing configuration for on_call_pager is unchanged."
3824,whatsapp.local,PATCH,/settings/profile/about,UpdateProfileAbout,Update-Profile-About,
3825,whatsapp.local,PUT,/groups/{GroupId},UpdateGroupInfo,Update-Group-Info,
3826,whatsapp.local,PUT,/messages/{MessageID},MarkMessageAsRead,Mark-Message-As-Read,
3827,whatsapp.local,PUT,/users/{UserUsername},UpdateUser,Update-User,
3828,windows.net,DELETE,/{tenantID}/applications/{applicationObjectId},Applications_Delete,,Delete an application.
3829,windows.net,DELETE,/{tenantID}/applications/{applicationObjectId}/$links/owners/{ownerObjectId},Applications_RemoveOwner,,Remove a member from owners.
3830,windows.net,DELETE,/{tenantID}/groups/{groupObjectId}/$links/members/{memberObjectId},Groups_RemoveMember,,Remove a member from a group.
