row_id,truth_class,confidence,reason
1801,w,high,updates own dashboard cell
1802,x,low,updates shared org secrets used by others
1803,x,low,updates a user possibly another user
1804,w,high,updates own variable
1805,w,high,updates own check
1806,w,high,replaces own dashboard cells
1807,w,high,replaces own variable
1808,x,low,removes a comment possibly anothers
1809,w,high,removes own like
1810,w,high,deletes own blob
1811,w,high,deletes own item
1812,w,high,deletes own api key
1813,w,high,deletes own kv pair
1814,w,high,deletes own location rule
1815,w,high,deletes own location
1816,w,high,deletes own item list
1817,w,high,deletes own spot list
1818,w,high,deletes own spot from list
1819,w,high,deletes own subscription
1820,x,high,admin deletes another user account
1821,w,high,updates own item
1822,w,high,updates own key
1823,w,high,updates own location rule
1824,w,high,updates own location
1825,w,high,updates own service
1826,w,high,updates own item list
1827,w,high,updates own spot list
1828,w,high,updates own spot
1829,w,high,updates own spotset
1830,w,high,updates own subscription
1831,x,low,admin updates another user account
1832,x,high,cancels a trading order affecting market
1833,x,high,modifies a trading order affecting market
1834,w,high,removes own course mapping
1835,w,high,removes own assessment document
1836,x,high,removes a learner from group channel
1837,x,high,removes a learner from assessment group
1838,x,high,removes learners from marking list
1839,x,high,removes a user from the offering
1840,x,high,resets a users submitted assessment
1841,w,low,updates own course offering
1842,x,high,updates due date for a learners quiz
1843,w,high,updates own channel
1844,x,low,updates a user possibly another
1845,x,high,transfers a users access between offerings
1846,w,high,updates own course metadata
1847,w,high,updates own course metadata
1848,w,high,updates own course metadata
1849,w,high,updates own course metadata
1850,w,high,updates own offering metadata
1851,w,high,updates own offering metadata
1852,w,high,updates own offering metadata
1853,w,high,updates own offering metadata
1854,x,high,suspends another users account
1855,w,high,edits own repertoire numbers
1856,x,low,edits a subaccount another party
1857,x,high,deletes account cascading to contacts and roles
1858,w,low,removes own contact record
1859,w,high,removes own mac address
1860,w,high,deletes own joining rule
1861,x,low,decommissions shared exchange network config
1862,x,low,decommissions shared exchange network config
1863,x,low,decommissions shared exchange network service
1864,w,high,retracts own pending change request
1865,x,high,removes a contacts role assignment access
1866,w,low,updates parts of own account
1867,w,low,updates parts of own contact
1868,w,high,updates parts of own ip address
1869,x,low,updates shared exchange network config
1870,x,low,updates shared exchange network config
1871,x,low,updates shared exchange network service
1872,w,low,updates own account
1873,w,low,updates own contact
1874,w,high,updates own ip address object
1875,w,high,updates own joining rule
1876,x,low,updates shared exchange network config
1877,x,low,updates shared exchange network config
1878,x,low,updates shared exchange network service
1879,w,high,deletes own category
1880,w,high,deletes own discount
1881,w,high,deletes own products
1882,w,high,deletes own product
1883,w,high,deletes own tax rate
1884,w,high,renames own category
1885,w,high,updates own discount
1886,w,high,updates own product
1887,w,high,updates own tax rate
1888,w,high,updates own tax settings
1889,w,high,removes items from own collection
1890,w,high,deletes own dlna profile
1891,w,high,deletes own item image
1892,w,high,deletes own item image
1893,w,high,removes own virtual folder
1894,w,high,deletes own listing provider
1895,w,high,deletes own recording
1896,w,high,cancels own series timer
1897,w,high,cancels own timer
1898,w,high,deletes own tuner host
1899,w,high,cancels own package install
1900,w,high,removes items from own playlist
1901,w,high,uninstalls own plugin
1902,w,high,stops own scheduled task
1903,x,high,removes another user from shared session
1904,x,high,admin deletes a user account
1905,x,low,deletes an image possibly another users
1906,x,low,deletes an image possibly another users
1907,x,low,marks item unplayed possibly another user
1908,w,high,removes own alternate video sources
1909,w,high,deletes own subtitle file
1910,w,high,stops own active encoding
1911,x,low,removes attachment from shared issue
1912,w,low,removes property from a comment
1913,x,low,resets columns of a shared filter
1914,x,low,deletes link between shared issues
1915,x,low,deletes a global issue link type
1916,w,high,removes own user preference
1917,x,low,deletes shared project avatar
1918,x,low,deletes a role affecting its users
1919,x,low,deletes an avatar possibly another users
1920,x,low,removes default workflow from shared scheme
1921,x,low,removes default workflow from draft scheme
1922,x,low,removes workflow from draft scheme
1923,x,low,modifies a global application property
1924,x,low,updates a filter possibly shared
1925,x,low,updates a worklog possibly anothers
1926,x,low,updates a global issue link type
1927,x,low,updates a global issue type
1928,w,high,modifies own user profile
1929,x,high,updates permission scheme affecting many users
1930,x,low,modifies a user possibly another
1931,w,low,updates own avatar
1932,x,low,updates a shared project version
1933,w,high,deletes own joke
1934,w,high,updates own joke
1935,w,high,adds joke to own collection
1936,w,high,deletes own tracked account record
1937,w,high,deletes own category
1938,w,high,deletes own custom field
1939,w,high,deletes own custom field
1940,w,high,deletes own custom field option
1941,w,high,deletes own store customer record
1942,w,high,deletes own app
1943,w,high,deletes own page
1944,w,high,deletes own product
1945,w,high,deletes own digital product
1946,w,high,deletes own product image
1947,w,high,deletes own product option
1948,w,high,deletes own product option value
1949,w,high,deletes own product field value
1950,w,high,deletes own shipping method
1951,w,high,updates own category
1952,w,high,updates own custom field
1953,w,high,updates own custom field option
1954,w,high,updates own store customer record
1955,w,high,updates own product option
1956,w,high,updates own product option value
1957,w,high,updates own product variant
1958,w,high,updates own shipping method
1959,x,high,deletes pool unlinking restaurants from it
1960,x,high,removes restaurants from a delivery pool
1961,x,high,removes restaurant from offline events
1962,w,high,sets own communication preferences
1963,x,high,webhook records a failed delivery event
1964,x,high,replaces delivery pool affecting restaurants
1965,x,low,sets pickup availability affecting restaurants
1966,x,low,sets pool hours affecting restaurants
1967,x,high,adds restaurants to a delivery pool
1968,x,high,webhook event driver assigned to delivery
1969,x,high,webhook event driver at delivery address
1970,x,high,webhook event order delivered
1971,x,high,updates a drivers live location
1972,x,high,webhook event order ready for pickup
1973,x,high,updates order delivery state
1974,x,high,updates order delivered state
1975,x,high,updates order driver unassigned state
1976,x,high,bulk updates driver locations
1977,x,high,webhook event customer redelivery request
1978,x,high,webhook event restaurant offline status
1979,x,high,sets fees for a restaurant
1980,x,high,sets service times for a restaurant
1981,x,high,clears login failures for all realm users
1982,x,high,removes realm roles from client scope
1983,w,high,deletes own client initial access token
1984,x,low,removes default scope from client
1985,x,low,removes optional scope from client
1986,x,high,removes roles from composite role
1987,x,high,removes realm roles from client scope
1988,x,low,removes a default group for new users
1989,x,low,removes default optional client scope
1990,x,high,deletes a role affecting assigned users
1991,x,high,removes roles from composite role
1992,x,high,deletes a realm user
1993,x,high,removes a users client level roles
1994,x,high,updates auth flow affecting all users
1995,x,high,updates a role affecting assigned users
1996,w,low,initializes role authorization permissions
1997,x,high,updates identity provider affecting its users
1998,x,high,updates identity provider mapper affecting users
1999,x,high,updates a role affecting assigned users
2000,w,low,initializes role authorization permissions
