row_id,provider,method,path,operationId,summary,description
2201,rudder.example.local,PUT,/parameters,createParameter,Create a new parameter,Create a new global parameter
2202,rudder.example.local,PUT,/rules,createRule,Create a rule,Create a new rule. You can specify a source rule to clone it.
2203,rudder.example.local,PUT,/techniques,CreateTechnique,Create technique,Create a new technique in Rudder from a technique in the technique editor
2204,rumble.run,DELETE,/account/groups/{group_id},removeAccountGroup,Remove this group,
2205,rumble.run,DELETE,/account/users/{user_id},removeAccountUser,Remove this user,
2206,rumble.run,DELETE,/org/services/{service_id},removeService,Remove a service,
2207,rumble.run,PATCH,/account/orgs/{org_id},updateAccountOrganization,Update organization details,
2208,rumble.run,PATCH,/account/users/{user_id},updateAccountUser,Update a user's details,
2209,rumble.run,PATCH,/account/users/{user_id}/resetMFA,resetAccountUserMFA,Resets the user's MFA tokens,
2210,rumble.run,PATCH,/org/agents/{agent_id},updateAgentSite,Update the site associated with agent,
2211,rumble.run,PATCH,/org/assets/{asset_id}/comments,updateAssetComments,Update asset comments,
2212,rumble.run,PATCH,/org/assets/{asset_id}/tags,updateAssetTags,Update asset tags,
2213,rumble.run,PUT,/account/credentials,createAccountCredential,Create a new credential,
2214,rumble.run,PUT,/account/orgs,createAccountOrganization,Create a new organization,
2215,rumble.run,PUT,/account/users,createAccountUser,Create a new user account,
2216,rumble.run,PUT,/account/users/invite,createAccountUserInvite,Create a new user account and send an email invite,
2217,rumble.run,PUT,/org/sites,createSite,Create a new site,
2218,rumble.run,PUT,/org/sites/{site_id}/import,importScanData,Import a scan data file into a site,
2219,rumble.run,PUT,/org/sites/{site_id}/scan,createScan,Create a scan task for a given site,
2220,runscope.com,DELETE,/buckets/{bucketKey}/messages,,Clear a bucket (remove all messages).,
2221,runscope.com,DELETE,/buckets/{bucketKey}/tests/{testId}/steps/{stepId},,Delete a step from a test.,
2222,runscope.com,PUT,/buckets/{bucketKey}/environments/{environmentId},,Update the details of a shared environment.,
2223,runscope.com,PUT,/buckets/{bucketKey}/tests/{testId},,"Modify a test's name, description, default environment and its steps. To modify other individual properties of a test, make requests to the steps, environments, and schedules subresources of the test.",
2224,runscope.com,PUT,/buckets/{bucketKey}/tests/{testId}/environments/{environmentId},,Update the details of a test environment.,
2225,runscope.com,PUT,/buckets/{bucketKey}/tests/{testId}/steps/{stepId},,Update the details of a single test step.,
2226,sakari.io,DELETE,/v1/accounts/{accountId}/contacts/{contactId},contacts.remove,Deletes a contact,
2227,sakari.io,DELETE,/v1/accounts/{accountId}/templates/{templateId},templates.remove,Deletes a template,
2228,sakari.io,DELETE,/v1/accounts/{accountId}/webhooks/{url},webhooks.unsubscribe,Unsubscribe to message events,Delete subscription for receiving notifications
2229,sakari.io,PUT,/v1/accounts/{accountId}/campaigns/{campaignId},campaigns.update,Updates a campaign,
2230,sakari.io,PUT,/v1/accounts/{accountId}/contacts/{contactId},contacts.update,Updates a contact,
2231,sakari.io,PUT,/v1/accounts/{accountId}/templates/{templateId},templates.update,Updates a template,
2232,salesforce.local,DELETE,/v2/language/datasets/{datasetId},deleteDataset,Delete a Dataset,Deletes the specified dataset and associated labels and examples.
2233,salesforce.local,DELETE,/v2/language/models/{modelId},deleteModel,Delete a Model,Deletes the specified model.
2234,salesforce.local,DELETE,/v2/oauth2/tokens/{token},revokeRefreshTokenV2,Delete a Refresh Token,
2235,salesforce.local,DELETE,/v2/vision/datasets/{datasetId},deleteDataset_1,Delete a Dataset,Deletes the specified dataset and associated labels and examples.
2236,salesforce.local,DELETE,/v2/vision/models/{modelId},deleteModel_1,Delete a Model,Deletes the specified model.
2237,salesforce.local,PUT,/v2/vision/bulkfeedback,updateDatasetAsync_1,Create Feedback Examples From a Zip File,Adds feedback examples to the dataset associated with the specified object detection model.
2238,salesforce.local,PUT,/v2/vision/datasets/{datasetId}/upload,updateDatasetAsync_2,Create Examples From a Zip File,Adds examples from a .zip file to a dataset. You can use this call only with a dataset that was created from a .zip file.
2239,salesloft.com,DELETE,/v2/accounts/{id}.json,,Delete an account,Deletes an account. This operation is not reversible without contacting support. This operation can be called multiple times successfully. Deleting an account will remove all connected people from that account.
2240,salesloft.com,DELETE,/v2/cadence_memberships/{id}.json,,Delete a cadence membership,Cadence Membership
2241,salesloft.com,DELETE,/v2/imports/{id}.json,,Delete an import,"Deletes an import, by ID only. The associated people can be deleted as part of the deletion process. Admin users can access imports for the entire team, but non-admin users can only access their own imports."
2242,salesloft.com,DELETE,/v2/notes/{id}.json,,Delete a note,Deletes a note owned by authorized account. This operation is not reversible without contacting support. This operation can be called multiple times successfully.
2243,salesloft.com,DELETE,/v2/person_stages/{id}.json,,Delete an person stage,Deletes a person stage. This operation is not reversible without contacting support. This operation can be called multiple times successfully.
2244,salesloft.com,DELETE,/v2/webhook_subscriptions/{id},,Delete a webhook subscription,Deletes a webhook subscription. This operation is not reversible without contacting support. This operation can be called multiple times successfully.
2245,salesloft.com,PUT,/v2/accounts/{id}.json,,Update an existing Account,"Updates an account. ""domain"" must be unique on the current team."
2246,salesloft.com,PUT,/v2/custom_fields/{id}.json,,Update a custom field,Update a custom field.
2247,salesloft.com,PUT,/v2/imports/{id}.json,,Update an import,"Updates an import, by ID only. Admin users can access imports for the entire team, but non-admin users can only access their own imports."
2248,salesloft.com,PUT,/v2/meetings/{id}.json,,Update a meeting,"Updates a meeting, by ID only."
2249,salesloft.com,PUT,/v2/meetings/settings/{id}.json,,Update a meeting setting,"Updates a meeting setting, by ID only."
2250,salesloft.com,PUT,/v2/pending_emails/{id}.json,,Updates the status of an email sent by an External Email Client,Updates the status of an email sent by an External Email Client. Does not affect lofted emails.
2251,salesloft.com,PUT,/v2/people/{id}.json,,Update a person,Updates a person.
2252,salesloft.com,PUT,/v2/saved_list_views/{id}.json,,Update a saved list view,Updates a saved list view.
2253,salesloft.com,PUT,/v2/tasks/{id}.json,,Update a Task,Updates a task.
2254,salesloft.com,PUT,/v2/webhook_subscriptions/{id},,Update a webhook subscription,Updates a webhook subscription. Request must be made with a valid Oauth token or API key.
2255,semantria.com,DELETE,/categories.{content_type},deleteCategories,Remove user categories,This method removes certain user categories by their IDs on Semantria side.
2256,semantria.com,DELETE,/collection/{collection_id}.{content_type},cancelCollection,Cancel collection analysis,This method cancels collection analysis by unique ID on Semantria side if it is waiting for analysis in queue.
2257,semantria.com,DELETE,/configurations.{content_type},deleteConfigurations,Remove user configurations,This method removes certain configuration by unique ID on Semantria side.
2258,semantria.com,DELETE,/document/{document_id}.{content_type},cancelDocument,Cancel document analysis,This method cancels document analysis by unique ID on Semantria side if it is waiting for analysis in queue.
2259,semantria.com,DELETE,/phrases.{content_type},deletePhrases,Remove sentiment-bearing phrases,This method removes certain sentiment-bearing phrases by their names on Semantria side.
2260,semantria.com,DELETE,/queries.{content_type},deleteQueries,Remove queries,This method removes certain queries by their IDs on Semantria side.
2261,semantria.com,DELETE,/taxonomy.{content_type},deleteTaxonomy,Remove taxonomy nodes,This method removes certain taxonomy nodes by their IDs on Semantria side.
2262,semantria.com,PUT,/entities.{content_type},updateEntities,Update user entities,This method updates user entities by unique IDs on Semantria side.
