row_id,provider,api_key,method,path,operationId
1,1password.local,1password.local:connect,PUT,/vaults/{vaultUuid}/items/{itemUuid},UpdateVaultItem
2,6-dot-authentiqio.appspot.com,6-dot-authentiqio.appspot.com,DELETE,/key/{PK},key_revoke
3,ably.net,ably.net:control,PATCH,/apps/{app_id}/rules/{rule_id},
4,adafruit.com,adafruit.com,DELETE,/{username}/dashboards/{dashboard_id}/blocks/{id},destroyBlock
5,adafruit.com,adafruit.com,DELETE,/{username}/dashboards/{id},destroyDashboard
6,adafruit.com,adafruit.com,DELETE,/{username}/groups/{group_key},destroyGroup
7,adafruit.com,adafruit.com,PUT,/{username}/{type}/{type_id}/acl/{id},replacePermission
8,agco-ats.com,agco-ats.com,DELETE,/api/v2/agents/{agentID},Agents_DeleteAgent
9,agco-ats.com,agco-ats.com,DELETE,/api/v2/AuthorizationCategories/{id}/Users/{userID},AuthorizationCategories_RemoveUser
10,agco-ats.com,agco-ats.com,DELETE,/api/v2/PackageTypetoBundles,PackageTypetoBundles_Delete
11,agco-ats.com,agco-ats.com,PUT,/api/v2/activities/{activityID},Activities_PutActivity
12,agco-ats.com,agco-ats.com,PUT,/api/v2/ContentDefinitionAttributes/{contentDefinitionAttributeID},ContentDefinitions_PutContentDefinitionAttributeAsync
13,agco-ats.com,agco-ats.com,PUT,/api/v2/Roles/{id}/Permissions,Roles_PutRolePermissions
14,agco-ats.com,agco-ats.com,PUT,/api/v2/steps/{stepID},Steps_PutStep
15,agco-ats.com,agco-ats.com,PUT,/api/v2/StringTranslations/Batch,StringTranslations_UpdateTranslations
16,akeneo.com,akeneo.com,DELETE,/api/rest/v1/product-models/{code},delete_product_models__code_
17,akeneo.com,akeneo.com,PATCH,/api/rest/v1/asset-families/{asset_family_code}/attributes/{code},patch_asset_family_attributes__code_
18,akeneo.com,akeneo.com,PATCH,/api/rest/v1/assets/{code},patch_pam_assets__code_
19,akeneo.com,akeneo.com,PATCH,/api/rest/v1/measurement-families,patch_measurement_families
20,akeneo.com,akeneo.com,PATCH,/api/rest/v1/product-models,patch_product_models
21,akeneo.com,akeneo.com,PATCH,/api/rest/v1/reference-entities/{reference_entity_code}/records,patch_reference_entity_records
22,akeneo.com,akeneo.com,PATCH,/api/rest/v1/reference-entities/{reference_entity_code}/records/{code},patch_reference_entity_records__code_
23,alertersystem.com,alertersystem.com,DELETE,/api/transport-gateway-api/{id},api_transport-gateway-api_id_delete
24,alertersystem.com,alertersystem.com,DELETE,/api/transport-one-signal/{id},api_transport-one-signal_id_delete
25,alertersystem.com,alertersystem.com,DELETE,/api/transport-sinch/{id},api_transport-sinch_id_delete
26,alertersystem.com,alertersystem.com,DELETE,/api/transport-trello/{id},api_transport-trello_id_delete
27,alertersystem.com,alertersystem.com,PUT,/api/transport-mastodon/{id},api_transport-mastodon_id_put
28,alertersystem.com,alertersystem.com,PUT,/api/transport-pushbullet/{id},api_transport-pushbullet_id_put
29,alertersystem.com,alertersystem.com,PUT,/api/transport-slack/{id},api_transport-slack_id_put
30,alertersystem.com,alertersystem.com,PUT,/api/transport-telegram/{id},api_transport-telegram_id_put
31,anchore.io,anchore.io,DELETE,/events/{eventId},delete_event
32,anchore.io,anchore.io,DELETE,/images/by_id/{imageId},delete_image_by_imageId
33,apache.org,apache.org:airflow,DELETE,/connections/{connection_id},delete_connection
34,apache.org,apache.org:airflow,DELETE,/variables/{variable_key},delete_variable
35,apache.org,apache.org,PATCH,/dags,patch_dags
36,apache.org,apache.org,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id},update_dag_run_state
37,apache.org,apache.org:airflow,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id}/{map_index}/setNote,set_mapped_task_instance_note
38,apache.org,apache.org,PATCH,/pools/{pool_name},patch_pool
39,apacta.com,apacta.com,DELETE,/materials/{material_id}/rentals/{material_rental_id}/,
40,apacta.com,apacta.com,DELETE,/products/bulkDelete,bulkDeleteProducts
41,apacta.com,apacta.com,DELETE,/project_statuses/{project_status_id},
42,apacta.com,apacta.com,DELETE,/stock_locations/{location_id},
43,apacta.com,apacta.com,DELETE,/vendors/{vendor_id},
44,apacta.com,apacta.com,PUT,/companies_vendors/{companies_vendor_id},editCompaniesVendor
45,apacta.com,apacta.com,PUT,/users/{user_id}/user_custom_field_value/{user_custom_field_value_id},
