row_id,truth_class,confidence,reason
48,r,high,"road i search returns face locations not stored"
49,x,high,"road 2 create connection resource"
50,r,high,"road i list is read"
51,r,high,"road i get logs is read"
52,r,high,"road i get is read"
53,r,high,"road i list is read"
54,r,high,"road i list is read"
55,r,high,"road i discover schema is read"
56,w,high,"rule 4 edits existing source definition"
57,x,low,"ambiguous create or update state tighter class"
58,r,high,"road i get state is read"
59,w,high,"rule 5 own workspace config edit"
60,w,high,"rule 5 own workspace config edit"
144,r,high,"road i generated pdf returned not stored"
169,r,high,"road i verify listed as read"
170,r,high,"road i verify listed as read"
171,r,high,"road i verify listed as read"
172,r,high,"road i verify listed as read"
173,r,high,"road i verify listed as read"
174,r,high,"road i verify listed as read"
175,r,high,"road i verify listed as read"
176,r,high,"road i verify listed as read"
177,r,high,"road i verify listed as read"
178,r,high,"road i verify listed as read"
179,r,high,"road i verify listed as read"
180,r,high,"road i verify listed as read"
227,r,high,"road i calculation returned not stored"
228,r,high,"road i calculation returned not stored"
229,r,high,"road i conversion returned not stored"
230,r,high,"road i conversion returned not stored"
231,r,high,"road i conversion returned not stored"
232,r,high,"road i count returned not stored"
233,r,high,"road i image transform returned not stored"
234,r,high,"road i string transform returned not stored"
235,r,high,"road i sort returned not stored"
236,r,high,"road i speech file generated returned not stored"
237,r,high,"road i validate listed as read"
238,r,high,"road i conversion returned not stored"
315,?,low,"no usable text socket protocol not http"
360,r,high,"road i query aggregator is read"
362,x,low,"sns post likely sends notification no description"
388,r,high,"road i lookup returns listings"
389,w,high,"rule 9 cancel own monitor no outside party named"
390,x,high,"road 2 orders new report"
391,r,high,"road i verification result is read"
394,w,high,"road iii edit existing own status update"
395,x,high,"road 1a publishes status update publicly"
401,w,high,"own game item state change"
402,w,high,"own tracked state on own item"
403,x,low,"road 2 initializes new advanced write request"
404,r,high,"road i get list is read"
405,x,high,"road 1b changes another member access"
406,x,high,"road 1b approves another member access"
407,x,high,"road 2 post create overrides rule 4 container"
408,r,high,"road i get group is read"
409,w,high,"rule 7 own relation decline no notify stated"
410,w,high,"rule 7 own relation remove no notify stated"
411,x,high,"road 2 claim consumes offer not repeatable"
412,r,high,"road i search returns users"
436,r,high,"road i get block is read"
437,r,high,"road i get balance is read"
438,r,high,"road i get block number is read"
439,r,high,"road i get token info is read"
440,x,high,"road 2 create new address"
442,r,high,"road i bulk search is read"
443,r,high,"road i bulk search is read"
523,x,high,"road 2 create new question"
524,r,high,"road i ocr result returned not stored"
525,r,high,"road i ocr result returned not stored"
526,r,high,"road i ocr result returned not stored"
527,r,high,"road i ocr result returned not stored"
528,r,high,"road i ocr result returned not stored"
529,r,high,"road i image preprocessing returned not stored"
530,r,high,"road i angle detection returned not stored"
531,r,high,"road i image preprocessing returned not stored"
532,r,high,"road i path analysis returned not stored"
533,r,high,"road i get release notes is read"
534,r,high,"road i lookup topic is read"
535,x,high,"road 1b grants another user access"
536,x,high,"road 1a invites another person to app"
537,w,high,"rule 9 leave own channel no outside party named"
538,x,low,"record creation vague description tighter class"
539,r,high,"road i search is read"
540,x,high,"road 2 upload creates new processed file"
553,r,high,"road i batch search is read"
557,x,low,"ambiguous prepare receipt could be create tighter class"
558,r,high,"road i retrieve signature is read"
559,x,high,"road 2 creates pending transaction request"
574,x,high,"road 2 propose creates new resource"
602,r,high,"road i classification returned not stored"
603,r,high,"road i classification returned not stored"
604,r,high,"road i classification returned not stored"
605,r,high,"road i classification returned not stored"
606,x,low,"upload path implies create no description"
609,x,high,"road 2 upload creates new file"
709,w,high,"rule 4 delete own category definition"
710,x,high,"road 2 post create overrides rule 4 category"
711,x,high,"road 1a sends invoice to accountant"
712,w,high,"own order record deletion no outside party named"
713,w,high,"rule 10 payment link without charging"
714,w,high,"rule 4 delete own catalogue product"
715,x,high,"road 2 post create overrides rule 4 tax"
716,w,high,"road iii edit existing own work type"
717,r,high,"road i returns statuses is read"
721,r,high,"road i downloads report data is read"
722,r,high,"road i obtains data is read"
723,r,high,"road i obtains data is read"
724,r,high,"road i obtains data is read"
725,r,high,"road i displays data is read"
726,r,high,"road i returns report data is read"
727,r,high,"road i obtains data is read"
728,r,high,"road i returns coordinates is read"
729,r,high,"road i obtains data is read"
730,r,high,"road i displays data is read"
731,r,high,"road i validates and searches is read"
732,r,high,"road i returns facilities is read"
736,x,high,"road 2 copy creates new pad"
737,x,high,"road 2 creates new pad in group"
738,r,high,"road i get pool is read"
739,r,high,"road i returns chat head is read"
740,r,high,"road i returns count is read"
741,r,high,"road i returns stats is read"
742,r,high,"road i list is read"
743,w,high,"road iii edit existing own pad content"
744,r,high,"road i search is read"
745,r,high,"road i filter text returned not stored"
746,r,high,"road i returns status info is read"
747,x,high,"road 2 post create session token"
788,r,high,"road i retrieve list is read"
815,r,high,"road i sentiment analysis returned not stored"
952,r,high,"road i get directions is read"
953,r,high,"road i get distance is read"
954,x,high,"road 2 create new geomark"
955,r,high,"road i get route is read"
956,r,high,"road i get route is read"
957,r,high,"road i solve returns solution not stored"
987,x,high,"road 2 upload creates new logo"
988,r,high,"road i list gift cards is read"
989,w,high,"rule 1 own recipient record deletion"
990,r,high,"road i list is read"
991,r,high,"road i list categories is read"
992,w,high,"rule 4 delete own template definition"
1022,r,high,"road i search is read"
1024,r,high,"road i search transactions is read"
1086,x,high,"road iv sends product data"
1150,r,high,"road i translate returned not stored"
1151,r,high,"road i translate returned not stored"
1175,r,high,"road i retrieve returned not stored"
1176,r,high,"road i retrieve returned not stored"
1177,r,high,"road i retrieve returned not stored"
