row_id,provider,method,path,operationId,summary,description
1178,ljaero.com,POST,/us/v1/obstacles/polygon-query,obstacles_by_poly_us_v1_obstacles_polygon_query_post,Retrieve obstacles located within given area.,Retrieve obstacles located within given area. Request body parameters are: * poly:  [GeoJSON Polygon](https://www.rfc-editor.org/rfc/rfc7946.html#appendix-A) defining the area. Max allowed area is 1000 km^2.
1179,ljaero.com,POST,/us/v1/restrictions/distance-query,tfr_by_distance_us_v1_restrictions_distance_query_post,Retrieve flight restrictions applicable within given distance of location.,"Retrieve Flight Restrictions applicable within given distance of a point. Request body parameters are: * latitude:  WGS84 latitude coordinate of your selected point, in decimal degrees * longitude:  WGS84 longitude coordinate of your selected point, in decimal degrees * distance:  distance in meters (max allowed value is 25000)"
1180,ljaero.com,POST,/us/v1/restrictions/route-query,tfr_by_route_us_v1_restrictions_route_query_post,Retrieve flight restrictions applicable along route.,Retrieve Flight Restrictions applicable along your route. Request body parameters are: * route:  [GeoJSON Linestring](https://www.rfc-editor.org/rfc/rfc7946.html#appendix-A) defining the route. Max allowed length is 50 km.
1181,ljaero.com,POST,/us/v1/ssa/route-query,ssa_by_route_us_v1_ssa_route_query_post,Retrieve all special security areas traversed by route.,Retrieve all special security areas intersected by route. Request body parameters are: * route: [GeoJSON Linestring](https://www.rfc-editor.org/rfc/rfc7946.html#appendix-A) defining the route. Max allowed length is 50 km.
1182,ljaero.com,POST,/us/v1/wx-forecast/polygon-query,wx_by_poly_us_v1_wx_forecast_polygon_query_post,Retrieve forecast values within given GeoJSON polygon for all requested weather elements and time periods.,"Retrieve forecast values located within given area for requested weather elements and time period. Request body parameters are: * poly:  [GeoJSON Polygon](https://www.rfc-editor.org/rfc/rfc7946.html#appendix-A) defining the area. Max allowed area is 1000 km^2. * wxtypes:  list of one or more weather forecast elements you wish to retrieve. Allowed values are ""CIG"", ""DEWPT"", ""SKY"", ""TEMP"", ""VIS"", ""WINDDIR"", ""WINDGUST"", ""WINDSPEED"". * hours:  number of hourly forecasts to return (1-24). For current"
1206,lumminary.com,POST,/products/{productId}/authorizations/{authorizationId}/credentials,post_authorization_result_credentials,Provide a result for the authorization,These can be log-in credentials for a website where the result is available
1236,mandrillapp.com,POST,/exports/whitelist.json,,,"Begins an export of your rejection whitelist. The whitelist will be exported to a zip archive containing a single file named whitelist.csv that includes the following fields: email, detail, created_at."
1237,mandrillapp.com,POST,/ips/check-custom-dns.json,,,Tests whether a domain name is valid for use as the custom reverse DNS for a dedicated IP.
1238,mandrillapp.com,POST,/ips/start-warmup.json,,,"Begins the warmup process for a dedicated IP. During the warmup process, Mandrill will gradually increase the percentage of your mail that is sent over the warming-up IP, over a period of roughly 30 days. The rest of your mail will be sent over shared IPs or other dedicated IPs in the same pool."
1239,mandrillapp.com,POST,/messages/cancel-scheduled.json,,,Cancels a scheduled email.
1240,mandrillapp.com,POST,/messages/list-scheduled.json,,,"Queries your scheduled emails by sender or recipient, or both."
1241,mandrillapp.com,POST,/metadata/delete.json,,,"Delete an existing custom metadata field. Deletion isn't instataneous, and /metadata/list will continue to return the field until the asynchronous deletion process is complete."
1242,mandrillapp.com,POST,/rejects/add.json,,,Adds an email to your email rejection blacklist. Addresses that you add manually will never expire and there is no reputation penalty for removing them from your blacklist. Attempting to blacklist an address that has been whitelisted will have no effect.
1243,mandrillapp.com,POST,/senders/check-domain.json,,,"Checks the SPF and DKIM settings for a domain. If you haven't already added this domain to your account, it will be added automatically."
1244,mandrillapp.com,POST,/subaccounts/delete.json,,,"Delete an existing subaccount. Any email related to the subaccount will be saved, but stats will be removed and any future sending calls to this subaccount will fail."
