row_id,provider,method,path,operationId,summary,description
x17-e0781,docusign,PUT,/v2.1/accounts/{accountId}/chunked_uploads/{chunkedUploadId},ChunkedUploads_PutChunkedUploads,Commit a chunked upload.,"This method checks the integrity of a chunked upload and then commits it. When this request is successful, the chunked upload is then ready to be referenced in other API calls.

If the request is unsuccessful, ensure that you have uploaded all of the parts by using the Update method.

**Note:** After you commit a chunked upload, it no longer accepts additional parts."
pc-r0009,stripe,POST,/v1/accounts/{account}/bank_accounts,PostAccountsAccountBankAccounts,Create an external account,<p>Create an external account for a given account.</p>
x20-e0158,auth0,POST,/clients/cimd/register,post_clients_cimd_register,Register or update a CIMD client via metadata URI,"Idempotent registration for Client ID Metadata Document (CIMD) clients.
Uses external_client_id as the unique identifier for upsert operations.

**Create:** Returns 201 when a new client is created (requires `create:clients` scope).
**Update:** Returns 200 when an existing client is updated (requires `update:clients` scope).

This endpoint automatically:
- Fetches and validates the metadata document
- Maps CIMD fields to Auth0 client configuration
- Creates/rotates credentials from the JWKS
- Enforces CIMD security policies (HTTPS-only, no shared secrets)"
pc-r2215,digitalocean,PUT,/v2/spaces/keys/{access_key},spacesKey_update,Update Spaces Access Keys,"To update Spaces Access Key, send a PUT or PATCH request to `/v2/spaces/keys/$ACCESS_KEY`. At the moment, you cannot convert a
fullaccess key to a scoped key or vice versa. You can only update the name of the key."
pc-r0744,openai,POST,/organization/projects/{project_id}/users,create-project-user,Create project user,Adds a user to the project. Users must already be members of the organization to be added to a project.
x17-e0901,docusign,PUT,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/tabs_blob,TabsBlob_PutTabsBlob,Reserved for Docusign.,This endpoint has been deprecated.
pc-r2613,jira,POST,/rest/api/2/issue/properties,bulkSetIssuesPropertiesList,Bulk set issues properties by list,"Sets or updates a list of entity property values on issues. A list of up to 10 entity properties can be specified along with up to 10,000 issues on which to set or update that list of entity properties.

The value of the request body must be a [valid](http://tools.ietf.org/html/rfc4627), non-empty JSON. The maximum length of single issue property value is 32768 characters. This operation can be accessed anonymously.

This operation is:

 *  transactional, either all properties are updated in all eligible issues or, when errors occur, no properties are updated.
 *  [asynchronous](#async). Follow the `location` link in the response to determine the status of the task and use [Get task](#api-rest-api-2-task-taskId-get) to obtain subsequent updates.

**[Permissions](#permissions) required:**

 *  *Browse projects* and *Edit issues* [project permissions](https://confluence.atlassian.com/x/yodKLg) for the project containing the issue.
 *  If [issue-level security](https://confluence.atlassian.com/x/J4lKLg) is configured, issue-level security permission to view the issue."
pc-r2120,digitalocean,POST,/v2/partner_network_connect/attachments,partnerAttachments_create,Create a new partner attachment,"To create a new partner attachment, send a `POST` request to
`/v2/partner_network_connect/attachments` with a JSON object containing the
required configuration details."
pc-r2831,jira,POST,/rest/api/2/project/{projectIdOrKey}/role/{id},addActorUsers,Add actors to project role,"Adds actors to a project role for the project.

To replace all actors for the project, use [Set actors for project role](#api-rest-api-2-project-projectIdOrKey-role-id-put).

This operation can be accessed anonymously.

**[Permissions](#permissions) required:** *Administer Projects* [project permission](https://confluence.atlassian.com/x/yodKLg) for the project or *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg)."
pc-r2944,jira,PUT,/rest/api/2/user/properties/{propertyKey},setUserProperty,Set user property,"Sets the value of a user's property. Use this resource to store custom data against a user.

Note: This operation does not access the [user properties](https://confluence.atlassian.com/x/8YxjL) created and maintained in Jira.

**[Permissions](#permissions) required:**

 *  *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg), to set a property on any user.
 *  Access to Jira, to set a property on the calling user's record."
x17-e0677,okta,DELETE,/api/v1/users/{userId}/sessions,revokeUserSessions,Revoke all user sessions,"Revokes all active identity provider sessions of the user. This forces the user to authenticate on the next operation. Optionally revokes OpenID Connect and OAuth refresh and access tokens issued to the user.

You can also clear the user's remembered factors for all devices using the `forgetDevices` parameter. See [forgetDevices](https://developer.okta.com/docs/api/openapi/okta-management/management/tag/UserSessions/#tag/UserSessions/operation/revokeUserSessions!in=query&path=forgetDevices&t=request).
> **Note:** This operation doesn't clear the sessions created for web or native apps."
x20-e0732,miro,POST,/v2/oauth/revoke,revoke-token-v2,Revoke token (v2),"Revoke the current access token. Revoking an access token means that the access token will no longer work. When an access token is revoked, the refresh token is also revoked and no longer valid. This does not uninstall the application for the user."
pc-r3490,asana,DELETE,/status_updates/{status_update_gid},deleteStatus,Delete a status update,"Deletes a specific, existing status update.

Returns an empty data record."
x17-e0086,okta,DELETE,/api/v1/apps/{appId}/interclient-allowed-apps/{allowedAppId},deleteInterclientTrustMapping,Delete an interclient trust mapping,Deletes the mapping between the target app and an allowed app
x20-e0787,zendesk,DELETE,/api/v2/organization_memberships/{organization_membership_id},DeleteOrganizationMembership,Delete Membership,"Immediately removes a user from an organization and schedules a job to unassign all working tickets currently assigned to the user and organization combination. The `organization_id` of the unassigned tickets is set to null.

#### Allowed for

* Admins
* Agents when deleting an organization membership for an end user"
pc-r0987,square,POST,/v2/catalog/images,CreateCatalogImage,CreateCatalogImage,"Uploads an image file to be represented by a [CatalogImage](entity:CatalogImage) object that can be linked to an existing
[CatalogObject](entity:CatalogObject) instance. The resulting `CatalogImage` is unattached to any `CatalogObject` if the `object_id`
is not specified.

This `CreateCatalogImage` endpoint accepts HTTP multipart/form-data requests with a JSON part and an image file part in
JPEG, PJPEG, PNG, or GIF format. The maximum file size is 15MB."
x20-e0120,auth0,PATCH,/network-acls/{id},patch_network-acls_by_id,Partial Update for an Access Control List,Update existing access control list for your client.
x20-e0167,auth0,POST,/connections/{id}/scim-configuration/tokens,post_scim_token,Create a SCIM Token,Create a scim token for a scim client.
