row_id,provider,method,path,operationId,summary,description
x17-e1239,xero,PUT,/ExpenseClaims/{ExpenseClaimID}/History,createExpenseClaimHistory,Creates a history record for a specific expense claim,
pc-r3164,mailchimp,PATCH,/lists/{list_id}/interest-categories/{interest_category_id}/interests/{interest_id},patchListsIdInterestCategoriesIdInterestsId,Update interest in category,Update interests or 'group names' for a specific category.
pc-r3838,intercom,DELETE,/office_hours_schedules/{office_hours_schedule_id}/office_hours_exceptions/{id},deleteOfficeHoursException,Delete an office hours exception,You can delete a single office hours exception.
x20-e0500,hubspot,PUT,/settings/v3/currencies/company-currency,put-/settings/v3/currencies/company-currency,Set or update the company currency.,Set or update the primary company currency.
pc-r0438,stripe,POST,/v1/subscription_schedules/{schedule}/release,PostSubscriptionSchedulesScheduleRelease,Release a schedule,"<p>Releases the subscription schedule immediately, which will stop scheduling of its phases, but leave any existing subscription in place. A schedule can only be released if its status is <code>not_started</code> or <code>active</code>. If the subscription schedule is currently associated with a subscription, releasing it will remove its <code>subscription</code> property and set the subscription’s ID to the <code>released_subscription</code> property.</p>"
pc-r1962,digitalocean,DELETE,/v2/firewalls/{firewall_id}/rules,firewalls_delete_rules,Remove Rules from a Firewall,"To remove access rules from a firewall, send a DELETE request to
`/v2/firewalls/$FIREWALL_ID/rules`. The body of the request may include an
`inbound_rules` and/or `outbound_rules` attribute containing an array of rules
to be removed.

No response body will be sent back, but the response code will indicate
success. Specifically, the response code will be a 204, which means that the
action was successful with no returned body data."
pc-r2883,jira,DELETE,/rest/api/2/screens/{screenId}/tabs/{tabId},deleteScreenTab,Delete screen tab,"Deletes a screen tab.

**[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg)."
pc-r3147,mailchimp,DELETE,/lists/{list_id},deleteListsId,Delete list,"Delete a list from your Mailchimp account. If you delete a list, you'll lose the list history—including subscriber activity, unsubscribes, complaints, and bounces. You’ll also lose subscribers’ email addresses, unless you exported and backed up your list."
pc-r1536,paypal,PUT,/v1/shipping/trackers/{id},trackers.put,Update or cancel tracking information for PayPal transaction,"Updates or cancels the tracking information for a PayPal transaction, by ID. To cancel tracking information, call this method and set the status to CANCELLED. For more information, see <a href=""/docs/tracking/tracking-api/integrate/#link-updateorcanceltrackinginformation"">Update or cancel tracking information</a>."
pc-r1155,square,POST,/v2/merchants/custom-attribute-definitions,CreateMerchantCustomAttributeDefinition,CreateMerchantCustomAttributeDefinition,"Creates a merchant-related [custom attribute definition](entity:CustomAttributeDefinition) for a Square seller account.
Use this endpoint to define a custom attribute that can be associated with a merchant connecting to your application.
A custom attribute definition specifies the `key`, `visibility`, `schema`, and other properties
for a custom attribute. After the definition is created, you can call
[UpsertMerchantCustomAttribute](api-endpoint:MerchantCustomAttributes-UpsertMerchantCustomAttribute) or
[BulkUpsertMerchantCustomAttributes](api-endpoint:MerchantCustomAttributes-BulkUpsertMerchantCustomAttributes)
to set the custom attribute for a merchant."
x17-e0422,okta,POST,/api/v1/idps/{idpId}/lifecycle/activate,activateIdentityProvider,Activate an IdP,Activates an inactive identity provider (IdP)
pc-r3941,intercom,POST,/content/bulk_actions,bulkContentActions,Run a bulk action on Knowledge Hub content,"Asynchronously run a bulk action over up to 1,000 Knowledge Hub content items.

Six actions are supported:
  * `publish` and `unpublish` — apply to `article_content` only.
  * `delete` — permanently delete content (excludes synced sources and `external_content`).
  * `set_availability` — toggle Fin AI Agent, Copilot, and Sales Agent availability flags.
  * `set_audience` — manage segment membership on content.
  * `update_tags` — apply and/or remove existing tags on content. Unlike the other
    actions, `update_tags` addresses articles by the parent `article` id, not
    `article_content`. Tags must already exist and not be archived; supply at least one of
    `add_tag_ids` / `remove_tag_ids`.

The endpoint validates the request, enqueues background work, and returns 202 with a
placeholder envelope. Items whose `type` is not in the action's allowlist are silently
dropped before processing. Articles imported from synced sources (Confluence, Notion,
Zendesk, Salesforce Knowledge, etc.) are silently skipped on `delete` — they can only be
removed by disconnecting the underlying import source.

Requires the `write_content` OAuth scope."
x17-e0096,okta,DELETE,/api/v1/apps/{appId}/tokens/{tokenId},revokeOAuth2TokenForApplication,Revoke an application token,Revokes the specified token for the specified app
x17-e0928,docusign,POST,/v2.1/accounts/{accountId}/envelopes/transfer_rules,EnvelopeTransferRules_PostEnvelopeTransferRules,Creates an envelope transfer rule.,"This method creates an envelope transfer rule.

When you create an envelope transfer rule, you specify the following properties: 

- `eventType`
- `fromGroups`
- `toUser`
- `toFolder`
- `carbonCopyOriginalOwner`
- `enabled`

**Note:** Only Administrators can create envelope transfer rules. In addition, to use envelope transfer rules, the **Transfer Custody** feature must be enabled for your account."
pc-r3886,intercom,DELETE,/help_center/help_centers/{help_center_id}/redirects/{id},deleteHelpCenterRedirect,Delete a redirect,"You can delete a single redirect by making a DELETE request to `https://api.intercom.io/help_center/help_centers/{help_center_id}/redirects/{id}`.

Requires the `read_write_help_center_redirects_scope` OAuth scope."
pc-r3980,intercom,DELETE,/custom_object_instances/{custom_object_type_identifier}/{custom_object_instance_id},deleteCustomObjectInstancesByExternalId,Delete a Custom Object Instance by ID,Delete a single Custom Object instance using the Intercom defined id.
pc-r3148,mailchimp,PATCH,/lists/{list_id},patchListsId,Update lists,Update the settings for a specific list.
pc-r3316,mailchimp,DELETE,/sms-campaigns/{sms_campaign_id},deleteSmsCampaignsId,Delete SMS campaign,Remove an SMS campaign from your Mailchimp account.
x20-e0903,zendesk,POST,/api/v2/ticket_fields,CreateTicketField,Create Ticket Field,"Creates any of the following custom field types:

| Custom field type | Description                                                                                                                                                     |
|-------------------|-----------------------------------------------------------------------------------------------------------------------------------------------------------------|
| text              | Default custom field type when `type` is not specified                                                                                                          |
| textarea          | For multi-line text                                                                                                                                             |
| checkbox          | To capture a boolean value. Allowed values are true or false. Optionally, you can specify a tag to be added to the ticket when the value is true.               |
| date              | Example: 2021-04-16                                                                                                                                             |
| integer           | String composed of numbers. May contain an optional decimal point                                                                                               |
| decimal           | For numbers containing decimals                                                                                                                                 |
| regexp            | Matches the Regex pattern found in the custom field settings                                                                                                    |
| partialcreditcard | A credit card number. Only the last 4 digits are retained                                                                                                       |
| multiselect       | Enables users to choose multiple options from a dropdown menu. It contains one or more tag values belonging to the field's options.                             |
| tagger            | Single-select dropdown menu. It contains one or more tag values belonging to the field's options. Example: ( {""id"": 21938362, ""value"": [""hd_3000"", ""hd_5555""]}) |
| lookup            | A field to create a relationship (see [lookup relationships](/api-reference/ticketing/lookup_relationships/lookup_relationships/)) to another object such as a user, ticket, or organization |
| multi_lookup      | A field to create a relationship to multiple records of the same object type. See [About multi-lookup relationship fields](/api-reference/ticketing/lookup_relationships/lookup_relationships/#about-multi-lookup-relationship-fields) |

**Note**: Tags can't be re-used across custom ticket fields. For example, if you configure a tag for a checkbox field, you can't use that tag value for a dropdown (tagger) field option. The use of tags isn't validated and can prevent editing in the future.

See [About custom field types](https://support.zendesk.com/hc/en-us/articles/4408838961562) in the Zendesk Help Center.

#### Allowed For

* Admins

#### Field limits

We recommend the following best practices for ticket fields limits. Creating more than these amounts can affect performance.

* 400 ticket fields per account if your account doesn't have ticket forms
* 400 ticket fields per ticket form if your account has ticket forms

The following field types have their own limits, enforced on creation:

* Two `multi_lookup` fields per account. See [Creating multi-lookup relationship fields](/api-reference/ticketing/lookup_relationships/lookup_relationships/#creating-multi-lookup-relationship-fields)"
x20-e0279,hubspot,DELETE,/crm/v3/objects/companies/{companyId},delete-/crm/v3/objects/companies/{companyId}_archive,Archive a company,Delete a company by ID. Deleted companies can be restored within 90 days of deletion. Learn more about [restoring records](https://knowledge.hubspot.com/records/restore-deleted-records).
