row_id,truth_class,confidence,reason
x17-e1239,w,high,ii plain create of history record
pc-r3164,w,high,PATCH edits interest settable back
pc-r3838,x,high,a DELETE removes exception no restore
x20-e0500,w,high,PUT sets company currency settable back
pc-r0438,x,low,f releases schedule cannot be re-attached tighter on doubt
pc-r1962,x,high,a DELETE removes firewall rules method wins
pc-r2883,x,high,a DELETE removes screen tab no restore
pc-r3147,x,high,a DELETE list history lost no restore
pc-r1536,w,low,PUT updates tracking cancel status tighter unsure on cancel
pc-r1155,w,high,ii plain create of custom attribute definition
x17-e0422,w,high,toggle activate has deactivate
pc-r3941,x,high,a bulk action includes permanent delete
x17-e0096,x,high,b revokes token
x17-e0928,w,high,ii plain create of transfer rule
pc-r3886,x,high,a DELETE removes redirect no restore
pc-r3980,x,high,a DELETE removes custom object instance
pc-r3148,w,high,PATCH edits list settings settable back
pc-r3316,x,high,a DELETE removes SMS campaign no restore
x20-e0903,w,high,ii plain create of ticket field
x20-e0279,w,high,DELETE with named restore within 90 days
pc-r0993,x,high,a DELETE cascading delete of catalog object
pc-r3925,w,high,adds tag to contact settable back
pc-r2581,w,high,PUT sets filter columns settable back
pc-r1693,w,high,ii plain create of playlist
x20-e0432,w,high,upsert creates or edits events settable back
x20-e0698,w,high,PATCH add remove members settable back
x20-e0192,x,high,b rotates key hierarchy
x20-e0809,x,high,a DELETE bulk deletes tickets no restore named
x17-e1072,w,high,PUT edits routing rules settable back
pc-r1011,x,high,a DELETE removes definition and attributes
pc-r1258,w,high,ii plain bulk create of vendors
pc-r1767,x,high,a DELETE deprovisions resource not retrievable
pc-r0257,x,high,voids invoice cannot be undone
x17-e0020,x,low,f stops update progress unclear tighter on doubt
pc-r0170,x,high,a DELETE removes customer source
pc-r0932,x,high,e sends sample event triggers delivery
pc-r1809,w,high,ii plain create of CDN endpoint
pc-r0026,x,high,a DELETE removes person relationship
x17-e0432,w,high,PUT replaces inline hook settable back
pc-r1276,x,high,DELETE method wins disassociate no restore named
x17-e0811,w,high,ii plain create adds contacts
pc-r0025,w,high,iii POST edits existing person
x17-e0358,x,high,a DELETE removes role binding method wins
x20-e0730,w,high,ii plain create of tag
pc-r3711,w,high,PUT edits monitor settable back
x17-e0014,x,high,a DELETE removes agent pool update
pc-r2109,x,low,e initiates action incl snapshot tighter on doubt
pc-r0809,w,high,ii plain create of thread message not sent
pc-r3983,w,high,PUT edits data attribute settable back
x20-e0812,x,high,a DELETE removes trigger category
pc-r1947,w,high,PUT edits autoscale pool settable back
x17-e0179,w,high,ii plain create of brand
