row_id,provider,method,path,operationId,summary,description
pc-r1996,digitalocean,POST,/v2/kubernetes/clusters,kubernetes_create_cluster,Create a New Kubernetes Cluster,"To create a new Kubernetes cluster, send a POST request to
`/v2/kubernetes/clusters`. The request must contain at least one node pool
with at least one worker.

The request may contain a maintenance window policy describing a time period
when disruptive maintenance tasks may be carried out. Omitting the policy
implies that a window will be chosen automatically. See
[here](https://docs.digitalocean.com/products/kubernetes/how-to/upgrade-cluster/)
for details."
pc-r1045,square,POST,/v2/disputes/{dispute_id}/submit-evidence,SubmitEvidence,SubmitEvidence,"Submits evidence to the cardholder's bank.

The evidence submitted by this endpoint includes evidence uploaded
using the [CreateDisputeEvidenceFile](api-endpoint:Disputes-CreateDisputeEvidenceFile) and
[CreateDisputeEvidenceText](api-endpoint:Disputes-CreateDisputeEvidenceText) endpoints and
evidence automatically provided by Square, when available. Evidence cannot be removed from
a dispute after submission."
pc-r0822,openai,POST,/uploads/{upload_id}/cancel,cancelUpload,Cancel upload,"Cancels the Upload. No Parts may be added after an Upload is cancelled.

Returns the Upload object with status `cancelled`."
pc-r1998,digitalocean,PUT,/v2/kubernetes/clusters/{cluster_id},kubernetes_update_cluster,Update a Kubernetes Cluster,"To update a Kubernetes cluster, send a PUT request to
`/v2/kubernetes/clusters/$K8S_CLUSTER_ID` and specify one or more of the
attributes below."
pc-r0550,stripe,POST,/v1/transfers,PostTransfers,Create a transfer,"<p>To send funds from your Stripe account to a connected account, you create a new transfer object. Your <a href=""#balance"">Stripe balance</a> must be able to cover the transfer amount, or you’ll receive an “Insufficient Funds” error.</p>"
pc-r0011,stripe,POST,/v1/accounts/{account}/bank_accounts/{id},PostAccountsAccountBankAccountsId,Update a bank account,"<p>Updates the metadata, account holder name, account holder type of a bank account belonging to
a connected account and optionally sets it as the default for its currency. Other bank account
details are not editable by design.</p>

<p>You can only update bank accounts when <a href=""/api/accounts/object#account_object-controller-requirement_collection"">account.controller.requirement_collection</a> is <code>application</code>, which includes <a href=""/connect/custom-accounts"">Custom accounts</a>.</p>

<p>You can re-enable a disabled bank account by performing an update call without providing any
arguments or changes.</p>"
x20-e0718,miro,POST,/v2/boards/{board_id}/cards,create-card-item,Create card item,"Adds a card item to a board<br/><h3>Required scope</h3> <a target=_blank href=https://developers.miro.com/reference/scopes>boards:write</a> <br/><h3>Rate limiting</h3> <a target=_blank href=""/reference/rate-limiting#rate-limit-tiers"">Level 2</a><br/>"
pc-r0922,openai,POST,/vaults/{vault_id}/credentials,createVaultCredential,Create a vault credential,Creates a vault credential. Secret values are write-only and are never returned. See [vaults](https://developers.openai.com/api/docs/guides/agents-api/tools/vaults).
x17-e1201,xero,POST,/Contacts/{ContactID},updateContact,Updates a specific contact in a Xero organisation,
x17-e1052,docusign,PUT,/v2.1/accounts/{accountId}/templates/{templateId}/recipients/{recipientId}/document_visibility,Recipients_PutTemplateRecipientDocumentVisibility,Updates document visibility for a template recipient,"This method updates the document visibility for a template recipient.

**Note:** A document cannot be hidden from a recipient if the recipient has tabs assigned to them on the document. Carbon Copy, Certified Delivery (Needs to Sign), Editor, and Agent recipients can always see all documents."
x17-e0378,okta,DELETE,/api/v1/iam/roles/{roleIdOrLabel}/permissions/{permissionType},deleteRolePermission,Delete a custom role permission,Deletes a permission (identified by `permissionType`) from a custom role
