row_id,provider,method,path,operationId,summary,description
x20-e0793,zendesk,DELETE,/api/v2/resource_collections/{resource_collection_id},DeleteResourceCollection,Delete Resource Collection,"Deletes a specified resource collection.

The response includes a [job
status](/api-reference/ticketing/ticket-management/job_statuses/) for deletion of the collection's resources.

#### Allowed for

* Admins"
x20-e0819,zendesk,DELETE,/api/v2/users/me/logout,DeleteAuthenticatedSession,Delete the Authenticated Session,"Deletes the current session. In practice, this only works when using session auth for requests, such as client-side requests
made from a Zendesk app. When using OAuth or basic authentication, you don't have a current session so this endpoint has no effect.

#### Allowed For

* Admins, Agents, End users"
x20-e0992,zendesk,PUT,/api/v2/users/{user_id}/group_memberships/{group_membership_id}/make_default,GroupMembershipSetDefault,Set Membership as Default,"#### Allowed For:

* Agents"
x20-e0953,zendesk,PUT,/api/v2/organization_fields/{organization_field_id},UpdateOrganizationField,Update Organization Field,"#### Updating a Dropdown (Tagger) or Multiselect Field

Dropdown and multiselect fields return an array of `custom_field_options` which specify the name, value, and order of dropdown or multiselect options. When updating a dropdown or multiselect field, note the following information:

- All options must be passed on update. Options that are not passed will be removed. As a result, these values will be removed from any organizations
- To create a new option, pass a null `id` along with the `name` and `value`
- To update an existing option, pass its `id` along with the `name` and `value`
- To reorder an option, reposition it in the `custom_field_options` array relative to the other options
- To remove an option, omit it from the list of options upon update

#### Example Request

```bash
curl https://{subdomain}.zendesk.com/api/v2/organization_fields/{organization_field_id} \
  -H ""Content-Type: application/json"" -X PUT \
  -d '{""organization_field"": {""custom_field_options"": [{""id"": 124, ""name"": ""Option 2"", ""value"": ""option_2""}, {""id"": 123, ""name"": ""Option 1"", ""value"": ""option_1""}, {""id"": 125, ""name"": ""Option 3"", ""value"": ""option_3""}]}}' \
  -v -u {email_address}/token:{api_token}
```
#### Allowed for

* Admins"
x20-e0816,zendesk,DELETE,/api/v2/user_fields/{user_field_id},DeleteUserField,Delete User Field,"#### Allowed for

* Admins"
pc-r0238,stripe,POST,/v1/invoiceitems/{invoiceitem},PostInvoiceitemsInvoiceitem,Update an invoice item,<p>Updates the amount or description of an invoice item on an upcoming invoice. Updating an invoice item is only possible before the invoice it’s attached to is closed.</p>
pc-r1256,square,POST,/v2/transfer-orders/{transfer_order_id}/receive,ReceiveTransferOrder,ReceiveTransferOrder,"Records receipt of [CatalogItemVariation](entity:CatalogItemVariation)s for a transfer order.
This endpoint supports partial receiving - you can receive items in multiple batches.

For each line item, you can specify:
- Quantity received in good condition (added to destination inventory with [InventoryState](entity:InventoryState) of IN_STOCK)
- Quantity damaged during transit/handling (added to destination inventory with [InventoryState](entity:InventoryState) of WASTE)
- Quantity canceled (returned to source location's inventory)

The order must be in [STARTED](entity:TransferOrderStatus) or [PARTIALLY_RECEIVED](entity:TransferOrderStatus) status.
Received quantities are added to the destination [Location](entity:Location)'s inventory according to their condition.
Canceled quantities are immediately returned to the source [Location](entity:Location)'s inventory.

When all items are either received, damaged, or canceled, the order moves to
[COMPLETED](entity:TransferOrderStatus) status.

Creates a [transfer_order.updated](webhook:transfer_order.updated) webhook event."
pc-r0730,openai,DELETE,/organization/projects/{project_id}/model_permissions,delete-project-model-permissions,Delete project model permissions,Deletes model permissions for a project.
x20-e0118,auth0,PATCH,/hooks/{id}/secrets,patch_secrets,Update hook secrets,"Update one or more existing secrets for an existing hook. Accepts an object of key-value pairs, where the key is the name of the existing secret."
x17-e0971,docusign,PUT,/v2.1/accounts/{accountId}/settings/enote_configuration,ENoteConfiguration_PutENoteConfiguration,Updates configuration information for the eNote eOriginal integration.,
pc-r2935,jira,PUT,/rest/api/2/user/columns,setUserColumns,Set user default columns,"Sets the default [ issue table columns](https://confluence.atlassian.com/x/XYdKLg) for the user. If an account ID is not passed, the calling user's default columns are set. If no column details are sent, then all default columns are removed.

The parameters for this resource are expressed as HTML form data. For example, in curl:

`curl -X PUT -d columns=summary -d columns=description https://your-domain.atlassian.net/rest/api/2/user/columns?accountId=5b10ac8d82e05b22cc7d4ef5'`

**[Permissions](#permissions) required:**

 *  *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg), to set the columns on any user.
 *  Permission to access Jira, to set the calling user's columns."
x20-e0764,zendesk,DELETE,/api/v2/custom_objects/{custom_object_key}/records,DeleteCustomObjectRecordByExternalIdOrName,Delete Custom Object Record by External Id Or Name,"Deletes a record with the specified external id or name. The `is_unique` property on the custom object's name field must be enabled in order to delete by name. External id and name cannot be used together in the same request.

If the record is a parent in a parent-child relationship, all associated child records are also deleted asynchronously via a background job.
#### Allowed For
* Agents"
pc-r1016,square,PUT,/v2/customers/groups/{group_id},UpdateCustomerGroup,UpdateCustomerGroup,Updates a customer group as identified by the `group_id` value.
x17-e0965,docusign,PUT,/v2.1/accounts/{accountId}/settings,Settings_PutSettings,Updates the account settings for an account.,"Updates the account settings for the specified account.

Although the request body for this method
is a complete
`accountSettingsInformation` object,
you only need to provide
the properties that
you are updating."
pc-r1811,digitalocean,PUT,/v2/cdn/endpoints/{cdn_id},cdn_update_endpoints,Update a CDN Endpoint,"To update the TTL, certificate ID, or the FQDN of the custom subdomain for
an existing CDN endpoint, send a PUT request to
`/v2/cdn/endpoints/$ENDPOINT_ID`."
pc-r1395,zoom,DELETE,/users/{userId}/tsp/{tspId},userTSPDelete,Delete a user's TSP account,Delete a user's TSP account
x20-e0782,zendesk,DELETE,/api/v2/macros/destroy_many,DeleteManyMacros,Bulk Delete Macros,"Deletes the macros corresponding to the provided comma-separated list of IDs.

#### Allowed For
* Agents"
x20-e0616,klaviyo,POST,/api/profile-suppression-bulk-delete-jobs,bulk_unsuppress_profiles,Bulk Unsuppress Profiles,"Manually unsuppress profiles by email address or specify a segment/list ID to unsuppress all current members of a segment/list.

This only removes suppressions with reason USER_SUPPRESSED ; unsubscribed profiles and suppressed profiles with reason INVALID_EMAIL or HARD_BOUNCE remain unchanged. To learn more, see our guides on [email suppressions](https://help.klaviyo.com/hc/en-us/articles/115005246108#what-is-a-suppressed-profile-1) and [collecting consent](https://developers.klaviyo.com/en/docs/collect_email_and_sms_consent_via_api).

Email address per request limit: 100<br><br>*Rate limits*:<br>Burst: `75/s`<br>Steady: `750/m`

**Scopes:**
`subscriptions:write`

[OpenAPI Spec](https://raw.githubusercontent.com/klaviyo/openapi/main/openapi/stable/apis/bulk_unsuppress_profiles.json)"
x17-e1377,xero,POST,/TrackingCategories/{TrackingCategoryID},updateTrackingCategory,Updates a specific tracking category,
pc-r3125,mailchimp,POST,/connected-sites/{connected_site_id}/actions/enable-pixel,postConnectedSitesIdActionsEnablePixel,Enable pixel for connected site,Enable the Mailchimp tracking pixel for a connected site.
pc-r3947,intercom,DELETE,/content_snippets/{id},deleteContentSnippet,Delete a content snippet,You can delete a single content snippet by its id.
pc-r1342,zoom,PATCH,/meetings/{meetingId}/recordings/settings,recordingSettingsUpdate,Update a meeting recording's settings,Update a meeting recording's settings
x20-e0637,klaviyo,POST,/client/profiles,create_client_profile,Create or Update Client Profile,"Create or update properties about a profile without tracking an associated event.

This endpoint is specifically designed to be called from publicly-browseable, client-side environments only and requires a [public API key (site ID)](https://www.klaviyo.com/settings/account/api-keys). Never use a private API key with our client-side endpoints.

Do not use this endpoint from server-side applications.
To create or update profiles from server-side applications, instead use [POST /api/profile-import](https://developers.klaviyo.com/en/reference/create_or_update_profile).

Note that to update a profile's existing identifiers (e.g., email), you must use a server-side endpoint authenticated by a private API key. Attempts to do so via client-side endpoints will return a 202, however the identifier field(s) will not be updated.<br><br>*Rate limits*:<br>Burst: `350/s`<br>Steady: `3500/m`

**Scopes:**
`profiles:write`

[OpenAPI Spec](https://raw.githubusercontent.com/klaviyo/openapi/main/openapi/stable/apis/create_client_profile.json)"
pc-r0997,square,POST,/v2/catalog/update-item-taxes,UpdateItemTaxes,UpdateItemTaxes,"Updates the [CatalogTax](entity:CatalogTax) objects that apply to the
targeted [CatalogItem](entity:CatalogItem) without having to perform an
upsert on the entire item."
pc-r1239,square,POST,/v2/terminals/actions/{action_id}/dismiss,DismissTerminalAction,DismissTerminalAction,"Dismisses a Terminal action request if the status and type of the request permits it.

See [Link and Dismiss Actions](https://developer.squareup.com/docs/terminal-api/advanced-features/custom-workflows/link-and-dismiss-actions) for more details."
x17-e0690,okta,PUT,/attack-protection/api/v1/authenticator-settings,replaceAuthenticatorSettings,Replace the authenticator settings,Replaces the Authenticator Settings for an org
x17-e0516,okta,POST,/api/v1/policies/{policyId}/lifecycle/deactivate,deactivatePolicy,Deactivate a policy,Deactivates a policy
pc-r1438,paypal,POST,/v1/billing/subscriptions/{id}/revise,subscriptions.revise,Revise plan or quantity of subscription,"Updates the quantity of the product or service in a subscription. You can also use this method to switch the plan and update the `shipping_amount`, `shipping_address` values for the subscription. This type of update requires the buyer's consent."
pc-r3391,asana,PUT,/goals/{goal_gid},updateGoal,Update a goal,"An existing goal can be updated by making a PUT request on the URL for
that goal. Only the fields provided in the `data` block will be updated;
any unspecified fields will remain unchanged.

Returns the complete updated goal record."
pc-r2416,digitalocean,PUT,/v2/gen-ai/workspaces/{workspace_uuid},genai_update_workspace,Update a Workspace,"To update a workspace, send a PUT request to `/v2/gen-ai/workspaces/{workspace_uuid}`. The response body is a JSON object containing the workspace."
pc-r3996,intercom,POST,/export/cancel/{job_identifier},cancelDataExport,Cancel content data export,You can cancel your job
pc-r3358,asana,DELETE,/attachments/{attachment_gid},deleteAttachment,Delete an attachment,"<b>Required scope: </b><code>attachments:delete</code>

Deletes a specific, existing attachment.

Returns an empty data record."
x17-e0898,docusign,PUT,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/shares/{shareId},EnvelopesShares_PutEnvelopesShare,,
pc-r2746,jira,PUT,/rest/api/2/notificationscheme/{id}/notification,addNotifications,Add notifications to notification scheme,"Adds notifications to a notification scheme. You can add up to 1000 notifications per request.

*Deprecated: The notification type `EmailAddress` is no longer supported in Cloud. Refer to the [changelog](https://developer.atlassian.com/cloud/jira/platform/changelog/#CHANGE-1031) for more details.*

**[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg)."
x17-e1098,docusign,PUT,/v2.1/accounts/{accountId}/users/{userId}/custom_settings,UserCustomSettings_PutCustomSettings,Adds or updates custom user settings for the specified user.,"Adds or updates custom user settings for the specified user.

**Note:** Custom user settings are not the same as user account
settings.

Custom settings provide a flexible way to store and retrieve
custom user information that you can use in your own system.

**Important:** There is a limit on the size for all the custom
user settings for a single user. The limit is 4,000 characters,
which includes the XML and JSON structure for the settings.

You can group custom user settings when adding them. Grouping
allows you to retrieve settings that are in a specific group,
instead of retrieving all the user custom settings.

To group custom user settings, include the
`X-DocuSign-User-Settings-Key` header in the request:

`X-DocuSign-User-Settings-Key:group_name`

Where the `group_name` is your designated name for the group of
customer user settings.

When getting or deleting grouped custom user settings, you must
include the `X-DocuSign-User-Settings-Key` header information.

Grouping custom user settings is not required and if the `X-DocuSign-User-Settings-Key`
header information is not included, the custom user settings are
added normally and can be retrieved or deleted without including
the `X-DocuSign-User-Settings-Key` header."
pc-r3899,intercom,POST,/internal_articles/{internal_article_id}/tags,attachTagToInternalArticle,Add a tag to an internal article,"Apply an existing tag to an internal article. Returns the tag that was applied.

The tag must already exist in the workspace (create tags with the Tags API),
and the authenticating teammate must have the `manage_knowledge_base_content`
permission.

Requires the `read_write_articles_scope` OAuth scope."
pc-r2223,digitalocean,DELETE,/v2/tags/{tag_id}/resources,tags_unassign_resources,Untag a Resource,"Resources can be untagged by sending a DELETE request to
`/v2/tags/$TAG_NAME/resources` with an array of json objects containing
`resource_id` and `resource_type` attributes.

Currently only untagging of Droplets, Databases, Images, Volumes, and Volume
Snapshots is supported. `resource_type` is expected to be the string `droplet`,
`database`, `image`, `volume` or `volume_snapshot`. `resource_id` is expected
to be the ID of the resource as a string.

In order to untag a resource, you must have both `tag:delete` and `<resource type>:update` scopes. For example, 
to untag a Droplet, you must have `tag:delete` and `droplet:update`."
