row_id,truth_class,confidence,reason
pc-r2404,x,high,iv creates a run that executes
pc-r2262,w,high,PATCH edits name settable back
x17-e0875,x,high,DELETE method wins no restore named
pc-r2598,x,high,DELETE membership method wins
pc-r3484,x,high,a DELETE section no restore
x20-e0088,w,high,PATCH edits provider config
x17-e0862,x,high,a DELETE settings no restore named
x17-e0307,w,high,PUT replaces rule settable back
pc-r0558,x,high,d reverses credit moves money
x17-e1167,w,high,ii plain create of transactions on PUT
x20-e0425,w,high,iii upsert edits or creates records
x17-e1231,w,low,contradictory create vs retrieve tighter w
pc-r2292,w,high,toggle attach has detach
pc-r2021,x,high,DELETE removal method wins
x20-e0006,x,high,a DELETE template no restore
pc-r0734,w,high,ii plain create of service account
x20-e0825,x,high,b DELETE terminates session
pc-r3103,x,low,f cancels in-progress send unsure
pc-r0667,w,high,ii plain create of session
pc-r1917,w,high,ii plain create of domain record
pc-r1030,w,high,PUT adds membership settable back
pc-r3690,w,high,ii plain create of index
pc-r3622,x,high,b DELETE revokes invitations and sessions
pc-r3565,w,high,PUT edits approval status transitions
x17-e0198,w,high,PUT replaces preview page
x17-e1218,w,high,ii plain create of credit notes
x20-e0227,w,high,PUT edits configuration
pc-r1633,x,low,unsure initiates transfer with outside party
x20-e0433,w,high,ii creates attendance records
pc-r1873,x,high,e runs major version upgrade job
x20-e0122,w,high,PATCH edits association
pc-r2739,w,high,PUT sets preference
x20-e0456,w,high,PUT adds memberships settable back
x20-e0185,w,high,ii plain create of flow
x20-e0670,x,high,DELETE assignment method wins
x17-e0866,w,high,PUT edits lock details
x17-e0701,x,low,b deactivates credential tighter on doubt
pc-r0647,w,high,ii upload creates file
pc-r0798,w,low,ii creates stored response tighter over r
x17-e0825,x,high,a DELETE attachments no restore
x20-e0649,x,high,a DELETE item no restore
pc-r1747,w,high,toggle shuffle on off
x20-e0143,w,high,PATCH edits authentication method
pc-r1880,x,high,a DELETE topic no restore
x20-e0794,x,high,a DELETE attribute no restore
pc-r2952,w,high,ii plain create of version
pc-r3453,w,high,PUT edits project
pc-r1612,x,low,f rejects pending request cannot step back
pc-r3080,x,high,e starts batch job
pc-r2983,w,high,ii plain create of workflows
pc-r2922,w,high,ii uploads avatar
x17-e0529,w,high,ii plain create of rate limit
x20-e0955,w,high,PUT edits organization
pc-r1629,x,high,c publishes not reversible
x17-e1219,w,high,iii updates or creates credit notes
pc-r1152,x,high,f terminal state points not returned
x17-e0919,w,high,PUT edits workflow step
pc-r4005,w,high,PUT edits news item
pc-r1287,x,high,d adds paid plan bills account
pc-r0247,w,high,iii adds lines to draft invoice
x17-e0583,w,high,toggle activate has deactivate
x20-e0406,w,high,ii plain create of call record
x20-e0482,w,high,PUT sets flag
x20-e0886,w,high,iii create or update organization
pc-r0899,w,high,ii plain create of template
x17-e0253,x,high,a DELETE permanently no recovery
x17-e0441,w,high,PUT replaces log stream config
pc-r0949,w,high,ii stores bank account record
pc-r0125,w,high,iii edits coupon metadata
x17-e0495,w,low,w edits communication preference settable back
pc-r3926,x,high,DELETE membership method wins
pc-r0976,x,high,a DELETE attribute no restore
x17-e1041,w,high,PUT edits lock details
pc-r0876,x,high,a DELETE version no restore
x17-e0032,w,high,iii updates default connection
x17-e0932,w,high,PUT sets favorites
pc-r0279,w,high,iii edits design
x20-e0975,w,high,PUT edits associations list
x17-e1355,w,high,iii updates attachment
pc-r0348,w,high,ii plain create of plan
pc-r2765,w,high,toggle archive has unarchive
x17-e0271,x,high,e starts failback job
pc-r3621,x,high,c sends invitation email
x20-e0136,w,high,PATCH edits profile
pc-r2393,x,high,e dispatches generation job
x20-e0518,x,high,a DELETE object type no restore
x17-e1290,x,high,a DELETE allocation no restore
x17-e0396,x,high,e starts import job
x17-e0849,w,high,PUT rotates image can rotate back
x20-e0957,w,high,PUT edits queue
x17-e0421,w,high,ii clone creates key credential
x20-e0214,w,high,ii plain create of user
x20-e0645,x,high,a DELETE node cascade no restore
x17-e1148,w,high,toggle enable disable logging
pc-r2558,w,high,PUT edits field configuration
x20-e0265,x,high,a DELETE schema no restore named
pc-r3049,x,low,e creates export that runs
x20-e0837,w,high,PATCH edits record
