row_id,truth_class,confidence,reason
x17-e0781,w,low,PUT commit of own upload no x thing named
pc-r0009,w,high,ii plain create of external account
x20-e0158,x,low,b rotates credentials from JWKS
pc-r2215,w,high,PUT edits key name
pc-r0744,w,high,membership add settable back
x17-e0901,w,low,PUT text absent default w
pc-r2613,w,high,iii sets properties on issues
pc-r2120,w,high,ii plain create of attachment
pc-r2831,w,high,role membership add settable back
pc-r2944,w,high,PUT sets user property
x17-e0677,x,high,b revokes sessions and tokens
x20-e0732,x,high,b revokes access token
pc-r3490,x,high,a DELETE status update no restore
x17-e0086,x,high,a DELETE mapping no restore
x20-e0787,x,high,DELETE membership method wins
pc-r0987,w,high,ii upload image file
x20-e0120,w,high,PATCH edits ACL
x20-e0167,w,high,ii plain create of token
x20-e0048,x,high,DELETE members method wins
pc-r1595,w,high,iii edits group settings
x20-e0314,w,high,PATCH edits template
pc-r3483,w,high,PUT edits section name
pc-r2561,w,high,PUT edits field configuration
x20-e0750,x,low,a original group replaced with new id gone
x20-e0336,w,high,PATCH thread status or restore
x20-e0883,w,high,ii plain create of subscription
x20-e0099,w,high,PATCH edits SCIM config
pc-r1919,w,high,PUT edits domain record
pc-r1867,w,high,PUT edits connection pool
x20-e0692,w,high,PATCH edits member role
pc-r0520,x,high,expires a refund
x20-e0251,x,high,DELETE removes report method wins
pc-r1737,w,high,PUT transfer playback settable back
pc-r0209,x,low,b disables access no reconnect named
pc-r2999,w,high,PUT edits workflow scheme
x20-e0672,x,high,DELETE group from team method wins
pc-r1999,x,high,a DELETE cluster no restore
pc-r0224,w,high,ii plain create of verification session
pc-r0913,x,low,e submits events that drive agent run
pc-r2365,w,low,retired create endpoint text contradictory tighter
x20-e0951,w,high,PUT edits client
x20-e0098,w,high,PATCH edits provisioning config
x17-e0524,w,high,PUT replaces rule properties
x20-e0866,w,high,ii plain create of content item
pc-r2854,x,high,e triggers redaction job erases data
x20-e0892,w,high,ii plain create of request
pc-r1062,w,high,ii plain create of reason
pc-r1513,w,high,ii plain create of profile
x17-e0508,w,high,ii plain create of policy
x20-e0959,x,high,c sends test email
pc-r0930,x,high,a DELETE webhook no restore
x20-e0491,w,high,PUT associates list settable back
pc-r0072,w,high,ii plain create of feedback option
pc-r3958,x,high,c sends reply message to contact
pc-r2319,x,high,a DELETE dataset no restore
x17-e0985,w,high,PUT adds or edits stamps
x20-e0908,w,high,ii plain create of task list
pc-r3477,w,high,ii plain create of role
x17-e0338,x,high,a DELETE key unrecoverable
x17-e1094,x,high,DELETE auth info method wins
x17-e1274,w,high,create or edit journal
x20-e0639,w,high,create or edit push token
x20-e0267,x,high,DELETE memberships method wins
x20-e0378,w,high,ii plain create of workflow
pc-r3280,w,high,ii plain create of promo code
x17-e1198,w,high,create or edit contacts
pc-r3442,x,high,a DELETE status no restore
pc-r2318,w,high,ii plain create of presigned URLs
x17-e0061,w,high,PATCH edits connection
pc-r1042,w,high,ii upload evidence text
pc-r2711,w,high,ii plain create of scheme
x20-e0369,w,high,PATCH edits event
x20-e0101,w,high,PATCH edits domain config
x20-e0083,w,high,PATCH edits settings
x20-e0066,x,high,a DELETE user cannot be undone
pc-r0937,x,high,f cancels running background job
pc-r2863,x,high,a DELETE resolution no restore
pc-r2650,x,high,DELETE watcher method wins
pc-r0329,w,high,iii edits payment method
pc-r3787,x,high,a DELETE removes all host tags
pc-r2294,w,high,PUT edits agent route
x17-e1336,w,high,PUT creates draft receipts
x17-e0801,w,high,PUT edits OAuth config
