row_id,truth_class,confidence,reason
pc-r0306,x,high,d reconciles payment moves money
pc-r3616,x,high,c exposes dashboard publicly
pc-r0924,x,high,b rotates credential secret
pc-r1986,w,high,PUT edits image details
pc-r1872,w,high,PUT edits cluster settings
pc-r0126,x,high,a DELETE coupon no restore
x20-e0363,w,high,PATCH edits property group
pc-r0672,x,high,f rejects call cannot step back
pc-r3158,x,high,a DELETE interest category no restore
x20-e0497,w,low,PUT default no text
pc-r2597,w,high,w membership add no notification
pc-r0007,w,high,iii POST edits account
pc-r1178,w,high,ii clone creates draft order
pc-r0245,w,high,iii POST edits invoice
pc-r3753,w,high,PUT edits private location
x17-e1209,w,high,ii plain create of history record
pc-r0432,x,high,a DELETE subscription item no restore
pc-r2982,w,high,ii copy creates new workflow
pc-r1877,w,high,ii plain create of topic
pc-r1279,w,high,PATCH edits account settings
pc-r1858,x,high,a DELETE database user no restore
pc-r2862,w,high,PUT edits resolution
pc-r0975,w,high,PUT upserts custom attribute
x17-e1182,x,high,a POST deletes bank transfer
x17-e0600,w,high,toggle activate has deactivate
pc-r2480,x,high,a DELETE field scheme no restore
x17-e0685,w,high,PUT replaces network zone
x20-e0127,w,high,PATCH edits render settings
pc-r0756,w,high,iii POST edits spend alert
pc-r3842,w,high,PUT edits office hours schedule
x20-e0676,w,high,PATCH membership change settable back
pc-r1469,x,high,d denies dispute offer commits to other party
x17-e0882,w,high,PUT sets initials image
x17-e1276,w,high,iii POST edits manual journal
pc-r2843,w,high,PUT assigns permission scheme settable back
x20-e0305,x,high,a DELETE widget no restore
pc-r2559,x,high,a DELETE field configuration no restore
x17-e0716,w,high,PUT replaces blocklist
x20-e0982,x,high,a permanently removes text from comment
x20-e0488,w,high,PUT edits budget item
pc-r2689,w,high,ii plain create of issue type
x20-e0254,x,high,a DELETE sequence no restore
x17-e0976,w,high,PUT edits notification settings
pc-r2011,x,high,a DELETE node pool no restore
pc-r4097,x,high,e starts export job
x20-e0848,w,low,ii pushes content into own store
x20-e0943,w,high,PUT edits variant
pc-r2465,w,high,ii plain create of component
pc-r0286,x,low,b token status change may revoke
pc-r0637,w,high,iii POST edits eval
x20-e0304,x,high,a DELETE association definition no restore
pc-r2462,w,high,PUT sets comment property
x20-e0045,x,high,a DELETE domain cannot be undone
pc-r2018,w,high,ii attaches registry integration
x17-e0491,x,low,grants consent to outside party unsure
x17-e0971,w,high,PUT edits enote configuration
x17-e1136,w,high,ii registers user as notary
x17-e0874,x,high,a DELETE recipients method wins
x17-e0890,w,low,POST creates review link unsure if stored
x17-e0967,w,high,ii plain create of archive config
pc-r3278,w,high,PATCH edits promo rule
x20-e0946,w,high,PUT reorders policies
x20-e0757,x,high,a DELETE bookmark no restore
x17-e0403,w,high,ii plain create of idp
x20-e0312,x,high,a DELETE subscription no restore
pc-r1239,x,low,f dismisses terminal action request
x20-e0605,x,high,a bulk deletes records
pc-r0344,w,high,iii POST edits payout metadata
pc-r3311,w,high,PATCH edits product image
pc-r1376,x,high,a DELETE user no restore
pc-r2207,x,high,a DELETE suppression no restore
x17-e0480,w,high,PUT replaces contact user
x20-e0495,w,high,PUT edits widget
x17-e0119,w,high,toggle deactivate has activate
pc-r2962,x,high,a deletes version
pc-r0079,w,high,ii plain create of meter
x20-e0203,w,high,ii plain create of policy
x17-e1179,w,high,ii creates bank transfer record
x17-e0399,w,high,PUT replaces identity source user
pc-r2916,x,high,f cancels running task
x17-e1027,x,high,a DELETE document fields no restore
x17-e0761,w,high,PUT updates brand logo
pc-r1388,w,high,PUT edits user status
pc-r2827,w,high,restores project from recycle bin
pc-r1519,x,high,d captures payment
pc-r1742,w,low,changes playback position settable back
x17-e0486,w,high,iii POST edits org setting
x17-e0965,w,high,PUT edits account settings
pc-r1433,w,high,toggle deactivate has activate
x17-e0373,x,high,a DELETE role no restore
pc-r0621,w,high,ii plain create of container
pc-r2171,x,high,a DELETE repository tag no restore
pc-r2468,x,high,a DELETE component no restore
pc-r1227,w,high,ii plain create of job
pc-r2656,w,high,PUT edits worklog
x20-e0038,x,high,a DELETE key no restore
x20-e0847,w,low,ii records error report unsure
pc-r4038,x,high,a DELETE unlink method wins
x17-e1103,w,high,PUT updates profile image
x20-e0311,x,high,a DELETE subscription no restore
x20-e0810,x,high,a DELETE ticket no restore named
x20-e0919,x,high,c sends reminder email to owner
x17-e0564,w,high,PUT replaces provider instance
pc-r2285,x,high,b regenerates api key
pc-r2261,x,high,a DELETE vpc peering no restore
pc-r0289,w,high,iii POST edits transaction fields
pc-r1803,x,high,f permanently applies rollback
pc-r2346,x,high,a DELETE data source no restore
x17-e0540,w,high,PUT edits rate limit settings
pc-r3072,x,high,c triggers automated emails
pc-r3033,w,high,ii registers modules
x17-e0868,x,high,a DELETE lock method wins
pc-r2790,x,high,a DELETE priority scheme no restore
x20-e0371,w,high,PATCH edits property group
pc-r0997,w,high,iii POST edits item taxes
x20-e0530,x,high,a DELETE webhook no restore
x17-e0262,w,low,submits async query job unsure if stored
pc-r2867,w,high,PUT edits project role
pc-r2287,w,high,PUT edits function route
pc-r0408,w,high,ii plain create of setup intent
x20-e0235,w,high,PUT edits push provider config
pc-r2508,w,high,ii copy creates dashboard
x20-e0720,w,high,ii plain create of doc item
x20-e0930,w,high,PUT edits automation
pc-r1887,w,high,ii plain create of schema
x17-e0337,w,high,PUT edits key name
pc-r3094,w,high,ii plain create of folder
x17-e0416,x,high,f publishes csr lifecycle completed no longer accessible
x17-e0332,x,high,a DELETE membership method wins
pc-r3712,x,high,a DELETE monitor no restore
x20-e0835,w,high,PATCH edits permission policy
x17-e0769,x,high,c resends or voids envelopes
x17-e0905,r,low,text says null operation nothing changes
x17-e0860,w,high,PUT edits email settings
x20-e0179,x,low,f completed status cannot step back
pc-r2636,x,high,a DELETE issue property no restore
x17-e0503,w,high,iii POST edits org setting
pc-r4039,w,high,ii plain create of ticket
pc-r2799,w,high,ii saves template
pc-r3398,w,high,w removes followers on POST addable back
pc-r2858,w,high,PUT sets default resolution
x20-e0357,w,high,PATCH edits object
x17-e0776,x,high,c sends envelopes in bulk
x17-e0341,w,high,ii plain create of bundle
pc-r3703,w,high,PUT edits metric metadata
x20-e0753,w,high,PUT edits legal hold
x17-e0334,w,high,ii plain create of key
pc-r1651,w,high,iii POST edits account settings
x17-e0669,w,high,PUT assigns role target settable back
pc-r1308,x,high,a DELETE im group no restore
x20-e0455,w,high,PUT renames folder
x20-e0173,w,high,ii plain create of email provider
x17-e0433,w,high,iii POST edits inline hook
pc-r3006,w,high,PUT edits draft workflow scheme
pc-r2017,x,high,e runs clusterlint checks
pc-r1647,w,high,ii plain create of message template
x20-e0465,w,low,PUT default no text
pc-r1192,x,high,a DELETE custom attribute no restore
pc-r3650,w,high,iii POST sets tag filter
x17-e0720,x,high,a DELETE managed account no restore
x17-e0779,w,high,ii initiates upload
x17-e0579,w,high,ii plain create of telephony provider
pc-r3176,w,high,ii adds member to list
pc-r3013,x,high,a DELETE draft mapping method wins
pc-r1960,x,high,a DELETE tags method wins
x17-e0916,x,high,a DELETE scheduled sending rules no restore
pc-r1377,w,high,PATCH edits user
pc-r0241,w,high,ii plain create of draft invoice
pc-r0719,x,low,b deactivates certificates unsure reactivable
x17-e0147,w,high,PUT replaces policy
pc-r2290,x,high,a DELETE detach method wins
pc-r3523,w,high,ii plain create of subtask
pc-r0978,w,high,ii adds card on file
x20-e0551,w,high,PATCH edits profile
x20-e0937,w,high,PUT edits custom role
x17-e0483,w,high,ii uploads seed
pc-r2583,w,high,PUT sets favourite settable back
pc-r3001,w,high,ii creates draft scheme
x20-e0900,w,high,ii plain create of template
x20-e0928,w,high,toggle enable restrict attachment access
pc-r3760,w,high,ii plain create of browser test
x20-e0814,x,high,a DELETE trigger no restore
pc-r1256,x,low,f records receipt commits inventory state
pc-r3534,w,high,w removes tag on POST addable back
x17-e1233,w,high,ii plain create of currency
x20-e0089,w,high,PATCH edits phone template
x20-e0292,x,high,a DELETE folder recursively no restore
pc-r3383,x,high,e starts export job
pc-r0820,x,high,e submits outputs resumes run execution
x20-e0022,x,high,a DELETE experiment permanently
pc-r1685,w,high,PUT reorders or replaces playlist items
pc-r2786,w,high,ii plain create of priority scheme
x20-e0163,x,high,e triggers directory sync
pc-r4106,x,high,e starts merge job
x17-e1158,w,high,iii POST updates attachment
x20-e0650,x,high,a DELETE card item no restore
x20-e0627,w,high,w associates tag with segments settable back
x20-e0872,w,high,ii bulk import into own store
pc-r1299,w,high,PATCH edits device
pc-r4110,x,high,b revokes token
pc-r0844,x,high,a DELETE conversation no restore
x20-e0638,x,low,a unregisters token record no restore named
pc-r1811,w,high,PUT edits cdn endpoint
x20-e0808,x,high,a DELETE form status no restore
pc-r0396,w,high,iii POST edits refund metadata
pc-r2188,w,high,ii plain create of reserved ip
pc-r1215,w,high,PUT edits subscription
pc-r3608,w,high,ii plain create of dashboard
x20-e0327,w,high,PATCH edits contract change
pc-r1085,x,high,a DELETE invoice no restore
pc-r0814,x,high,e creates run that executes
pc-r1598,x,high,a DELETE media no restore
x17-e1020,w,high,PUT adds documents to template
x20-e0574,w,low,ii bulk create job creates items
x20-e0176,x,high,c redelivers event
x20-e0237,w,high,PUT edits sms provider config
pc-r0741,w,high,iii POST edits spend alert
x20-e0821,x,high,a DELETE identity no restore
x20-e0920,w,high,ii adds identity to profile
x20-e0412,w,high,ii batch create of companies
pc-r2317,w,high,ii plain create of dataset
pc-r2871,w,high,w adds role actors settable back
pc-r1561,w,high,ii uploads image
pc-r2099,w,high,iii POST edits destination
x17-e1229,x,high,a DELETE allocation no restore
pc-r1438,x,low,d revision requires buyer consent outside party
pc-r2472,w,high,PUT edits scheme fields
pc-r1961,w,high,ii adds firewall rules
