row_id,provider,method,path,operationId,summary,description
pc-r1571,meta-whatsapp,POST,/{Version}/{Phone-Number-ID},updatePhoneNumberStatus,Update WhatsApp Business Account Phone Number Status and Configuration,"Update the status and configuration of a WhatsApp Business Account phone number.
This endpoint supports comprehensive phone number management including status updates,
webhook configuration, security settings, and business profile management.

**Supported Operations:**
- Update connection status between WhatsApp Business Account and phone number
- Configure webhook endpoints for message delivery notifications
- Set up two-step verification and security notifications
- Update display names for name verification
- Configure search visibility and privacy settings
- Set username for the WhatsApp Business Account
- Override webhook callback URIs for message notifications

**Business Logic Requirements:**
- App must be linked to the WhatsApp Business Account
- Webhook subscription must exist before configuring callback URI overrides
- Callback URI verification is performed for external URLs
- Internal URLs are allowed for development environments

**Rate Limiting:**
WhatsApp use case throttling applies. Use appropriate retry logic with exponential backoff.

**Security Validations:**
- App-to-WABA linking validation enforced
- Webhook callback URI verification required for external URLs
- Business integration system user checks for AI bot onboarding
- Capability checks for first-party app access"
pc-r0147,stripe,POST,/v1/customers/{customer}/bank_accounts,PostCustomersCustomerBankAccounts,Create a card,"<p>When you create a new credit card, you must specify a customer or recipient on which to create it.</p>

<p>If the card’s owner has no default card, then the new card will become the default.
However, if the owner already has a default, then it will not change.
To change the default, you should <a href=""/api/customers/update"">update the customer</a> to have a new <code>default_source</code>.</p>"
pc-r0012,stripe,DELETE,/v1/accounts/{account}/bank_accounts/{id},DeleteAccountsAccountBankAccountsId,Delete an external account,<p>Delete a specified external account for a given account.</p>
x20-e0734,miro,POST,/v2/orgs/{org_id}/boards/export/jobs/{job_id}/tasks/{task_id}/export-link,enterprise-create-board-export-task-export-link,Create task export link,"Creates a link to download the results of a board export task.<br/><h3>Required scope</h3> <a target=_blank href=https://developers.miro.com/reference/scopes>boards:export</a> <br/><h3>Rate limiting</h3> <a target=_blank href=""/reference/rate-limiting#rate-limit-tiers"">Level 4</a> <br/><h3>Enterprise only</h3> <p>This API is available only for <a target=_blank href=""/reference/api-reference#enterprise-plan"">Enterprise plan</a> users. You can only use this endpoint if you have the role of a Company Admin and eDiscovery is enabled in the Settings. You can request temporary access to Enterprise APIs using <a target=_blank href=""https://q2oeb0jrhgi.typeform.com/to/BVPTNWJ9"">this form</a>.</p>"
x20-e0416,hubspot,POST,/crm/v3/objects/invoices/batch/create,post-/crm/v3/objects/invoices/batch/create_create,Create a batch of invoices,"Create multiple invoices at once by providing a batch of invoice data, and receive a response with details of the created invoices, including their IDs."
pc-r2550,jira,PUT,/rest/api/2/field/{fieldKey}/option/{optionId},updateIssueFieldOption,Update issue field option,"Updates or creates an option for a select list issue field. This operation requires that the option ID is provided when creating an option, therefore, the option ID needs to be specified as a path and body parameter. The option ID provided in the path and body must be identical.

Note that this operation **only works for issue field select list options added by Connect apps**, it cannot be used with issue field select list options created in Jira or using operations from the [Issue custom field options](#api-group-Issue-custom-field-options) resource.

**[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg). Jira permissions are not required for the app providing the field."
x17-e0636,okta,DELETE,/api/v1/users/{userId}/clients/{clientId}/tokens,revokeTokensForUserAndClient,Revoke all refresh tokens for a client,Revokes all refresh tokens issued for the specified user and client
x20-e0769,zendesk,DELETE,/api/v2/custom_statuses/{custom_status_id},DeleteCustomStatus,Delete Custom Ticket Status,"Deletes the custom ticket status. The status must first be unassigned
from all active (non-closed) tickets before it can be deleted.

#### Allowed For

* Admins"
pc-r1521,paypal,POST,/v2/payments/authorizations/{authorization_id}/void,authorizations.void,Void authorized payment,"Voids, or cancels, an authorized payment, by ID. You cannot void an authorized payment that has been fully captured."
x20-e0961,zendesk,PUT,/api/v2/resource_collections/{resource_collection_id},UpdateResourceCollection,Update Resource Collection,"Updates a resource collection using a provided `payload` object. The `payload` object  is specified the same way as the content of a requirements.json file in a Zendesk app. See [Specifying Apps Requirements](/documentation/apps/app-developer-guide/apps_requirements/) in the Zendesk Apps framework docs.

The response includes a [job
status](/api-reference/ticketing/ticket-management/job_statuses/) for the resource updates.

#### Allowed for

* Admins"
