row_id,truth_class,confidence,reason
x20-e0317,w,high,iii patch edits post settable back
pc-r4135,w,high,ii plain create of reaction
x17-e0052,w,high,ii plain create of client secret
x20-e0660,x,high,DELETE method wins removes member
x20-e0882,x,low,e queues background job to create memberships
x20-e0505,x,high,DELETE method wins removes relationships
pc-r0531,x,low,f test state machine cannot step back
x17-e0125,x,high,a DELETE authorization server no restore
pc-r3198,w,high,PATCH edits merge field
x20-e0015,x,high,a DELETE scim configuration
pc-r3254,w,high,ii plain create of store
x20-e0056,x,high,DELETE method wins unassign groups
x20-e0702,w,high,PATCH edits member role settable back
pc-r2621,x,high,a DELETE issue no restore
x20-e0302,x,high,a DELETE property group
pc-r1145,w,high,ii plain create of promotion
pc-r3973,w,high,ii adds option to attribute
pc-r0304,w,high,iii edits payment intent without confirming
x20-e0865,w,low,ii plain create of deletion schedule
x17-e0022,x,high,b revokes api token
x20-e0704,w,high,PATCH edits project member role
x20-e0470,w,high,PUT edits pipeline rules
pc-r0849,x,high,DELETE method wins removes spend limit
pc-r1084,w,high,PUT edits invoice
pc-r1619,w,high,iii configures automation settings
x17-e0102,w,low,iii verify completes provisioning setup stores connection
x17-e1375,w,high,ii plain create of tracking categories
x20-e0053,x,high,b DELETE refresh token
pc-r0399,x,high,e creates and runs report
pc-r2202,w,high,ii plain create of scan rule
pc-r0721,w,high,iii updates retention settings
x20-e0728,w,high,ii plain create of shape item
pc-r3219,x,high,a DELETE landing page
pc-r3628,w,high,ii plain create of downtime schedule
pc-r0696,x,high,a DELETE group
pc-r0749,w,high,ii plain create of role
pc-r3249,x,high,a DELETE template
x20-e0141,w,high,PATCH edits attribute profile
x17-e0994,w,high,PUT edits signing group names
pc-r0155,w,high,iii edits card details
pc-r3105,x,high,c sends campaign to recipients
pc-r1257,x,high,f starts order decrements inventory cannot return to draft
x20-e0445,w,high,PUT sets primary language settable back
x17-e0117,w,high,PUT replaces authenticator method
x17-e1129,w,high,PUT edits file metadata
pc-r3856,x,high,a DELETE external page
x20-e0435,?,low,text absent cannot tell
pc-r2567,w,high,PUT edits field configuration scheme
pc-r3427,w,low,removes one setting from portfolio on POST add back one call
pc-r0185,x,low,d submits dispute evidence to outside party
pc-r3346,x,low,f approval of request cannot step back tighter
pc-r3283,w,high,PATCH edits promo code
x20-e0486,w,high,PUT edits template token
pc-r0853,w,high,ii plain create of api key
pc-r2280,w,high,ii plain create of agent
pc-r1131,w,high,iii upserts custom attribute value
pc-r1966,x,high,a DELETE floating ip
x20-e0079,w,high,PATCH edits trigger bindings settable back
pc-r0837,w,high,iii edits file attributes
pc-r0226,w,high,iii edits verification session
x17-e0832,w,high,iii updates envelope custom fields
pc-r1924,x,high,a DELETE droplets by tag
pc-r1267,w,high,ii plain create of webhook subscription
x17-e0328,w,high,PUT assigns group target settable back
pc-r3123,x,high,a DELETE connected site
x17-e0898,w,low,PUT no text default w
x20-e0328,w,high,PATCH edits contract
pc-r3135,x,high,a DELETE file
pc-r1014,w,high,ii plain create of customer group
pc-r2647,x,high,DELETE method wins removes vote
pc-r1750,x,low,e queues item to play no remove named tighter
x20-e0817,x,high,a DELETE user field option
pc-r2719,w,low,removes mappings from scheme on POST add back one call
x20-e0459,w,high,removes memberships from list on PUT add back
x17-e1292,w,high,ii plain create of history record
pc-r3156,w,high,ii plain create of interest category
pc-r1926,x,high,a DELETE droplet
pc-r1414,w,low,ii plain create of registrant no send named
x17-e0233,w,high,PUT replaces captcha instance
x20-e0680,w,high,PATCH edits shape item
x17-e0476,w,high,PUT replaces captcha settings
x17-e1063,x,high,a DELETE workflow definition
pc-r2036,w,high,PUT edits alert policy
pc-r0333,w,high,ii creates payment record report
x20-e0715,w,high,toggle attach tag has remove tag
pc-r3966,x,low,f converts conversation to ticket cannot step back tighter
x17-e0498,w,high,PATCH enable disable support access toggle
pc-r3935,w,high,toggle archive contact iii
pc-r0991,x,low,a upsert omitting children deletes variations
x17-e0614,x,high,b expires password
