row_id,truth_class,confidence,reason
pc-r1460,x,low,submits evidence into dispute state machine cannot step back
pc-r1839,x,low,e runs a migration job on PUT
pc-r3426,w,high,ii plain create of custom field setting
pc-r0108,x,high,b expires session cannot be unexpired
x17-e0037,w,high,ii plain create of key pair and CSR
pc-r1235,x,high,c sends action to device
x20-e0415,w,high,iii create or update records settable back
pc-r0239,x,high,a DELETE invoice item no restore
x17-e0326,x,high,DELETE method wins on unassign
pc-r1559,w,high,ii plain create of group
pc-r0447,x,low,resume finalizes invoice bills d
x17-e0225,x,high,a DELETE logo no restore
x20-e0977,w,high,PUT edits tickets settable back
x20-e0719,w,high,ii plain create of connector
pc-r0336,x,low,marks payment attempt canceled state may not step back
pc-r2974,x,high,a PUT deletes workflow rules no restore
pc-r0907,x,high,a DELETE session no restore
pc-r0635,w,high,ii plain create of eval definition
pc-r1853,x,low,promote replica state cannot step back
pc-r3637,w,high,toggle mute has unmute
pc-r3876,x,high,e enqueues export job
x17-e0299,w,high,toggle enable disable feature
x17-e0284,x,high,a DELETE SMTP config no restore
pc-r0361,w,high,PUT-like edit of product
x17-e0381,w,high,edits identity source group
x20-e0995,w,low,PUT sets identity verified no x thing named
pc-r0757,x,high,a DELETE spend alert no restore
pc-r1463,x,high,f settles dispute cannot reopen
x17-e0837,w,high,PUT adds documents to envelope
pc-r2242,x,high,a DELETE volume destroys data
pc-r2602,w,high,ii plain create of issue
pc-r3056,w,high,PATCH edits contact
x20-e0207,w,high,assigns role no notification named
x17-e0401,w,high,PATCH edits identity source user
x20-e0035,x,high,a DELETE hook secrets no restore
x17-e0167,w,high,PUT replaces scope
pc-r0737,x,high,a DELETE service account no restore
pc-r1124,x,high,a bulk deletes custom attributes
pc-r3195,w,high,ii plain create of merge field
pc-r3212,x,high,c publishes survey
x20-e0093,w,high,PATCH toggle enable disable credential
pc-r2796,w,high,PUT edits template
x17-e1065,w,high,PUT edits scheduled sending rules
pc-r0017,w,high,ii plain create of external account
pc-r0902,x,high,a DELETE template no restore
x17-e0799,x,high,a DELETE log entry no restore
pc-r1284,x,high,d subscribes paid plan billed
pc-r3908,w,low,DELETE archives not permanent soft delete
x20-e0510,x,high,a DELETE data source no restore
pc-r0149,w,high,edits bank account source
pc-r2012,x,high,a DELETE node no restore
pc-r0309,x,high,d confirms payment charges
pc-r2563,w,high,ii plain create of scheme
x20-e0746,w,high,adds member no invite named
pc-r3203,w,high,PATCH edits webhook
pc-r2233,w,high,iii changes resource tier settable back
pc-r2388,w,high,ii plain create of scenario set
x20-e0511,x,high,a DELETE flow action no restore
x17-e1050,x,high,a DELETE template recipient no restore
pc-r0920,x,high,a DELETE vault and credentials
pc-r1490,w,high,ii plain create of invoice template
pc-r0111,x,high,d order processed and payment deducted
x20-e0824,x,high,b DELETE sessions terminated
x17-e0360,w,high,PATCH adds members settable back
pc-r3723,w,high,ii plain create of child org
x20-e0770,x,high,a permanently deletes tickets
x20-e0709,w,high,ii plain create of widget
x17-e0737,w,high,ii plain create of accounts nothing else named
pc-r3305,x,high,a DELETE variant no restore
pc-r1626,x,high,a DELETE flow not reversible
x17-e0566,w,high,toggle activate has deactivate
pc-r1088,x,high,f cancels invoice terminal state
x17-e1078,x,low,iv create users with activation email sent
pc-r0331,x,high,a detach permanent and irreversible
pc-r2762,w,high,ii plain create of plan
pc-r0089,w,high,ii plain create of portal session
x20-e0904,w,high,ii plain create of ticket form
pc-r0938,w,low,generates compacted response likely stored tighter over r
pc-r1093,w,high,PUT edits break type
x20-e0609,w,high,ii plain create of object type
x17-e0505,w,high,PUT sets default role setting
x20-e0494,w,high,PUT edits app name
pc-r0173,w,high,ii create subscription no charge named
pc-r0493,x,high,d initiates payment on reader
x17-e0389,x,high,b DELETE session
x17-e0235,x,high,a DELETE captcha no restore
x20-e0630,w,high,ii plain create of content
x20-e0004,x,high,DELETE method wins on unblock
pc-r3510,x,high,a DELETE task template no restore
x17-e0816,w,high,ii plain create of custom field
pc-r3320,x,low,f cancels sending campaign progress lost
x17-e1307,w,high,ii plain create of history record
pc-r0500,w,high,ii plain create of test authorization
x20-e0296,x,high,a DELETE budget item no restore
pc-r3113,w,high,PUT sets campaign content
pc-r0929,w,high,iii edits webhook endpoint
pc-r0150,x,high,a DELETE customer source no restore
pc-r3583,x,high,a DELETE webhook permanent
pc-r1584,w,high,iii sets commerce settings
x17-e1205,w,high,ii upload attachment
pc-r0754,w,high,ii plain create of spend alert
x20-e0855,x,high,c delivers message to agent browser
pc-r2891,w,high,PUT edits screen scheme
pc-r0596,w,high,ii plain create of assistant
x17-e0586,x,high,c sends test SMS
x17-e0725,x,high,a DELETE service account no restore
x20-e0822,x,high,DELETE method wins on membership
x20-e0241,w,high,PUT edits settings
pc-r3215,w,high,ii creates survey copy
x17-e0029,w,high,PUT replaces app properties
x20-e0782,x,high,a DELETE macros no restore
pc-r2395,w,high,PUT edits scenario set
pc-r2969,w,high,PUT extends webhook life settable
x17-e0395,w,high,ii upload upsert into own store
pc-r3214,w,high,ii creates campaign no send named
pc-r1645,w,high,iii edits template
x17-e0889,x,high,a DELETE tabs no restore
x17-e1304,w,low,ii create allocation record no money movement named
pc-r4037,w,high,iii links conversation settable back
x17-e0148,x,high,a DELETE policy no restore
x17-e0370,w,high,ii plain create of role
x20-e0871,w,high,ii import into own store
pc-r1225,w,high,iii bulk edits team members
pc-r0059,w,high,toggle activate has deactivate
pc-r2534,w,high,removes from list on POST addable back
pc-r0659,x,high,f cancels running job progress lost
x20-e0114,w,high,PATCH edits config
pc-r2238,w,low,toggle attach has detach
pc-r0070,x,high,voids credit grant
pc-r1707,x,high,DELETE method wins on library removal
pc-r0573,x,high,f cancels transfer cannot reopen
pc-r0508,w,low,iii sets test card shipping status
pc-r3087,w,high,PATCH edits webhook
x20-e0442,w,high,PUT edits function
x17-e0906,w,low,creates view URL tighter over r
pc-r1387,w,high,PATCH edits settings
pc-r1023,x,high,a DELETE customer no restore
pc-r1029,x,high,a DELETE custom attribute no restore
pc-r1694,w,high,PUT adds items to library
pc-r3458,w,high,ii plain create of project
pc-r0445,x,high,DELETE method wins on discount
pc-r1586,w,high,iii create or update compliance info
pc-r1396,w,high,PATCH edits TSP account
pc-r1673,w,high,PUT adds audiobooks to library
pc-r0372,w,high,ii plain create of quote
x17-e1106,w,high,PUT edits user settings
pc-r1421,x,high,a DELETE poll no restore
pc-r1285,x,low,d changes paid plan billed to master
x17-e1273,w,high,ii plain create of journals
x20-e0987,w,high,PUT reorders fields
pc-r1165,x,high,a DELETE custom attribute no restore
pc-r2315,w,high,PATCH edits metadata
x20-e0308,x,high,a DELETE team and data
x17-e1280,w,high,ii upload attachment
pc-r2381,w,high,ii plain create of key record
x20-e0780,x,high,a DELETE location no restore
x20-e0300,x,high,a DELETE marketing event no restore
pc-r3172,w,high,adds member to segment removable
x20-e0005,x,high,a DELETE template no restore
pc-r0238,w,high,iii edits invoice item
x20-e0217,w,high,assigns permissions no notification named
x17-e0091,w,high,PUT assigns policy settable back
x17-e1378,x,high,a DELETE tracking category no restore
x17-e0843,w,high,ii plain create of document fields
pc-r3115,w,high,ii plain create of feedback note
pc-r0214,w,high,ii plain create of session
