row_id,provider,method,path,operationId,summary,description
x22-1161,cloudflare,GET,/accounts/{account_id}/email-security/investigate/bulk/{job_id},email_security_get_bulk_job,Get bulk action job details,Returns the status and details of a specific bulk action job.
x22-2224,cloudflare,POST,/accounts/{account_id}/subscriptions/{subscription_identifier}/cancel-reason,account-subscriptions-create-cancel-reason,Create Cancel Reason,Records a cancellation reason for an account subscription.
x22-0492,cloudflare,POST,/accounts/{account_id}/browser-rendering/snapshot,brapi-post_Snapshot,Get HTML content and screenshot.,"Returns the page's HTML content and screenshot. Control page loading with `gotoOptions` and `waitFor*` options. Customize screenshots with `viewport`, `fullPage`, `clip` and others."
x22-1620,cloudflare,POST,/accounts/{account_id}/magic/cloud/providers/{provider_id}/discover,providers-discover,Run Discovery,Run discovery for a Cloud Integration (Closed Beta).
x22-2850,cloudflare,PUT,/user/communication_preferences,user-communication-preferences-update,Update communication preferences,"Set one or more communication preferences for the authenticated user. Supply a map of preference keys to subscription states, and an optional language locale. This endpoint does not modify email verification settings. Callers authenticate with standard Cloudflare API tokens or keys."
x22-0001,cloudflare,GET,/accounts,accounts-list-accounts,List Accounts,List all accounts you have ownership or verified access to.
x22-2524,cloudflare,DELETE,/certificates/{certificate_id},origin-ca-revoke-certificate,Revoke Certificate,Revoke an existing Origin CA certificate by its serial number. You can use an Origin CA Key as your User Service Key or an API token when calling this endpoint ([see above](#requests)).
x22-4127,sentry,PUT,/api/0/organizations/{organization_id_or_slug}/releases/{version}/files/{file_id}/,updateOrganizationReleaseFile,Update an Organization Release File,"Update metadata of an existing release file. Currently only the name of the file
can be changed."
x22-0637,cloudflare,POST,/accounts/{account_id}/cloudforce-one/events/relate/{event_id}/create,post_EventReferenceCreate,Creates event references for a event,Creates event references for a event
x22-0541,cloudflare,GET,/accounts/{account_id}/cfd_tunnel,cloudflare-tunnel-list-cloudflare-tunnels,List Cloudflare Tunnels,Lists and filters Cloudflare Tunnels in an account.
x22-1560,cloudflare,GET,/accounts/{account_id}/magic/advanced_tcp_protection/configs/tcp_flow_protection/rules,listTcpFlowProtectionRulesForAccount,List all TCP Flow Protection rules.,List all TCP Flow Protection rules for an account.
x22-4144,sentry,PATCH,/api/0/organizations/{organization_id_or_slug}/scim/v2/Users/{member_id},updateOrganizationScimV2User,Update an Organization Member's Attributes,Update an organization member's attributes with a SCIM PATCH Request.
x22-2184,cloudflare,PUT,/accounts/{account_id}/stream/live_inputs/{live_input_identifier}/outputs/{output_identifier},stream-live-inputs-update-an-output,Update an output,Updates the state of an output.
x22-1408,cloudflare,PUT,/accounts/{account_id}/infrastructure/targets/batch,infra-targets-put-batch,Create new targets,Adds one or more targets.
x22-4253,sentry,DELETE,/api/0/projects/{organization_id_or_slug}/{project_id_or_slug}/hooks/{hook_id}/,Remove a Service Hook,,Remove a service hook.
x22-3196,cloudflare,POST,/zones/{zone_id}/firewall/ua_rules,user-agent-blocking-rules-create-a-user-agent-blocking-rule,Create a User Agent Blocking rule,Creates a new User Agent Blocking rule in a zone.
x22-0135,cloudflare,PATCH,/accounts/{account_id}/access/seats,zero-trust-seats-update-a-user-seat,Update a user seat,Removes a user from a Zero Trust seat when both `access_seat` and `gateway_seat` are set to false.
x22-3335,cloudflare,POST,/zones/{zone_id}/pay-per-crawl/configuration,pay-per-crawl.createConfig,Creates pay-per-crawl config for a zone,Creates the pay-per-crawl config for a zone.
x22-4223,sentry,GET,/api/0/projects/{organization_id_or_slug}/{project_id_or_slug}/symbol-sources/,listProjectSymbolSources,Retrieve a Project's Symbol Sources,List custom symbol sources configured for a project.
x22-2150,cloudflare,DELETE,/accounts/{account_id}/sso_connectors/{sso_connector_id},delete-sso-connector,Delete SSO connector,Deletes an SSO connector from the account.
x22-0280,cloudflare,GET,/accounts/{account_id}/ai-search/instances/{id}/jobs,ai-search-instance-list-jobs,List Jobs,"Lists indexing jobs for an AI Search instance.

Deprecated: use /accounts/{account_id}/ai-search/namespaces/{name}/instances (and descendant paths) instead."
x22-2710,cloudflare,GET,/radar/email/routing/timeseries_groups/{dimension},radar-get-email-routing-timeseries-group,Get email routing time series grouped by dimension,Retrieves the distribution of email routing metrics grouped by dimension over time.
x22-0281,cloudflare,POST,/accounts/{account_id}/ai-search/instances/{id}/jobs,ai-search-instance-create-job,Create new job,"Creates a new indexing job for an AI Search instance.

Deprecated: use /accounts/{account_id}/ai-search/namespaces/{name}/instances (and descendant paths) instead."
x22-2539,cloudflare,GET,/organizations/{organization_id}/billable/usage,billable-usage-v2-get-organization-usage,"Get Organization Usage (Version 2, Alpha, Restricted)","Returns cost and usage data for all accounts within an organization,
aligned with the [FinOps FOCUS v1.3](https://focus.finops.org/focus-specification/v1-3/)
Cost and Usage dataset specification.

Each record represents one billable metric for one account on one day.
This includes all metered usage, including usage that falls within
free-tier allowances and may result in zero cost. The response
includes usage for every account belonging to the specified
organization.

**Note:** Cost and pricing fields are not yet populated and
will be absent from responses until billing integration is complete.

When `from` and `to` are omitted, defaults to the start of the current
month through today. The maximum date range is 31 days.

An organization with no accounts, or an organization ID that does not
exist, returns a successful response with an empty result set rather
than an error."
x22-1596,cloudflare,GET,/accounts/{account_id}/magic/cloud/catalog-syncs/{sync_id},catalog-syncs-read,Read Catalog Sync,Read a Catalog Sync (Closed Beta).
x22-2073,cloudflare,GET,/accounts/{account_id}/secondary_dns/acls/{acl_id},secondary-dns-(-acl)-acl-details,ACL Details,Get ACL.
x22-2987,cloudflare,GET,/zones/{zone_id}/api_gateway/labels,api-shield-labels-get-labels,List operation labels,Returns all managed and user-defined labels available for web and API operations in the zone.
x22-0660,cloudflare,PATCH,/accounts/{account_id}/cloudforce-one/events/update/bulk,patch_EventUpdateBulk,Bulk update events,Updates multiple events with the same field values. Maximum 100 events per request.
x22-0551,cloudflare,POST,/accounts/{account_id}/cfd_tunnel/{tunnel_id}/management,cloudflare-tunnel-get-a-cloudflare-tunnel-management-token,Get a Cloudflare Tunnel management token,"Creates a short-lived management token for the requested Tunnel management resources, such as streaming logs. Treat the token as a secret."
x22-0381,cloudflare,POST,/accounts/{account_id}/artifacts/namespaces/{namespace}/repos/{name}/fork,artifacts_repos_fork,Fork a repository,Forks a source repository into a new repository.
x22-3993,pagerduty,GET,/v3/schedules/{id},getScheduleV3,Get a schedule,"<!-- theme: info -->

> **Important note:** Shift-based schedules use the V3 API and are not compatible with V2 automations. **To create automations for Shift-Based Schedules, you need to:**
>
> 1. **Update your automations** to use the V3 API for all new shift-based schedules
> 2. **Keep the V2 endpoint** for your existing schedules
>
> An upgrade tool for existing schedules is coming soon; your legacy schedules will keep working in the meantime. [Learn more](https://support.pagerduty.com/main/docs/shift-based-schedules-api-upgrade-examples).

Retrieve a schedule by ID including rotations and events. Optionally
include the computed final schedule for a time range.

Use `include[]=final_schedule` to get computed on-call assignments.
Use `since` and `until` to specify the time range."
x22-1708,cloudflare,GET,/accounts/{account_id}/media/usage,usage-analytics-get-account-media-usage,Get account Media usage,Retrieve Media usage analytics for an account. This endpoint shares the same backend handler as the Stream usage endpoint and returns identical Stream metrics (streamMinutesViewed). The gateway rewrites this path to the shared usage handler.
x22-0769,cloudflare,POST,/accounts/{account_id}/cloudforce-one/v2/collections/{collection_id}/items,post_ItemCreate,Create item(s),Create one or more items in a collection. Supports single item (data field) or bulk creation (data array). Item data is validated against the collection schema.
x22-3537,cloudflare,POST,/zones/{zone_id}/waiting_rooms,waiting-room-create-waiting-room,Create waiting room,Creates a new waiting room.
x22-2385,cloudflare,GET,/accounts/{account_id}/workers/observability/issues/{issueId}/occurrences,issues.occurrences.list,List issue occurrences,"List the retained error occurrences grouped into an issue, newest first."
x22-3224,cloudflare,PATCH,/zones/{zone_id}/healthchecks/{healthcheck_id},health-checks-patch-health-check,Patch Health Check,Patch a configured health check.
x22-3387,cloudflare,POST,/zones/{zone_id}/secondary_dns/outgoing/enable,secondary-dns-(-primary-zone)-enable-outgoing-zone-transfers,Enable Outgoing Zone Transfers,Enable outgoing zone transfers for primary zone.
x22-2090,cloudflare,DELETE,/accounts/{account_id}/secrets_store/stores/{store_id},secrets-store-delete-by-id,Delete a store,"Deletes a single store. By default, a store that still contains secrets
cannot be deleted and returns HTTP 409 (Conflict) with the ""store_not_empty""
error. Pass `force=true` to cascade-delete all secrets in the store.
Empty stores are always deleted regardless of the force parameter."
x22-2849,cloudflare,GET,/user/communication_preferences,user-communication-preferences-get,Get communication preferences,"Retrieve the communication preferences for the authenticated user, including email verification status, marketing subscription opt-in/opt-out state, and language locale. Callers authenticate with standard Cloudflare API tokens or keys."
