row_id,truth_class,confidence,reason
x22-1161,r,high,r read get bulk job details
x22-2224,w,high,ii plain create of cancel reason record
x22-0492,r,high,i returns html and screenshot no store
x22-1620,x,high,e runs discovery job
x22-2850,w,high,w edits own communication preference settings
x22-0001,r,high,r list accounts
x22-2524,x,high,b revokes certificate credential
x22-4127,w,high,w updates metadata name of file
x22-0637,w,high,ii plain create of event references
x22-0541,r,high,r list tunnels
x22-1560,r,high,r list rules
x22-4144,w,high,w edits member attributes settable back
x22-2184,w,high,w updates output state settable back
x22-1408,w,high,ii plain create adds targets
x22-4253,x,high,a deletes service hook no trash
x22-3196,w,high,ii plain create of blocking rule
x22-0135,w,high,w removes user from seat via patch settable back
x22-3335,w,high,ii plain create of config
x22-4223,r,high,r list symbol sources
x22-2150,x,high,a deletes sso connector no trash
x22-0280,r,high,r list jobs
x22-2710,r,high,r read timeseries
x22-0281,x,low,e creates job that indexes cannot be un run
x22-2539,r,high,r read usage data
x22-1596,r,high,r read catalog sync
x22-2073,r,high,r get acl details
x22-2987,r,high,r list labels
x22-0660,w,high,w bulk edits existing events
x22-0551,w,high,ii plain create of management token
x22-0381,w,high,ii plain create fork new repository
x22-3993,r,high,r get schedule
x22-1708,r,high,r read usage analytics
x22-0769,w,high,ii plain create items
x22-3537,w,high,ii plain create waiting room
x22-2385,r,high,r list occurrences
x22-3224,w,high,w patches existing health check
x22-3387,w,high,toggle enable has named disable
x22-2090,x,high,a deletes store no trash named
x22-2849,r,high,r get communication preferences
x22-1419,r,high,r read issue counts
x22-3257,r,high,r list logpush jobs
x22-1116,w,high,ii plain create sensitivity group
x22-2256,x,high,a deletes trigger declarations no trash
x22-4071,w,high,ii plain create data forwarder
x22-1935,w,high,ii plain create poll no send stated
x22-2717,r,high,r read summary
x22-0673,w,high,ii plain create intelligence request
x22-3233,x,low,a deletes setting value no restore named
x22-2271,r,high,r get screenshot
x22-2088,w,high,ii plain create store
x22-1622,r,high,r list resources
x22-2865,r,high,i preview monitor no persist
x22-3134,w,high,toggle unlock has named lock
x22-1043,w,high,w updates existing topic entry
x22-4163,x,high,a bulk deletes alerts no trash
x22-2873,w,high,w patches existing pool
x22-2471,x,high,a deletes workflow no trash
x22-1014,r,high,r get device status
x22-1831,r,high,i validates sql no persist
x22-2951,w,high,ii plain create sets up organization
x22-2670,r,high,i retrieves download url read only
x22-0323,r,high,r search authors
x22-0771,x,high,a deletes item no trash
x22-0829,w,high,ii plain create feed
x22-3921,r,high,r get subscription
x22-2082,w,high,ii plain create tsig
x22-3768,x,low,f irreversible merge source incidents resolved
x22-0581,w,high,ii plain create group
x22-2102,r,high,r read recent scans
x22-3300,r,high,r list certificates
x22-2204,r,high,r list captions
x22-4009,r,high,r get rotation
x22-0496,r,high,r get build details
x22-3066,w,high,toggle disable has named enable
x22-1936,r,high,r fetch livestream details
x22-4248,w,low,ii plain create feedback record overwritable
x22-3003,x,high,delete method wins removing labels no trash
x22-2587,r,high,r top locations
x22-1618,x,high,a deletes cloud integration no trash
x22-0529,x,high,e triggers a build run
x22-2517,r,high,r list datasets catalogue
x22-3717,r,high,r list enablements
x22-1427,r,high,r read indicator feeds
x22-2705,r,high,r read timeseries
x22-3366,x,high,a permanently removes schema no trash
x22-0153,r,high,r get active sessions
x22-0421,w,high,w updates verification status settable back
x22-3437,w,high,w edits speed brain setting
x22-0530,w,high,ii plain create subscriptions
x22-2142,w,high,w pauses job explicitly resumable
x22-3501,w,high,w restart validation edits config
x22-1550,x,high,a deletes all rules no trash
x22-0724,w,high,w updates existing scan config
x22-3482,w,high,w updates existing application config
x22-0369,r,high,i executes read only sql query
x22-2754,r,high,r read summary
x22-0209,r,high,r read invoice history
x22-0639,r,high,r get tag category
x22-2254,r,high,r get script triggers
x22-0554,w,low,ii plain create widget desc contradicts summary
x22-1823,w,high,ii plain create sink
x22-0648,w,high,w updates tag category
x22-1948,w,high,w replaces preset settable back
x22-0015,r,high,r list custom pages
x22-2444,w,high,ii plain create worker
x22-3825,r,high,r get revocation status
x22-3246,w,high,ii plain create detection location
x22-2365,r,high,r list objects
x22-0994,w,high,iii edits existing override state
x22-3009,x,high,delete method wins removing labels no trash
x22-0811,r,high,r list articles
x22-0225,w,low,ii plain create cost desc mismatched summary
x22-2059,w,high,w patches membership fields settable back
x22-1777,r,high,r get domains
x22-0412,r,high,r read billing usage
x22-2052,r,high,r list rules
x22-2124,x,high,delete method wins removing recipient no trash
x22-1224,r,high,r list url patterns
x22-0629,r,high,r list saved queries
x22-2608,r,high,r read top attacks
x22-3118,r,high,r show dns settings
x22-1958,r,high,r fetch peer details
x22-4133,r,high,r list repositories
x22-0552,r,high,r retrieves existing token
x22-3067,w,high,toggle enable has named disable
x22-2402,r,high,r list worker scripts
x22-0362,r,high,i returns top n read only
x22-2768,r,high,r top ases
x22-4210,r,high,r retrieve file metadata
x22-1111,r,high,r get predefined config
x22-3735,r,high,r get extension
x22-3014,w,high,w updates zone settings
x22-4143,x,high,a deletes org member via scim no trash
x22-2799,r,high,r list origins
x22-0162,w,high,w modifies address map properties
x22-3289,x,high,a deletes every sampling override no trash
x22-3975,w,high,ii plain create notification rule
x22-0481,r,high,r establishes read connection
x22-2008,x,high,a deletes application and versions no trash
x22-3835,r,high,r list event rules
x22-1752,r,high,r get application details
x22-1016,r,high,r list isps
x22-1238,r,high,r list suppressions
x22-1982,w,high,w updates auto renew setting
x22-0319,w,high,ii plain create stored token credential
x22-4005,w,high,w updates existing override
x22-2679,r,high,r read query type summary
x22-1235,w,high,w updates destination address status
x22-1194,r,high,r get content policy
x22-1398,r,high,r list migration logs
x22-3853,w,high,w disassociates dependency membership addable back
x22-1654,r,high,r list redundancy groups
x22-0144,w,high,ii plain create tag
x22-2827,r,high,r get tld details
x22-3972,w,high,ii plain create notification subscription
x22-2472,r,high,r list workflow instances
x22-3773,r,high,r get outlier incident
x22-0615,x,high,a deletes events no trash
x22-4095,x,high,a deletes monitor no trash
x22-2498,r,high,r get initial resolved ip
x22-3775,r,high,r list change events
x22-0226,r,high,r fetch provider cost
x22-0179,r,high,r fetch bgp prefix
x22-2225,r,high,r get tags
x22-3978,x,high,a removes handoff rule no trash
x22-0750,r,high,r get takedown notice
x22-1127,w,high,w updates sensitivity level
x22-1287,x,high,a deletes flag explicitly cannot be undone
x22-1491,r,high,r get job details
x22-2866,r,high,r list references
x22-3375,w,high,w fully updates operation setting
x22-0643,r,high,r list tag categories
x22-1058,w,high,w updates data tag
x22-0895,r,low,i query database read only text says returns result
x22-1101,r,high,r list profiles
x22-1923,r,high,r fetch meetings
x22-2758,r,high,r read timeseries
x22-1353,w,low,ii plain create signed authorization token like
x22-1100,w,high,toggle enable disable named opposite
x22-1852,r,high,i peeks messages without leasing
x22-0418,w,high,w updates alert status settable back
x22-0661,x,high,a deletes events no trash
x22-3377,x,high,e sends triggers axfr transfer request
x22-3947,r,high,r get template
x22-3399,w,high,w updates classification resettable to null
x22-0689,w,low,ii plain create message no external send stated
x22-1477,r,high,r list pool references
x22-2236,x,high,a deletes network route no trash
x22-3727,r,high,r list associations
x22-3080,x,high,a removes ssl certificate no trash
x22-1008,r,high,r downloads output file
x22-3932,w,high,ii plain create team
x22-2277,x,high,a deletes index no trash
x22-0809,r,high,r read message
x22-4232,x,low,iv create and invoke external issue link action
x22-3935,x,high,a removes existing team no trash
x22-2786,r,high,r top locations by tls
x22-1590,w,high,w updates multiple interconnects
x22-0245,w,high,ii plain create evaluation
x22-0963,r,high,r get fallback domains
x22-2914,w,high,w edits zone property
x22-0522,x,high,a deletes build config and cancels unfinished builds
x22-2904,r,high,r list custom assets
x22-2588,r,high,r top locations dnssec
x22-3449,r,high,r exports config read only
x22-0452,r,high,r read total number of queries
x22-0431,r,high,r download matches csv
x22-2123,r,high,r get excluded recipient
x22-3151,r,high,r get sending subdomain
x22-3747,r,high,r list triggers
x22-4106,r,high,r retrieve image detail
x22-1628,r,high,r get connector
x22-2569,r,high,r read outages
x22-0927,r,high,r list webhook configs
x22-3639,r,high,r list subscribers
x22-3990,r,high,r list vendors
x22-1878,w,high,ii plain create bucket by name
x22-4197,r,high,r retrieve ownership config
x22-1117,r,high,r list templates
x22-2473,x,high,e starting its execution explicit
x22-1255,x,high,a deletes suppression and note no trash
x22-2537,x,high,a deletes organization no trash
x22-1345,w,low,w resets expiration field settable configuration
x22-3952,r,high,r list users
x22-3594,r,high,i provides aggregated metrics read only
x22-0741,r,high,r get logo queries
x22-0160,r,high,r show address map details
x22-2407,w,high,ii plain create upload session
x22-0093,r,high,r list access groups
x22-2315,r,high,r get target environment
x22-2151,w,high,w updates sso connector state
x22-0325,x,high,e creates job that trains cannot be un run
x22-3222,w,high,w updates health check
x22-1135,r,high,r get prefix binding get method
x22-1819,w,high,ii plain create pipeline
x22-0854,r,high,r downloads existing letter no change stated
x22-0349,r,high,r list notification policies
x22-2790,r,high,r read timeseries
x22-3939,r,high,r list team members
x22-3204,x,high,a deleted waf override per text no trash
x22-2615,r,high,r read summary by industry
x22-3244,w,high,toggle enable disable named opposite
x22-2092,w,high,ii plain create secret
x22-3711,r,high,r get cache variable
x22-2464,r,high,r get worker version
x22-2644,r,high,r read realtime bgp routes
x22-0916,w,high,w updates severity override field
x22-2410,r,high,r list deployments
x22-0384,r,high,r reads raw file
x22-0020,x,high,a deletes custom asset no trash
x22-0455,w,high,w updates verification status settable back
x22-2984,r,high,r get discovered operation
x22-2857,r,high,r get invitation details
x22-2449,r,high,r list previews
x22-0760,w,high,ii plain create collection
x22-2205,w,high,ii plain create uploads caption file
x22-1806,w,high,iii edits default payment method settable back
x22-4264,r,high,r retrieve issue
x22-3906,r,high,r list posts
x22-3369,r,high,r get global settings
x22-3543,w,high,w updates waiting room
x22-0316,r,high,r get instance statistics
x22-0800,r,high,r list request types
x22-1921,r,high,r fetch livestream details
x22-1660,w,high,ii plain create route
x22-0046,r,high,r list mcp servers
x22-1833,w,high,w updates existing pipeline
x22-0159,w,high,ii plain create address map
x22-3660,r,high,i validates configuration by test query
x22-2690,r,high,r read timeseries
x22-1032,r,high,r get percentiles
x22-1730,r,high,r list relays
x22-1946,w,high,ii plain create preset
x22-0520,x,high,a deletes deploy hook no trash
x22-4185,r,high,r list filters
x22-3423,w,high,w sets image transformations setting
x22-3667,w,high,ii plain create enrichment schema
x22-4247,r,high,r list feedback
x22-2290,w,high,ii plain create inserts vectors
x22-2381,r,high,r summarize issue counts
x22-0022,r,high,r get custom page
x22-1157,r,high,r get monthly report
x22-3374,r,high,r get per operation setting
x22-0394,r,high,r list job logs
x22-4059,w,high,ii plain create saved query
x22-3706,r,high,r get cache variable data
x22-1275,r,high,r list apps
x22-4018,w,high,ii plain create webhook subscription
x22-1513,r,high,r list datasets
x22-0374,r,high,r list repositories
x22-2780,r,high,r top locations by browser
x22-1248,w,high,ii plain create suppression record
x22-1082,r,high,r get scanner rule
x22-1230,r,high,r get submissions
x22-1633,w,low,ii plain create interrupt ambiguous effect
x22-4226,x,high,a deletes symbol source no trash
x22-0143,r,high,r list tags
x22-2756,r,high,r read timeseries bot class
x22-0981,x,high,a deletes integration no trash
x22-0533,r,high,r retrieve app details
x22-3929,x,high,a removes tag no trash
x22-3078,w,high,w reorders certificate priority settable back
x22-3913,r,high,r get post update
x22-4191,x,high,b deletes revokes client key no trash
x22-1260,w,high,w creates event notification rule via put
x22-1804,w,high,w updates payment method
x22-1250,x,high,a deletes suppression no trash
x22-4047,r,high,r list dashboards
x22-4254,r,high,r list issues
x22-2888,x,high,d cancels subscription no trash
x22-1340,r,high,r list inherited rules
x22-1075,w,high,w uploads document to create or update fingerprint
x22-1401,r,high,i verifies connectivity without persisting state
x22-0610,w,high,w updates permission settable back
x22-1362,w,high,ii plain create user group
x22-4206,r,high,r list releases
x22-0268,r,high,r get gateway url
x22-1595,r,high,r list prebuilt policies
x22-1035,w,low,ii plain create health check config ambiguous run
x22-1662,x,high,a deletes multiple routes no trash
x22-2438,r,high,r get environment settings
x22-2259,r,high,r get raw response
x22-0770,r,high,r get collection item
x22-1837,r,high,r list queues
x22-2288,r,high,i gets vectors by id read only
x22-2804,r,high,r read summary
x22-1512,x,high,a deletes cmb config no trash
x22-2725,r,high,r read timeseries
x22-0176,w,high,w modifies prefix description
x22-1927,w,high,w updates meeting
x22-2979,r,high,r get session identifier settings
x22-1623,r,high,r exports read only
x22-3989,r,high,r get current user
x22-3617,r,high,r get team associations
x22-0561,w,high,ii plain create uploads binary file
x22-1373,w,high,ii plain create upload url
x22-3154,r,high,r get dns records
x22-0405,r,high,r get billing profile
x22-2874,r,high,r get pool health
x22-1969,r,high,r fetch supported events
x22-2963,r,high,r get tls settings details
x22-3614,w,high,ii plain create service association
x22-0625,r,high,r list indicator types
x22-3789,w,high,ii plain create custom field
x22-0756,x,high,a deletes letter and pdf no trash
x22-3843,w,high,w updates existing schedule
x22-0305,x,high,e syncs item to index
x22-1328,w,high,ii plain create pac file
x22-1939,w,high,iii adds participant membership settable back
x22-4236,x,high,a deletes integration no trash
x22-3143,r,high,r list suppressions
x22-3621,r,high,r list invocations
x22-2434,w,high,ii plain create upload version no deploy
x22-3031,w,high,w updates bot management config
x22-3288,w,high,w replaces sampling overrides settable back
x22-3967,w,high,ii plain create notification rule
x22-3416,r,high,r get fonts setting
x22-2533,r,high,r list organizations
x22-0440,x,high,a deletes saved queries no trash
x22-3056,w,high,w changes variants setting
x22-0977,w,high,ii plain create posture rule
x22-3299,x,high,a removes mapping and rule record no trash
x22-0882,r,high,r get csr details
x22-3363,w,high,ii plain create uploads schema
x22-3663,x,low,b rotates password credential per text
x22-4251,r,high,r retrieve service hook
x22-0229,r,high,r fetch provider
x22-0852,r,high,r get interconnect
x22-3558,r,high,r get waiting room status
x22-3255,w,high,w patches existing load balancer
x22-2967,w,high,ii plain create regional hostname
x22-3876,r,high,r list field options
x22-4027,w,high,w updates oauth client settable back
x22-3331,x,high,a deletes page rule no trash
x22-3759,r,high,r list alerts
x22-2834,r,high,r internal test route read only
x22-0842,w,high,w updates skill
x22-0224,r,high,r list provider costs
