row_id,provider,method,path,operationId,summary,description
x22-1744,cloudflare,GET,/accounts/{account_id}/oauth_clients,oauth-clients-list,List OAuth Clients,List all OAuth clients for an account.
x22-2164,cloudflare,GET,/accounts/{account_id}/storage/kv/namespaces/{namespace_id}/values/{key_name},workers-kv-namespace-read-key-value-pair,Read key-value pair,"Returns the value associated with the given key in the given namespace. Use URL-encoding to use special characters (for example, `:`, `!`, `%`) in the key name. If the KV-pair is set to expire at some point, the expiration time as measured in seconds since the UNIX epoch will be returned in the `expiration` response header."
x22-3620,pagerduty,DELETE,/automation_actions/actions/{id}/teams/{team_id},deleteAutomationActionTeamAssociation,Disassociate an Automation Action from a team,Disassociate an Automation Action from a team
x22-3051,cloudflare,POST,/zones/{zone_id}/cache/tiered_cache_smart_topology_enable,smart-tiered-cache-create-smart-tiered-cache-setting,Create Smart Tiered Cache setting,"Smart Tiered Cache dynamically selects the single closest upper tier for each of your website's origins with no configuration required, using our in-house performance and routing data. Cloudflare collects latency data for each request to an origin, and uses the latency data to determine how well any upper-tier data center is connected with an origin. As a result, Cloudflare can select the data center with the lowest latency to be the upper-tier for an origin."
x22-3658,pagerduty,DELETE,/enrichment/integrations/servicenow/{integration_id}/tables/{table_id},deleteServiceNowTable,Remove a CMDB table,"Removes a ServiceNow CMDB table configuration from an integration. The table's generated enrichment schema is removed and its data synchronization is disabled.

<!-- theme: warning -->

> ### Early Access
> This API is in Early Access and may change at any time. Contact your PagerDuty account team to request access.

Scoped OAuth requires: `contextual_data.write`"
x22-2469,cloudflare,GET,/accounts/{account_id}/workflows/{workflow_name},wor-get-workflow-details,Get Workflow details,Retrieves configuration and metadata for a specific workflow.
x22-3275,cloudflare,GET,/zones/{zone_id}/logs/explorer/datasets/{dataset_id},zones-logs-explorer-datasets-get,Get a zone dataset,Retrieve a single Log Explorer dataset by ID for the zone.
x22-0669,cloudflare,POST,/accounts/{account_id}/cloudforce-one/requests,cloudforce-one-request-list,List Requests,Lists Cloudforce One intelligence requests with filtering and pagination.
x22-2633,cloudflare,GET,/radar/attacks/layer7/top/locations/origin,radar-get-attacks-layer7-top-origin-location,Get top origin locations of layer 7 attacks,"Retrieves the top origin locations of layer 7 attacks. Values are percentages of the total layer 7 attacks, with the origin location determined by the client IP address."
x22-1282,cloudflare,POST,/accounts/{account_id}/flagship/apps/{app_id}/evaluate,flagship_evaluate_flag_post,Evaluate flag (POST),"Evaluates a flag against the provided context, passed as a JSON request body (OFREP-shaped) rather than query parameters. Returns the same response shape as the GET variant."
