row_id,truth_class,confidence,reason
x22-0525,r,high,GET default read no change
x22-0361,x,high,a deletes silence no restore named
x22-2695,r,high,GET default read query data
x22-0942,w,high,PATCH default edits group settable back
x22-0512,x,high,a purges cached build artifacts no restore
x22-3888,r,high,GET default read list
x22-1741,r,high,GET default read fetch
x22-0799,r,high,GET default read quota info
x22-3854,r,high,GET default read dependencies
x22-3238,r,high,GET default read list
x22-0568,r,high,GET default read list categories
x22-2726,r,high,GET default read timeseries
x22-3670,w,high,DELETE text says soft deletes schema
x22-1429,w,high,PUT default grants permission settable back
x22-1601,r,high,GET default read list
x22-3986,w,high,PUT default edits rule settable back
x22-4170,r,high,GET default read list
x22-0655,w,high,ii plain create of tag relationship
x22-2519,r,high,i validates address returns suggestions
x22-1483,r,high,GET default read fetch
x22-0591,w,high,DELETE text says soft deletes dataset
x22-1332,r,high,GET default read list
x22-0498,r,high,GET default read logs
x22-1464,x,high,a deletes monitor no restore named
x22-3515,r,high,GET default read fetch
x22-2635,r,high,GET default read summary
x22-2285,r,high,GET default read fetch index
x22-3395,x,high,e initiates on demand security scan job
x22-2599,r,high,GET default read timeseries
x22-0409,w,high,PATCH default edits billing email settable back
x22-2185,x,high,a deletes output no restore named
x22-0686,w,high,PUT default edits asset settable back
x22-0069,w,high,PATCH default edits app settings
x22-1034,r,high,GET default read list
x22-2862,w,high,PUT default edits monitor settable back
x22-3137,w,high,ii plain create of routing rule
x22-3799,w,high,ii plain create of custom field
x22-4178,w,high,PUT default edits environment visibility
x22-3272,r,high,GET default read list datasets
x22-0508,x,high,e triggers a build run job
x22-2813,r,high,GET default read rank details
x22-3977,w,high,PUT default edits notification rule
x22-2501,r,high,GET default read fetch
x22-1355,r,high,GET default read fetch
x22-1786,x,high,d pays outstanding debt moves money
x22-1387,r,high,GET default read download image
x22-3703,r,high,GET default read fetch cache variable
x22-2674,r,high,GET default read summary
x22-0619,x,high,a removes category no restore named
x22-0719,w,high,PUT default edits rule settable back
x22-2247,w,high,ii plain create of token
x22-2117,r,high,GET default read fetch share
x22-4069,x,high,a deletes external user link no restore
x22-4181,r,high,GET default read list attachments
x22-3071,w,high,PATCH default edits expression settable back
x22-2021,w,high,ii plain create appends list items
x22-1446,x,high,a deletes sinkhole no restore named
x22-1561,w,high,ii plain create of rule
x22-4046,r,high,GET default read integrations
x22-3919,r,high,GET default read list
x22-1122,r,high,GET default read ordered list
x22-0562,r,high,GET default read fetch binary
x22-0538,r,high,GET default read fetch key details
x22-3710,w,high,ii plain create of cache variable
x22-0784,w,low,ambiguous backtest create vs calculation i
x22-3485,r,high,GET default read quota availability
x22-2000,r,high,GET default read list policies
x22-1291,r,high,GET default read list mappings
x22-0386,r,high,GET default read git tree
x22-1132,w,high,PATCH default edits settings settable back
x22-3424,r,high,GET default read fetch setting
x22-2198,x,high,a deletes video no restore named
x22-0635,r,high,GET default read raw data
x22-2217,w,high,ii plain create of subscription
x22-3170,r,high,GET default read list filters
x22-2414,r,high,GET default read cron schedules
x22-1068,w,high,ii uploads new dataset version create
x22-1039,r,low,ambiguous i diagnostic answer returned not stored
x22-3623,r,high,GET default read list runners
x22-3700,w,high,toggle active status has named opposite
x22-1182,x,high,a removes allow policy no restore named
x22-3957,r,high,GET default read audit records
x22-2948,w,high,PUT default edits identity provider
x22-3237,x,high,a deletes ingress rule no restore named
x22-1797,r,high,GET default read signature status
x22-1171,w,high,iii moves message between folders reversible
x22-4201,r,high,GET default read rules config
x22-2041,w,high,ii plain create of web analytics site
x22-0317,r,high,i search query returned not stored
x22-1888,x,high,DELETE method wins removes domain no restore
x22-2988,r,high,GET default read managed label
x22-1635,r,high,GET default read telemetry events
x22-4073,x,high,a deletes forwarder cascade no restore
x22-1326,r,high,GET default read operation details
x22-1873,w,high,ii queues maintenance config not a run
x22-2193,r,high,GET default read webhook info
x22-0838,r,high,GET default read list skills
x22-2416,r,high,GET default read script settings
x22-2589,r,high,GET default read top locations
x22-2428,r,high,GET default read list tails
x22-3508,r,high,GET default read subscription details
x22-3547,w,high,ii plain create of event resource
x22-1678,r,high,GET default read list configs
x22-4159,r,high,GET default read list teams
x22-2911,w,high,PUT default edits custom page
x22-1978,r,high,GET default read metadata
x22-0950,r,high,GET default read network details
x22-2938,w,high,PUT default edits certificate
x22-0929,x,high,c sends test payload to destination url
x22-1817,w,high,ii plain create of pipeline
x22-2074,w,high,PUT default edits ACL settable back
x22-1277,r,high,GET default read app details
x22-1912,w,high,ii plain create of credentials
x22-1875,r,high,GET default read list buckets
x22-1780,x,high,a deletes domain no restore named
x22-2568,r,high,GET default read annotations
x22-2461,w,high,ii plain create of worker version
x22-0923,x,high,a deletes policy no restore named
x22-2760,r,high,GET default read timeseries
x22-1861,r,high,GET default read catalog details
x22-3887,x,high,DELETE method wins no restore named
x22-1673,w,high,ii plain create of site acl
x22-3447,w,high,PUT default edits zaraz config
x22-0104,r,high,GET default read scim resources
x22-0778,r,high,i graphql query aggregation returned not stored
x22-2749,r,high,GET default read summary
x22-0585,r,high,GET default read list members
x22-2782,r,high,GET default read top locations
x22-2673,r,high,GET default read summary
x22-0008,x,high,a deletes image no restore named
x22-1229,w,high,PATCH default edits pattern settable back
x22-3473,w,high,PUT default creates or updates snippet
x22-0382,x,high,e imports repository from outside source
x22-0208,r,high,GET default read credit balance
x22-0949,w,high,ii plain create of managed network
x22-2887,w,high,PUT default edits subscription settable back
x22-0422,r,high,GET default read list brands
x22-1302,w,high,toggle activate has deactivate opposite listed
x22-1956,w,high,toggle pause resume stop named opposites
x22-0297,x,high,a permanently deletes instance and data
x22-0236,w,high,ii provisions plain create of custom domain
x22-0217,x,high,DELETE method wins removes config no restore
x22-1683,r,high,GET default read list lans
x22-1983,r,high,GET default read poll workflow status
x22-0803,w,high,PUT default edits rfi settable back
x22-2915,r,high,GET default read list applications
x22-1934,w,high,toggle mute unmute named opposite
x22-3015,w,high,PATCH default edits settings settable back
x22-0972,r,high,GET default read fallback list
x22-3231,r,high,GET default read tls setting
x22-3608,w,high,ii plain create of automation action
x22-2323,x,high,a deletes tunnel no restore named
x22-3619,r,high,GET default read team relation
x22-2278,x,high,a deletes vectors by id no restore
x22-0255,w,high,ii plain create of provider config
x22-1124,r,high,GET default read list levels
x22-2542,r,high,GET default read audit history
x22-0080,w,high,PUT default edits cert settings
x22-1573,r,high,GET default read list profiles
x22-4091,r,high,GET default read list monitors
x22-2272,r,high,i search query returned not stored
x22-0763,w,high,PATCH default edits collection settable back
x22-3716,x,high,a deletes cache variable data no restore
x22-1676,x,high,a deletes site acl no restore named
x22-0085,w,high,ii plain create of custom page
x22-2815,r,high,GET default read timeseries
x22-0433,w,high,ii plain create of logo queries
x22-2417,w,high,PATCH default edits settings settable back
x22-3580,r,high,GET default read list addons
x22-3364,r,high,GET default read list hosts
x22-3904,r,high,GET default read list statuses
x22-3070,x,high,a deletes expression no restore named
x22-3287,r,high,GET default read trace rules
x22-2215,w,high,ii plain create of signed token
x22-2959,r,high,GET default read trust store list
x22-2324,w,high,PATCH default edits tunnel settable back
x22-0573,x,high,a deletes category no restore named
x22-4161,w,low,ambiguous create alert no explicit notify text
x22-0941,x,high,a deletes group cascade no restore
