row_id,truth_class,confidence,reason
x22-1284,w,high,ii plain create of flag
x22-0028,r,high,GET default read no change stated
x22-4140,r,high,GET default read no change stated
x22-1047,r,high,GET default read no change stated
x22-2211,x,high,DELETE method wins no trash or restore named
x22-1022,r,high,GET default read no change stated
x22-3164,w,high,ii plain create of environment
x22-2409,r,high,GET default read no change stated
x22-0184,r,high,GET default read no change stated
x22-1243,r,high,GET default read no change stated
x22-3384,w,high,PUT or PATCH default edits existing settable back
x22-0640,x,high,DELETE method wins no trash or restore named
x22-1307,r,high,GET default read no change stated
x22-0064,w,high,PUT or PATCH default edits existing settable back
x22-0677,x,high,DELETE method wins no trash or restore named
x22-2425,r,high,GET default read no change stated
x22-2234,r,high,GET default read no change stated
x22-0806,r,high,GET default read no change stated
x22-0865,x,high,DELETE method wins no trash or restore named
x22-3102,r,high,GET default read no change stated
x22-0146,w,high,PUT or PATCH default edits existing settable back
x22-1782,x,high,a purges cached build artifacts
x22-3503,r,high,GET default read no change stated
x22-2800,r,high,GET default read no change stated
x22-2155,r,high,GET default read no change stated
x22-0707,w,high,ii plain create of email rule
x22-1347,w,high,ii plain create of hyperdrive config
x22-1771,x,high,DELETE method wins no trash or restore named
x22-3940,r,high,GET default read no change stated
x22-2069,x,high,DELETE method wins no trash or restore named
x22-1575,r,high,GET default read no change stated
x22-3964,r,high,GET default read no change stated
x22-0213,x,high,DELETE method wins no trash or restore named
x22-1723,w,high,ii plain create of rules bulk
x22-0256,w,high,PUT or PATCH default edits existing settable back
x22-3519,w,high,ii plain create of validation config
x22-0874,r,high,GET default read no change stated
x22-2351,x,low,b patch may delete secrets ambiguous
x22-0377,x,high,DELETE method wins no trash or restore named
x22-0868,r,high,GET default read no change stated
x22-2869,w,high,PUT or PATCH default edits existing settable back
x22-3328,r,high,GET default read no change stated
x22-3467,w,high,PUT or PATCH default edits existing settable back
x22-3062,x,high,DELETE method wins no trash or restore named
x22-4103,r,high,GET default read no change stated
x22-2279,r,high,i post that only reads vectors by id
x22-1527,x,high,DELETE method wins no trash or restore named
x22-1677,w,high,PUT or PATCH default edits existing settable back
x22-4115,r,high,GET default read no change stated
x22-4225,w,high,PUT or PATCH default edits existing settable back
x22-2867,r,high,GET default read no change stated
x22-3811,x,high,DELETE method wins no trash or restore named
x22-0071,r,high,GET default read no change stated
x22-1838,w,high,ii plain create of queue
x22-2173,w,high,ii plain create of signing key
x22-3573,r,high,GET default read no change stated
x22-1294,r,high,GET default read no change stated
x22-1716,w,high,PUT or PATCH default edits existing settable back
x22-0115,r,high,GET default read no change stated
x22-2578,r,high,GET default read no change stated
x22-2910,r,high,GET default read no change stated
x22-2678,r,high,GET default read no change stated
x22-4037,r,high,GET default read no change stated
x22-0359,w,high,PUT or PATCH default edits existing settable back
x22-2912,r,high,GET default read no change stated
x22-1572,w,high,PUT or PATCH default edits existing settable back
