row_id,part,provider,method,path,operationId
e0001,1,okta,GET,/.well-known/app-authenticator-configuration,getWellKnownAppAuthenticatorConfiguration
e0002,3,okta,GET,/.well-known/apple-app-site-association,getAppleAppSiteAssociationWellKnownURI
e0003,3,okta,GET,/.well-known/assetlinks.json,getAssetLinksWellKnownURI
e0004,1,okta,GET,/.well-known/okta-organization,getWellknownOrgMetadata
e0005,6,okta,GET,/.well-known/ssf-configuration,getWellknownSsfMetadata
e0006,1,okta,GET,/.well-known/webauthn,getWebAuthnWellKnownURI
e0007,3,okta,GET,/api/v1/agentPools,listAgentPools
e0008,6,okta,GET,/api/v1/agentPools/{poolId}/updates,listAgentPoolsUpdates
e0009,7,okta,POST,/api/v1/agentPools/{poolId}/updates,createAgentPoolsUpdate
e0010,5,okta,GET,/api/v1/agentPools/{poolId}/updates/settings,getAgentPoolsUpdateSettings
e0011,2,okta,POST,/api/v1/agentPools/{poolId}/updates/settings,updateAgentPoolsUpdateSettings
e0012,7,okta,GET,/api/v1/agentPools/{poolId}/updates/{updateId},getAgentPoolsUpdateInstance
e0013,6,okta,POST,/api/v1/agentPools/{poolId}/updates/{updateId},updateAgentPoolsUpdate
e0014,7,okta,DELETE,/api/v1/agentPools/{poolId}/updates/{updateId},deleteAgentPoolsUpdate
e0015,1,okta,POST,/api/v1/agentPools/{poolId}/updates/{updateId}/activate,activateAgentPoolsUpdate
e0016,3,okta,POST,/api/v1/agentPools/{poolId}/updates/{updateId}/deactivate,deactivateAgentPoolsUpdate
e0017,7,okta,POST,/api/v1/agentPools/{poolId}/updates/{updateId}/pause,pauseAgentPoolsUpdate
e0018,1,okta,POST,/api/v1/agentPools/{poolId}/updates/{updateId}/resume,resumeAgentPoolsUpdate
e0019,6,okta,POST,/api/v1/agentPools/{poolId}/updates/{updateId}/retry,retryAgentPoolsUpdate
e0020,3,okta,POST,/api/v1/agentPools/{poolId}/updates/{updateId}/stop,stopAgentPoolsUpdate
e0021,1,okta,GET,/api/v1/api-tokens,listApiTokens
e0022,6,okta,DELETE,/api/v1/api-tokens/current,revokeCurrentApiToken
e0023,7,okta,GET,/api/v1/api-tokens/{apiTokenId},getApiToken
e0024,4,okta,PUT,/api/v1/api-tokens/{apiTokenId},upsertApiToken
e0025,5,okta,DELETE,/api/v1/api-tokens/{apiTokenId},revokeApiToken
e0026,2,okta,GET,/api/v1/apps,listApplications
e0027,3,okta,POST,/api/v1/apps,createApplication
e0028,5,okta,GET,/api/v1/apps/{appId},getApplication
e0029,5,okta,PUT,/api/v1/apps/{appId},replaceApplication
e0030,2,okta,DELETE,/api/v1/apps/{appId},deleteApplication
e0031,2,okta,GET,/api/v1/apps/{appId}/connections/default,getDefaultProvisioningConnectionForApplication
e0032,1,okta,POST,/api/v1/apps/{appId}/connections/default,updateDefaultProvisioningConnectionForApplication
e0033,6,okta,GET,/api/v1/apps/{appId}/connections/default/jwks,getUserProvisioningConnectionJWKS
e0034,7,okta,POST,/api/v1/apps/{appId}/connections/default/lifecycle/activate,activateDefaultProvisioningConnectionForApplication
e0035,5,okta,POST,/api/v1/apps/{appId}/connections/default/lifecycle/deactivate,deactivateDefaultProvisioningConnectionForApplication
e0036,2,okta,GET,/api/v1/apps/{appId}/credentials/csrs,listCsrsForApplication
e0037,5,okta,POST,/api/v1/apps/{appId}/credentials/csrs,generateCsrForApplication
e0038,3,okta,GET,/api/v1/apps/{appId}/credentials/csrs/{csrId},getCsrForApplication
e0039,2,okta,DELETE,/api/v1/apps/{appId}/credentials/csrs/{csrId},revokeCsrFromApplication
e0040,3,okta,POST,/api/v1/apps/{appId}/credentials/csrs/{csrId}/lifecycle/publish,publishCsrFromApplication
e0041,6,okta,GET,/api/v1/apps/{appId}/credentials/jwks,listJwk
e0042,1,okta,POST,/api/v1/apps/{appId}/credentials/jwks,addJwk
e0043,2,okta,GET,/api/v1/apps/{appId}/credentials/jwks/{keyId},getJwk
e0044,6,okta,DELETE,/api/v1/apps/{appId}/credentials/jwks/{keyId},deletejwk
e0045,2,okta,POST,/api/v1/apps/{appId}/credentials/jwks/{keyId}/lifecycle/activate,activateOAuth2ClientJsonWebKey
e0046,3,okta,POST,/api/v1/apps/{appId}/credentials/jwks/{keyId}/lifecycle/deactivate,deactivateOAuth2ClientJsonWebKey
e0047,4,okta,GET,/api/v1/apps/{appId}/credentials/keys,listApplicationKeys
e0048,3,okta,POST,/api/v1/apps/{appId}/credentials/keys/generate,generateApplicationKey
e0049,2,okta,GET,/api/v1/apps/{appId}/credentials/keys/{keyId},getApplicationKey
e0050,6,okta,POST,/api/v1/apps/{appId}/credentials/keys/{keyId}/clone,cloneApplicationKey
e0051,3,okta,GET,/api/v1/apps/{appId}/credentials/secrets,listOAuth2ClientSecrets
e0052,5,okta,POST,/api/v1/apps/{appId}/credentials/secrets,createOAuth2ClientSecret
e0053,5,okta,GET,/api/v1/apps/{appId}/credentials/secrets/{secretId},getOAuth2ClientSecret
e0054,7,okta,DELETE,/api/v1/apps/{appId}/credentials/secrets/{secretId},deleteOAuth2ClientSecret
e0055,7,okta,POST,/api/v1/apps/{appId}/credentials/secrets/{secretId}/lifecycle/activate,activateOAuth2ClientSecret
e0056,3,okta,POST,/api/v1/apps/{appId}/credentials/secrets/{secretId}/lifecycle/deactivate,deactivateOAuth2ClientSecret
e0057,6,okta,GET,/api/v1/apps/{appId}/cwo/connections,getAllCrossAppAccessConnections
e0058,2,okta,POST,/api/v1/apps/{appId}/cwo/connections,createCrossAppAccessConnection
e0059,7,okta,GET,/api/v1/apps/{appId}/cwo/connections/{connectionId},getCrossAppAccessConnection
e0060,6,okta,DELETE,/api/v1/apps/{appId}/cwo/connections/{connectionId},deleteCrossAppAccessConnection
e0061,5,okta,PATCH,/api/v1/apps/{appId}/cwo/connections/{connectionId},updateCrossAppAccessConnection
e0062,7,okta,GET,/api/v1/apps/{appId}/features,listFeaturesForApplication
e0063,7,okta,GET,/api/v1/apps/{appId}/features/{featureName},getFeatureForApplication
e0064,7,okta,PUT,/api/v1/apps/{appId}/features/{featureName},updateFeatureForApplication
e0065,5,okta,GET,/api/v1/apps/{appId}/federated-claims,listFederatedClaims
e0066,4,okta,POST,/api/v1/apps/{appId}/federated-claims,createFederatedClaim
e0067,2,okta,GET,/api/v1/apps/{appId}/federated-claims/{claimId},getFederatedClaim
e0068,6,okta,PUT,/api/v1/apps/{appId}/federated-claims/{claimId},replaceFederatedClaim
e0069,6,okta,DELETE,/api/v1/apps/{appId}/federated-claims/{claimId},deleteFederatedClaim
e0070,7,okta,GET,/api/v1/apps/{appId}/grants,listScopeConsentGrants
e0071,3,okta,POST,/api/v1/apps/{appId}/grants,grantConsentToScope
e0072,2,okta,GET,/api/v1/apps/{appId}/grants/{grantId},getScopeConsentGrant
e0073,4,okta,DELETE,/api/v1/apps/{appId}/grants/{grantId},revokeScopeConsentGrant
e0074,2,okta,GET,/api/v1/apps/{appId}/group-push/mappings,listGroupPushMappings
e0075,1,okta,POST,/api/v1/apps/{appId}/group-push/mappings,createGroupPushMapping
e0076,6,okta,GET,/api/v1/apps/{appId}/group-push/mappings/{mappingId},getGroupPushMapping
e0077,2,okta,DELETE,/api/v1/apps/{appId}/group-push/mappings/{mappingId},deleteGroupPushMapping
e0078,7,okta,PATCH,/api/v1/apps/{appId}/group-push/mappings/{mappingId},updateGroupPushMapping
e0079,6,okta,GET,/api/v1/apps/{appId}/groups,listApplicationGroupAssignments
e0080,1,okta,GET,/api/v1/apps/{appId}/groups/{groupId},getApplicationGroupAssignment
e0081,3,okta,PUT,/api/v1/apps/{appId}/groups/{groupId},assignGroupToApplication
e0082,7,okta,DELETE,/api/v1/apps/{appId}/groups/{groupId},unassignApplicationFromGroup
e0083,5,okta,PATCH,/api/v1/apps/{appId}/groups/{groupId},updateGroupAssignmentToApplication
e0084,3,okta,GET,/api/v1/apps/{appId}/interclient-allowed-apps,listInterclientAllowedApplications
e0085,6,okta,POST,/api/v1/apps/{appId}/interclient-allowed-apps,createInterclientTrustMapping
e0086,7,okta,DELETE,/api/v1/apps/{appId}/interclient-allowed-apps/{allowedAppId},deleteInterclientTrustMapping
e0087,5,okta,GET,/api/v1/apps/{appId}/interclient-target-apps,listInterclientTargetApplications
e0088,4,okta,POST,/api/v1/apps/{appId}/lifecycle/activate,activateApplication
e0089,6,okta,POST,/api/v1/apps/{appId}/lifecycle/deactivate,deactivateApplication
e0090,1,okta,POST,/api/v1/apps/{appId}/logo,uploadApplicationLogo
e0091,2,okta,PUT,/api/v1/apps/{appId}/policies/{policyId},assignApplicationPolicy
e0092,5,okta,GET,/api/v1/apps/{appId}/sso/saml/metadata,previewSAMLmetadataForApplication
e0093,2,okta,GET,/api/v1/apps/{appId}/tokens,listOAuth2TokensForApplication
e0094,3,okta,DELETE,/api/v1/apps/{appId}/tokens,revokeOAuth2TokensForApplication
e0095,7,okta,GET,/api/v1/apps/{appId}/tokens/{tokenId},getOAuth2TokenForApplication
e0096,2,okta,DELETE,/api/v1/apps/{appId}/tokens/{tokenId},revokeOAuth2TokenForApplication
e0097,2,okta,GET,/api/v1/apps/{appId}/users,listApplicationUsers
e0098,5,okta,POST,/api/v1/apps/{appId}/users,assignUserToApplication
e0099,4,okta,GET,/api/v1/apps/{appId}/users/{userId},getApplicationUser
e0100,4,okta,POST,/api/v1/apps/{appId}/users/{userId},updateApplicationUser
e0101,5,okta,DELETE,/api/v1/apps/{appId}/users/{userId},unassignUserFromApplication
e0102,4,okta,POST,/api/v1/apps/{appName}/{appId}/oauth2/callback,verifyProvisioningConnectionForApplication
e0103,4,okta,GET,/api/v1/authenticators,listAuthenticators
e0104,3,okta,POST,/api/v1/authenticators,createAuthenticator
e0105,1,okta,GET,/api/v1/authenticators/{authenticatorId},getAuthenticator
e0106,5,okta,PUT,/api/v1/authenticators/{authenticatorId},replaceAuthenticator
