row_id,provider,method,path,operationId,summary,description
e0007,okta,GET,/api/v1/agentPools,listAgentPools,List all agent pools,Lists all agent pools with pagination support
e0889,docusign,DELETE,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/recipients/{recipientId}/tabs,Recipients_DeleteRecipientTabs,"Deletes the tabs associated with a recipient.

**Note:** It is an error to delete a tab that has the
`templateLocked` property set to true.
This property corresponds to the **Restrict changes** option in the web app.",Deletes one or more tabs associated with a recipient in a draft envelope.
e1213,xero,POST,/ContactGroups/{ContactGroupID},updateContactGroup,Updates a specific contact group,
e0217,okta,GET,/api/v1/brands/{brandId}/themes,listBrandThemes,List all themes,"Lists all the themes in your brand.

> **Important:** Currently each org supports only one theme, therefore this contains a single object only."
e0854,docusign,POST,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/documents/{documentId}/tabs,Tabs_PostDocumentTabs,Adds tabs to a document in an envelope.,"Adds tabs to the document specified by `documentId` in the
envelope specified by `envelopeId`.

<ds-inlinemessage kind=""information"" markdown=""1"">
This method operates only on
<a href=""/docs/esign-rest-api/reference/envelopes/enveloperecipienttabs/create/#schema__enveloperecipienttabs_smartsectiontabs""><code>smartSection</code></a>
and
<a href=""/docs/esign-rest-api/reference/envelopes/enveloperecipienttabs/create/#schema__enveloperecipienttabs_polylineoverlaytabs""><code>polyLineOverlay</code></a>
tabs.
</ds-inlinemessage>"
e0778,docusign,DELETE,/v2.1/accounts/{accountId}/captive_recipients/{recipientPart},CaptiveRecipients_DeleteCaptiveRecipientsPart,Deletes the signature for one or more captive recipient records.,This method deletes the signature for one or more captive recipient records. It is primarily used for testing. This functionality provides a way to reset the signature associated with a client user ID so that a new signature can be created the next time the client user ID is used.
e1064,docusign,GET,/v2.1/accounts/{accountId}/templates/{templateId}/workflow/scheduledSending,TemplateWorkflowScheduledSending_GetTemplateScheduledSendingDefinition,Returns the scheduled sending rules for a template's workflow definition.,"Given a template specified by `templateId`, returns the scheduled sending rules for that template's workflow object.

**Note:** If the template's workflow does not have a scheduled sending object, this method returns a 404."
e1347,xero,PUT,/RepeatingInvoices,createRepeatingInvoices,Creates one or more repeating invoice templates,
e0161,okta,DELETE,/api/v1/authorizationServers/{authServerId}/resourceservercredentials/keys/{keyId},deleteOAuth2ResourceServerJsonWebKey,Delete a Custom Authorization Server Public JSON Web Key,Deletes a custom authorization server public JSON web key by key `id`. You can only delete an inactive key.
e0484,okta,GET,/api/v1/org/factors/yubikey_token/tokens/{tokenId},getYubikeyOtpTokenById,Retrieve a YubiKey OTP token,Retrieves the specified YubiKey OTP token by `id`
e1327,xero,GET,/Quotes/{QuoteID}/History,getQuoteHistory,Retrieves history records of a specific quote,
