row_id,provider,method,path,operationId,summary,description
e0069,okta,DELETE,/api/v1/apps/{appId}/federated-claims/{claimId},deleteFederatedClaim,Delete a federated claim,Deletes a federated claim by `claimId`
e1334,xero,POST,/Quotes/{QuoteID}/Attachments/{FileName},updateQuoteAttachmentByFileName,Updates a specific attachment from a specific quote by filename,
e0221,okta,DELETE,/api/v1/brands/{brandId}/themes/{themeId}/background-image,deleteBrandThemeBackgroundImage,Delete the background image,Deletes a theme background image
e1096,docusign,GET,/v2.1/accounts/{accountId}/users/{userId}/cloud_storage/{serviceId}/folders/{folderId},CloudStorageFolder_GetCloudStorageFolder,Gets a list of items from a cloud storage provider.,"Retrieves a list of the user's items from the specified cloud storage provider. 

To limit the scope of the items returned, provide a comma-separated list of folder IDs in the request."
e0618,okta,POST,/api/v1/users/{id}/lifecycle/reset_password,resetPassword,Reset a password,"Resets a password. Generates a one-time token (OTT) that you can use to reset a user's password. You can automatically email the OTT link to the user or return the OTT to the API caller and distribute using a custom flow.

This operation transitions the user to the `RECOVERY` status. The user is then not able to sign in or initiate a forgot password flow until they complete the reset flow.

This operation provides an option to delete all the user's sessions. However, if the request is made in the context of a session owned by the specified user, that session isn't cleared.
> **Note:** You can also use this API to convert a user with the Okta credential provider to use a federated provider. After this conversion, the user can't directly sign in with a password.
> To convert a federated user back to an Okta user, use the default API call.

If an email address is associated with multiple users, keep in mind the following to ensure a successful password recovery lookup:
  * Okta no longer includes deactivated users in the lookup.
  * The lookup searches sign-in IDs first, then primary email addresses, and then secondary email addresses.
  If `sendEmail` is `false`, returns a link for the user to reset their password."
e1330,xero,GET,/Quotes/{QuoteID}/Attachments,getQuoteAttachments,Retrieves attachments for a specific quote,
e0268,okta,DELETE,/api/v1/domains/{domainId},deleteCustomDomain,Delete a custom domain,Deletes a custom domain by `domainId`
e0850,docusign,GET,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/documents/{documentId}/pages/{pageNumber}/tabs,Tabs_GetPageTabs,Returns tabs on the specified page.,"Returns the tabs from the page specified by `pageNumber` of the document specified by `documentId` in the
envelope specified by `envelopeId`."
e0825,docusign,DELETE,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/attachments,Attachments_DeleteAttachments,Deletes one or more envelope attachments from a draft envelope.,"Deletes one or more envelope attachments from a draft envelope.

<!-- std notice DEVDOCS-114911 -->
<ds-inlinemessage kind=""information"" markdown=""1"">

It's easy to confuse envelope attachments,
which are developer-only files associated with an envelope,
with signer attachments.

To learn about the different types of attachments, see [Attachments](/docs/esign-rest-api/esign101/concepts/documents/attachments/) in the concept guide.

</ds-inlinemessage>
<!-- end notice DEVDOCS-114911 -->"
e0701,okta,POST,/integrations/api/v1/api-services/{apiServiceId}/credentials/secrets/{secretId}/lifecycle/deactivate,deactivateApiServiceIntegrationInstanceSecret,Deactivate an API service integration instance secret,Deactivates an API Service Integration instance Secret by `secretId`
e0676,okta,GET,/api/v1/users/{userId}/roles/{roleIdOrEncodedRoleId}/targets,getRoleTargetsByUserIdAndRoleId,Retrieve a role target by assignment type,"Retrieves all role targets for an `APP_ADMIN`, `USER_ADMIN`, `HELP_DESK_ADMIN`, or `GROUP_MEMBERSHIP_ADMIN` role assignment to an admin user by user or group assignment type.
If the role isn't scoped to specific group targets or any app targets, an empty array `[]` is returned."
e1189,xero,PUT,/BankTransfers/{BankTransferID}/History,createBankTransferHistoryRecord,Creates a history record for a specific bank transfer,
e0613,okta,POST,/api/v1/users/{id}/lifecycle/deactivate,deactivateUser,Deactivate a user,"Deactivates a user.

Perform this operation only on users that do not have a `DEPROVISIONED` status.
* The user's `transitioningToStatus` property is `DEPROVISIONED` during deactivation to indicate that the user hasn't completed the asynchronous operation.
* The user's status is `DEPROVISIONED` when the deactivation process is complete.

> **Important:** Deactivating a user is a **destructive** operation. The user is deprovisioned from all assigned apps, which might destroy their data such as email or files.
**This action cannot be recovered!**

You can also perform user deactivation asynchronously. To invoke asynchronous user deactivation, pass an HTTP header `Prefer: respond-async` with the request.

> **Note:** Users with the `DEPROVISIONED` status won't have their profiles updated when running the [Update a user](/openapi/okta-management/management/user/updateuser) endpoint unless you have the **Edit Deactived User Profile Updates** option turned on in the Admin Console. See [Edit deactivated user profiles](https://help.okta.com/okta_help.htm?type=oie&id=edit-deactivated-users)."
e0977,docusign,GET,/v2.1/accounts/{accountId}/settings/password_rules,AccountPasswordRules_GetAccountPasswordRules,Gets the password rules for an account.,This method retrieves the password rules for an account.
e1180,xero,POST,/BankTransfers,deleteBankTransfers,Deletes one or more bank transfers,
e1328,xero,PUT,/Quotes/{QuoteID}/History,createQuoteHistory,Creates a history record for a specific quote,
e0880,docusign,POST,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/recipients/{recipientId}/identity_proof_token,Recipients_PostRecipientProofFileResourceToken,Creates a resource token for a sender to request ID Evidence data.,"Creates a resource token for a sender. This token allows a sender to return identification data for a recipient using the [ID Evidence API](/docs/idevidence-api/).

### Related topics

- [How to retrieve ID Evidence events](/docs/idevidence-api/how-to/retrieve-idevidence-events/)
- [How to retrieve ID Evidence media](/docs/idevidence-api/how-to/retrieve-idevidence-media/)"
e1185,xero,GET,/BankTransfers/{BankTransferID}/Attachments/{FileName},getBankTransferAttachmentByFileName,Retrieves a specific attachment on a specific bank transfer by file name,
e1366,xero,GET,/Reports,getReportsList,Retrieves a list of the organistaions unique reports that require a uuid to fetch,
e0645,okta,POST,/api/v1/users/{userId}/factors,enrollFactor,Enroll a factor,"Enrolls a supported factor for the specified user

> **Notes:**
>   * All responses return the enrolled factor with a status of either `PENDING_ACTIVATION` or `ACTIVE`.
>   * You can't use the Factors API to enroll Okta FastPass (`signed_nonce`) for a user. See [Configure Okta FastPass](https://help.okta.com/okta_help.htm?type=oie&id=ext-fp-configure).

#### Additional SMS/Call factor information

* **Rate limits**: Okta may return a `429 Too Many Requests` status code if you attempt to resend an SMS or a voice call challenge (OTP) within the same time window. The current [rate limit](https://developer.okta.com/docs/reference/rate-limits/) is one SMS/CALL challenge per phone number every 30 seconds.

* **Existing phone numbers**: Okta may return a `400 Bad Request` status code if a user attempts to enroll with a different phone number when the user has an existing mobile phone or has an existing phone with voice call capability. A user can enroll only one mobile phone for `sms` and enroll only one voice call capable phone for `call` factor.

#### Additional WebAuthn factor information

* For detailed information on the WebAuthn standard, including an up-to-date list of supported browsers, see [webauthn.me](https://a0.to/webauthnme-okta-docs).

* When you enroll a WebAuthn factor, the `activation` object in `_embedded` contains properties used to help the client to create a new WebAuthn credential for use with Okta. See the [WebAuthn spec for PublicKeyCredentialCreationOptions](https://www.w3.org/TR/webauthn/#dictionary-makecredentialoptions).

* As of the `2026.04.0` release, the FIDO2 (WebAuthn) authenticator is now called Passkey (FIDO2 WebAuthn) and there are new settings and updates to the authenticator page layout. There have been no changes to any existing parameter names, values, or endpoint paths. For example, the `factorType` for the Passkey (FIDO2 WebAuthn) authenticator is still `webauthn`. See [Passkeys and WebAuthn](https://developer.okta.com/docs/guides/authenticators-web-authn/aspnet/main/#passkeys-and-webauthn).


#### Additional Custom TOTP factor information

* The enrollment process involves passing both the `factorProfileId` and `sharedSecret` properties for a token.

* A factor profile represents a particular configuration of the Custom TOTP factor. It includes certain properties that match the hardware token that end users possess, such as the HMAC algorithm, passcode length, and time interval. There can be multiple Custom TOTP factor profiles per org, but users can only enroll in one Custom TOTP factor. Admins can [create Custom TOTP factor profiles](https://help.okta.com/okta_help.htm?id=ext-mfa-totp) in the Admin Console. Then, copy the `factorProfileId` from the Admin Console into the API request.

* <x-lifecycle class=""oie""></x-lifecycle>
For Custom TOTP enrollment, Okta automaticaly enrolls a user with a `token:software:totp` factor and the `push` factor if the user isn't currently enrolled with these factors."
e0950,docusign,POST,/v2.1/accounts/{accountId}/permission_profiles,PermissionProfiles_PostPermissionProfiles,Creates a new permission profile for an account.,"This method creates a new permission profile for an account.

### Related topics

- [How to create a permission profile](/docs/esign-rest-api/how-to/permission-profile-creating/)"
e0589,okta,GET,/api/v1/templates/sms/{templateId},getSmsTemplate,Retrieve an SMS template,Retrieves a specific template by `id`
e0013,okta,POST,/api/v1/agentPools/{poolId}/updates/{updateId},updateAgentPoolsUpdate,Update an agent pool update by ID,Updates an agent pool update instance and returns the latest agent pool update
e0721,okta,PATCH,/privileged-access/api/v1/okta-service-accounts/{id},updateOktaManagedUserAccount,Update an Okta managed user account,"Updates an existing Okta managed user account specified by ID.

You can only update the `name`, `description`, `ownerUserIds`, and `ownerGroupIds` properties."
e0956,docusign,DELETE,/v2.1/accounts/{accountId}/powerforms,PowerForms_DeletePowerFormsList,Deletes one or more PowerForms.,This method deletes one or more PowerForms. The request body takes an array of PowerForm objects that are deleted based on the `powerFormId`.
e0522,okta,POST,/api/v1/policies/{policyId}/rules,createPolicyRule,Create a policy rule,"Creates a policy rule

> **Note:** You can't create additional rules for the `PROFILE_ENROLLMENT`, `POST_AUTH_SESSION`, `CLIENT_UPDATE`, or <x-lifecycle class=""ea""></x-lifecycle> `IDENTITY_CLAIM_SOURCING` policies."
e1282,xero,GET,/ManualJournals/{ManualJournalID}/History,getManualJournalsHistory,Retrieves history for a specific manual journal,
e0166,okta,GET,/api/v1/authorizationServers/{authServerId}/scopes/{scopeId},getOAuth2Scope,Retrieve a custom token scope,Retrieves a custom token scope
e0231,okta,POST,/api/v1/captchas,createCaptchaInstance,Create a CAPTCHA instance,"Creates a new CAPTCHA instance. Currently, an org can only configure a single CAPTCHA instance."
e0655,okta,DELETE,/api/v1/users/{userId}/grants,revokeUserGrants,Revoke all user grants,Revokes all grants for a specified user
e1284,xero,GET,/Organisation,getOrganisations,Retrieves Xero organisation details,
e0843,docusign,POST,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/documents/{documentId}/fields,DocumentFields_PostDocumentFields,Creates custom document fields in an existing envelope document.,Creates custom document fields in an existing envelope document.
e0516,okta,POST,/api/v1/policies/{policyId}/lifecycle/deactivate,deactivatePolicy,Deactivate a policy,Deactivates a policy
e0519,okta,GET,/api/v1/policies/{policyId}/mappings/{mappingId},getPolicyMapping,Retrieve a policy resource mapping,Retrieves a resource mapping for a policy identified by `policyId` and `mappingId`
e0540,okta,PUT,/api/v1/rate-limit-settings/per-client,replaceRateLimitSettingsPerClient,Replace the per-client rate limit settings,Replaces the Per-Client Rate Limit Settings and returns the configured properties
e0044,okta,DELETE,/api/v1/apps/{appId}/credentials/jwks/{keyId},deletejwk,Delete an OAuth 2.0 client JSON Web Key,Deletes an OAuth 2.0 Client JSON Web Key by `keyId`. You can only delete an inactive key.
e1004,docusign,POST,/v2.1/accounts/{accountId}/tab_definitions,Tabs_PostTabDefinitions,Creates a custom tab.,"Creates a tab with pre-defined properties, such as a text tab with a certain font type and validation pattern. Users can access the custom tabs when sending documents through the Docusign web application.

Custom tabs can be created for approve, checkbox, company, date, date signed, decline, email, email address, envelope ID, first name, formula, full name, initial here, last name, list, note, number, radio, sign here, signer attachment, SSN, text, title, and zip tabs."
e0005,okta,GET,/.well-known/ssf-configuration,getWellknownSsfMetadata,Retrieve the SSF transmitter metadata,"Retrieves SSF transmitter configuration metadata. This includes all supported endpoints and key information about certain properties of the Okta org as the transmitter, such as `delivery_methods_supported`, `issuer`, and `jwks_uri`."
e1275,xero,GET,/ManualJournals/{ManualJournalID},getManualJournal,Retrieves a specific manual journal,
