row_id,truth_class,confidence,reason
r0290,x,high,road2 create a new session
r3464,r,high,GET read task count
r3335,r,high,GET read survey report
r2007,r,high,GET list node pools
r2620,w,high,rule1 edit own issue
r3906,r,high,GET retrieve company
r3471,x,high,road2 create a new rate
r2074,r,high,GET metrics
r3614,w,high,rule4 update own dashboard list name
r2457,r,high,POST bulk read changelogs
r3860,w,high,rule iii edit own article
r2135,w,high,rule4 delete own project container
r3869,r,high,GET search read
r4126,r,high,GET list folders
r1621,r,high,GET list flows
r0824,x,high,road2 create a new part each call
r0826,x,high,road2 create vector store
r2407,w,high,rule9 delete own finished run
r1887,x,high,road2 create schema registry
r2395,w,high,rule4 update own scenario set in place
r2004,r,high,GET retrieve credentials
r1884,w,high,rule6 update own logsink
r2559,w,high,rule4 delete own field configuration
r0024,r,high,GET retrieve person record
r3964,w,low,redact own conversation content
r4112,r,high,GET userinfo read
r3288,w,high,rule1 delete own order record
r3113,w,high,rule iii set own campaign content
r3263,r,high,GET list cart lines
r3742,w,high,rule iii edit own SLO correction
r2210,r,high,GET retrieve snapshot
r1789,w,high,rule9 cancel own job invocation
r2360,w,high,rule iii edit own run display name
r0997,w,high,rule iii edits existing catalog taxes
r2666,x,high,road2 create issue link type
r3172,w,high,adds own contact to own segment
r4065,r,high,GET retrieve asset metadata
r1526,x,high,road1c sends payouts to recipients
r0409,r,high,GET retrieve setup intent
r1487,w,high,rule9 delete own unsent invoice
r0238,w,high,rule iii edit existing invoice item
r1646,r,high,GET retrieve template
r0185,w,high,rule iii submit evidence to own dispute
r1113,w,high,rule iii update own timecard
r0939,r,high,GET list input items
r3065,x,high,road1a sends emails to recipients
r0419,r,high,GET list scheduled query runs
r1643,w,high,rule9 own webhook subscription stopped
r3998,r,high,GET job status
r1997,r,high,GET retrieve cluster
r1240,x,high,road1c sends payment request to device
r3023,w,high,rule4 delete own workflow mapping
r1513,x,high,road2 create web profile
r3260,r,high,GET cart info
r0624,r,high,GET list files
r0066,x,high,road2 create credit grant
r0526,r,high,GET retrieve test clock
r2587,x,high,rule4 grants global share permission
r3445,r,high,GET project template
r2942,r,high,GET list property keys
r2351,x,high,road2 create presigned urls
r0814,x,high,road2 create a run
r0074,w,high,rule iii edit existing feedback option
r0173,x,high,road2 create new subscription
r0822,w,high,rule9 cancel own upload
r3042,r,high,GET forge app property
r1569,x,low,submits application for Meta review
r3081,r,high,GET batch status
r4035,w,high,rule iii add tag to own ticket
r0342,x,high,rule10 paying out funds
r1161,r,high,GET retrieve merchant
r2696,r,high,GET property keys
r1102,x,high,rule8 publish makes shift visible
r3002,r,high,GET default workflow
r1191,w,low,upsert value on own order attribute
r3796,r,high,GET usage metrics
r3083,r,high,GET list webhooks
r1829,r,high,GET list clusters
r2694,r,high,GET alternative issue types
r3872,x,high,road2 create audience
r4134,r,high,GET comment reactions
r1041,x,high,road2 uploads new evidence file
r0772,r,high,GET role assignments
r2981,r,high,GET workflow capabilities
r0913,x,high,road2 submits new session events
r1809,x,high,road2 create cdn endpoint
r4028,x,high,road2 create ticket type attribute
r2921,r,high,GET avatars
r2161,r,high,GET registry info
r2140,w,high,rule3 assign resource within own tenant
r3107,w,high,rule9 cancel own unsent campaign
r0091,x,high,road1c create charge
r2991,x,high,road2 create workflow scheme
r1909,w,high,rule6 revoke own dedicated inference token
r3670,r,high,GET pagerduty service
r1601,r,high,GET migration intent details
r3679,r,high,GET custom variable
r2966,x,high,road2 registers new webhook each call
r1340,w,high,rule iii update own recording status
r0873,r,high,GET skill versions
r3876,x,high,rule12 enqueue export job each call
r2118,r,high,GET list teams
r1411,x,high,road1b removes panelists access
r3402,r,high,GET job record
r0220,r,high,GET forwarding request
r3279,r,high,GET promo codes
r2054,r,high,GET metrics
r3249,w,high,rule4 delete own template
r3651,w,high,delete own tag filter config
r3660,r,high,GET list integrations
r3304,w,high,rule4 own catalog variant definition
r1075,r,high,POST batch read inventory counts
r2301,x,high,rule8 update agent public/private
r1388,w,high,rule3 own tenant user status path param
r2985,r,high,GET default editor
r0296,x,high,rule12 refresh triggers a run
r1335,r,high,GET list recordings
r1475,x,high,road2 create draft invoice
r3284,r,high,GET list orders
r0498,x,high,road2 create test confirmation token
r3385,r,high,GET goal relationship
r1133,r,high,GET list transactions
r1217,w,high,rule10 edit billing anchor no charge
r0372,x,high,road2 create quote
r1387,w,high,rule3 own tenant user settings path param
r1676,r,high,GET chapter
r1679,r,high,GET tracks
r0565,r,high,GET financial account
r1165,w,high,rule4 delete own custom attribute
r2265,r,high,GET nat gateway
r1666,r,high,GET show episodes
r0505,x,low,road2 increments amount each call
r0389,x,high,road2 create value list
r3436,r,high,GET project memberships
r0704,x,high,road1b removes user from group
r2880,r,high,GET screen tabs
r3141,w,high,rule4 update own folder
r0101,x,high,road1c create refund
r3240,r,high,GET campaign recipients
r1738,r,high,GET available devices
r0864,x,high,road2 create video remix
r3144,x,high,road2 create list
r0750,r,high,GET organization role
r1626,w,high,rule9 delete own draft flow
r2609,r,high,GET issue create metadata
r1612,x,low,affects another party's pending request
r3026,r,high,POST bulk read worklogs
r3617,r,high,GET shared dashboard metadata
r3404,x,high,rule4 creates team/user membership
r3254,x,high,road2 create store
r0769,r,high,GET retrieve user
r1072,r,high,POST batch read inventory counts
r1736,r,high,GET playback state
r0197,r,high,GET exchange rates
r1084,w,high,rule iii update own invoice fields
r2843,x,high,rule4 assigns permission scheme
r0615,r,high,GET chat completion
r3409,w,high,rule1 update own OOO entry
r0018,r,high,GET external account
r3009,w,high,rule4 update own draft workflow
r0768,r,high,GET list users
r3754,w,high,rule4 delete own private location
r2825,w,high,rule5 set own project property
r1599,r,high,GET download media
r1928,r,high,GET backup policy
r0672,x,high,road1d rejects a live call with other party
r3303,r,high,GET product variant info
r2570,w,high,rule4 own field config scheme
r1081,x,high,road2 create draft invoice
r3032,r,high,GET modules
r2235,r,high,GET list volumes
r1482,w,high,rule1 delete own refund record
r3225,r,high,GET campaign report
