row_id,truth_class,confidence,reason
r0722,r,high,GET list project groups
r1396,w,high,rule1 admin edits users TSP account
r1757,r,high,GET retrieve own ssh key
r2786,x,high,POST creates new scheme
r0591,x,high,POST creates new webhook endpoint
r3707,r,high,GET search monitor groups
r0544,r,high,GET list topups
r1311,x,high,rule4 adds group members
r0517,x,high,POST creates capture transaction
r3192,w,high,PATCH edits existing note
r0021,x,high,POST creates new login link/session
r2586,r,high,GET share permissions
r2707,w,high,PUT adds to own scheme definition
r2190,w,high,DELETE own reserved ip
r3306,w,high,PATCH edits own product variant
r1543,r,high,GET list connected businesses
r0833,r,high,GET list vector store files
r0978,x,high,POST creates new card on file
r1941,w,high,DELETE own droplet cascade
r0386,r,high,GET retrieve value list item
r1592,x,high,rule4 adds group participants
r2894,r,high,POST search issues JQL
r3446,w,high,DELETE own project template
r3738,r,high,GET list SLO corrections
r0895,r,high,GET retrieve agent
r3035,w,high,PUT bulk update own custom fields
r1379,x,high,rule1b grants assistant access
r3555,r,high,GET time tracking entries
r0650,r,high,GET download file content
r2283,w,high,PUT rotates own api key
r0839,r,high,GET vector store file content
r4143,r,high,GET component set
r1801,x,high,POST creates new deployment
r4040,x,high,POST creates ticket async
r3082,w,high,rule9 cancels own batch
r2797,r,high,GET custom project template
r0880,r,high,GET list thread items
r2489,r,high,GET time tracking settings
r0621,x,high,POST creates container
r0069,w,high,rule9 expires own credit grant
r0919,r,high,GET retrieve vault
r2139,r,high,GET list own resources
r1980,x,high,POST creates new access key
r0437,w,high,rule9 cancels own schedule
r2379,r,high,GET oauth2 url
r2929,x,high,rule2 deletes user account access
r2901,w,high,PUT own navigator settings
r1123,w,high,rule4 deletes own definition
r1869,r,high,GET eviction policy
r2228,w,high,DELETE own vector database
r3167,r,high,GET segment info
r2515,r,high,GET fields
r1619,w,high,POST edits existing automation settings
r0665,r,high,generated image returned not stored
r0679,r,high,GET admin api key
r1734,r,high,GET recommendations
r3384,x,high,POST creates export job
r1203,r,high,GET list payout entries
r1099,r,high,POST search shifts
r0219,x,high,POST creates forwarding request
r2171,w,high,DELETE own registry tag
r1964,x,high,POST creates floating ip
r0255,x,high,road1a sends invoice email
r2478,r,high,GET field scheme
r1134,r,high,GET retrieve transaction
r1296,r,high,GET list devices
r1385,w,high,rule2 uploads own avatar
r2362,r,high,GET download url
r4067,w,high,PATCH edits own asset
r1959,w,high,POST edits existing firewall tags
r2663,r,high,GET issue link
r3623,r,high,GET dashboard
r0058,r,high,GET billing alert
r1319,w,high,PATCH updates own meeting
r2273,r,high,GET check state
r3128,r,high,GET conversation
r1675,r,high,GET check saved items
r3154,r,high,GET growth history
r1375,r,high,GET retrieve user
r0746,x,high,road1b modifies user role
r2095,r,high,GET metrics
r0761,r,high,GET usage details
r0651,x,high,rule12 triggers a run
r2954,w,high,PUT updates own version
r2911,r,high,GET search statuses
r3374,w,high,PUT updates own custom field
r3047,r,high,GET chimp chatter
r1625,w,high,POST edits existing flow metadata
r2370,r,high,GET model catalog card
r3844,r,high,GET list schedules
r0810,r,high,GET retrieve message
r3966,x,high,POST creates new ticket
r0790,x,high,road1d accepts live external call
r2753,x,high,POST creates permission scheme
r2050,r,high,GET cpu metrics
r1744,w,high,PUT own playback seek
r3036,w,high,PUT bulk update own properties
r0614,r,high,generated completion returned not stored
r1870,w,high,PUT configures own eviction policy
r2110,r,high,GET list snapshots
r0920,w,high,DELETE own vault cascade
r1905,r,high,GET accelerator
r1510,x,high,road2 resends notification
r2222,w,high,POST edits existing resource tags
r0256,w,high,POST edits existing invoice lines
r3472,r,high,GET rate
r1528,r,high,GET payout item details
r2824,r,high,GET project property
r1602,r,high,GET phone number details
r2181,x,high,POST creates reserved ip
r2434,r,high,GET download links
r2970,r,high,POST reads historical workflow
r0786,x,high,road1b assigns project role
r1342,w,high,PATCH updates own recording settings
r2759,r,high,GET permission grant
r1903,x,high,POST creates dedicated inference
r1457,r,high,GET list disputes
r1642,x,high,POST creates webhook subscription
r0818,r,high,GET list run steps
r2877,w,high,PUT updates own screen
r3624,w,high,PUT updates own dashboard
r1791,r,high,GET list app events
r2776,w,high,PUT moves own plan to trash
r3394,x,high,POST creates goal
r3454,w,high,DELETE own project
r2621,w,high,DELETE own issue
r2120,x,high,POST creates partner attachment
r2071,r,high,GET lb metrics
r1239,w,low,dismisses own terminal request no party named
r3586,r,high,GET workspace memberships
r3220,w,high,PATCH updates own landing page
r0716,w,high,POST archives existing project
r0661,r,high,GET list fine-tuning events
r2691,r,high,GET issue type
r1922,r,high,GET list droplets
r3933,x,high,POST creates contact
r2382,r,high,GET api key
r0689,r,high,GET costs
r2701,x,high,POST creates issue type scheme
r3537,r,high,GET task by custom id
r3958,x,high,road1a sends reply message
r2213,x,high,POST creates access key
r1539,r,high,GET payment token
r2816,w,high,PUT updates own project setting
r3852,r,high,GET list external pages
r0808,r,high,GET list messages
r2502,r,high,GET dashboard item property
r1422,w,high,PATCH switches own webhook version
r0760,r,high,GET usage sessions
r1137,r,high,GET loyalty account
r2386,r,high,GET regions
r4074,r,high,GET list brand templates
r2484,r,high,GET search field scheme projects
r0662,w,high,rule9 pauses own job
r2251,w,high,PUT updates own vpc
r0019,w,high,POST edits existing bank account
r1232,w,high,rule1 updates employee record
r1527,r,high,GET payout batch details
r1746,w,high,PUT sets own playback volume
r3601,r,high,GET application key
r1052,r,high,GET list gift cards
r3096,w,high,DELETE own campaign folder
r0221,r,high,GET list verification reports
r1841,r,high,GET list firewall rules
r2771,x,low,rule4 removes team access from plan
r1020,r,high,GET customer segment
r1521,x,high,road1c voids authorized payment
r1325,w,high,PATCH updates own live stream
r2950,r,high,GET all users
r0529,w,high,test helper transitions own object
r2811,w,high,DELETE own project avatar
r1404,x,high,POST creates webinar
r2979,r,high,GET workflow schemes
r2637,r,high,GET remote issue links
r0188,r,high,GET active entitlement
r2041,r,high,GET filesystem metrics
r3461,r,high,GET search projects
r3721,w,high,DELETE own notebook
r3691,r,high,GET logs index
r0549,r,high,GET list transfers
r0026,w,high,rule1 deletes person record own account
r2352,r,high,GET list eval metrics
r2996,w,high,POST edits existing workflow scheme
r2899,r,high,GET server info
r2409,r,high,GET list simulation journeys
r0087,r,high,GET portal configuration
r2261,w,high,DELETE own vpc peering
r0644,r,high,GET eval run output items
r0374,w,high,POST edits existing quote
r3100,r,high,GET campaign info
r1175,x,high,POST creates order
r1578,w,low,verifies own phone number state change
r1824,r,high,GET invoice csv
r3903,w,high,PUT updates own ip allowlist
r0847,r,high,GET spend limit
r0164,r,high,GET list payment methods
r0264,x,high,POST creates cardholder
r0448,r,high,GET find tax association
r4071,r,high,GET asset upload job status
