row_id,provider,method,path,operationId,summary,description
r0208,stripe,GET,/v1/financial_connections/accounts/{account},GetFinancialConnectionsAccountsAccount,Retrieve an Account,<p>Retrieves the details of an Financial Connections <code>Account</code>.</p>
r2013,digitalocean,POST,/v2/kubernetes/clusters/{cluster_id}/node_pools/{node_pool_id}/recycle,kubernetes_recycle_node_pool,Recycle a Kubernetes Node Pool,"The endpoint has been deprecated. Please use the DELETE
`/v2/kubernetes/clusters/$K8S_CLUSTER_ID/node_pools/$NODE_POOL_ID/nodes/$NODE_ID`
method instead."
r2342,digitalocean,POST,/v2/gen-ai/knowledge_bases/data_sources/file_upload_presigned_urls,genai_create_data_source_file_upload_presigned_urls,Create Presigned URLs for Data Source File Upload,"To create presigned URLs for knowledge base data source file upload, send a POST request to `/v2/gen-ai/knowledge_bases/data_sources/file_upload_presigned_urls`."
r2758,jira,POST,/rest/api/2/permissionscheme/{schemeId}/permission,createPermissionGrant,Create permission grant,"Creates a permission grant in a permission scheme.

**[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg)."
r0282,stripe,GET,/v1/issuing/settlements/{settlement},GetIssuingSettlementsSettlement,Retrieve a settlement,<p>Retrieves an Issuing <code>Settlement</code> object.</p>
r1469,paypal,POST,/v1/customer/disputes/{id}/deny-offer,disputes.deny-offer,Deny offer to resolve dispute,"Denies an offer that the merchant proposes for a dispute, by ID."
r4171,figma,GET,/v1/oembed,getOEmbed,Get oEmbed data,"Returns oEmbed data for a Figma file or published Make site URL, following the [oEmbed specification](https://oembed.com/)."
r2705,jira,PUT,/rest/api/2/issuetypescheme/{issueTypeSchemeId},updateIssueTypeScheme,Update issue type scheme,"Updates an issue type scheme.

**[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg)."
r3196,mailchimp,GET,/lists/{list_id}/merge-fields/{merge_id},getListsIdMergeFieldsId,Get merge field,Get information about a specific merge field.
r3626,datadog,POST,/api/v1/distribution_points,SubmitDistributionPoints,Submit distribution points,The distribution points end-point allows you to post distribution data that can be graphed on Datadog’s dashboards.
r3579,asana,GET,/webhooks,getWebhooks,Get multiple webhooks,"<b>Required scope: </b><code>webhooks:read</code>

Get the compact representation of all webhooks your app has registered for the authenticated user in the given workspace."
r3346,asana,POST,/access_requests/{access_request_gid}/approve,approveAccessRequest,Approve an access request,Approves an access request for a target object.
r2665,jira,GET,/rest/api/2/issueLinkType,getIssueLinkTypes,Get issue link types,"Returns a list of all issue link types.

To use this operation, the site must have [issue linking](https://confluence.atlassian.com/x/yoXKM) enabled.

This operation can be accessed anonymously.

**[Permissions](#permissions) required:** *Browse projects* [project permission](https://confluence.atlassian.com/x/yodKLg) for a project in the site."
r1392,zoom,GET,/users/{userId}/tsp,userTSPs,List user's TSP accounts,List user's TSP accounts
r0303,stripe,GET,/v1/payment_intents/{intent},GetPaymentIntentsIntent,Retrieve a PaymentIntent,"<p>Retrieves the details of a PaymentIntent that has previously been created. </p>

<p>You can retrieve a PaymentIntent client-side using a publishable key when the <code>client_secret</code> is in the query string. </p>

<p>If you retrieve a PaymentIntent with a publishable key, it only returns a subset of properties. Refer to the <a href=""#payment_intent_object"">payment intent</a> object reference for more details.</p>"
