row_id,provider,method,path,operationId,summary,description
r3541,asana,GET,/teams/{team_gid}/team_memberships,getTeamMembershipsForTeam,Get memberships from a team,"<b>Required scope: </b><code>team_memberships:read</code>

Returns the compact team memberships for the team."
r0497,stripe,POST,/v1/terminal/refunds,PostTerminalRefunds,Create a refund using a Terminal-supported device.,"<p>Internal endpoint for terminal use to create a refund for a card_present or card charge.</p>

<p>You can optionally refund only part of a charge.</p>"
r1017,square,DELETE,/v2/customers/groups/{group_id},DeleteCustomerGroup,DeleteCustomerGroup,Deletes a customer group as identified by the `group_id` value.
r4092,canva,GET,/v1/print-partner/designs/{designId},getPrintPartnerDesign,,"<Warning>

This API is currently provided as a preview. Be aware of the following:

- There might be unannounced breaking changes.
- Any breaking changes to preview APIs won't produce a new [API version](https://www.canva.dev/docs/connect/versions/).
- Public integrations that use preview APIs will not pass the review process, and can't be made available to all Canva users.

</Warning>

AVAILABILITY: This API is only available to Print Partners.

Gets the metadata for a design. This includes owner information, URLs for editing and viewing, and thumbnail information.

Print partner proofing information (such as bleed and page constraints) isn't stored on Canva, so you can optionally provide it in the request. The design URLs that are returned include this information, which Canva applies in the editor when opening the design."
r2584,jira,DELETE,/rest/api/2/filter/{id}/favourite,deleteFavouriteForFilter,Remove filter as favorite,"Removes a filter as a favorite for the user. Note that this operation only removes filters visible to the user from the user's favorites list. For example, if the user favorites a public filter that is subsequently made private (and is therefore no longer visible on their favorites list) they cannot remove it from their favorites list.

**[Permissions](#permissions) required:** Permission to access Jira."
r1182,square,PUT,/v2/orders/custom-attribute-definitions/{key},UpdateOrderCustomAttributeDefinition,UpdateOrderCustomAttributeDefinition,"Updates an order-related custom attribute definition for a Square seller account.

Only the definition owner can update a custom attribute definition. Note that sellers can view all custom attributes in exported customer data, including those set to `VISIBILITY_HIDDEN`."
r0586,stripe,GET,/v1/treasury/transaction_entries,GetTreasuryTransactionEntries,List all TransactionEntries,<p>Retrieves a list of TransactionEntry objects.</p>
r1953,digitalocean,POST,/v2/firewalls,firewalls_create,Create a New Firewall,"To create a new firewall, send a POST request to `/v2/firewalls`. The request
must contain at least one inbound or outbound access rule."
r2075,digitalocean,GET,/v2/monitoring/metrics/load_balancer/droplets_http_responses,monitoring_get_lb_droplets_http_responses,Get Load Balancer Droplets HTTP Rate Of Response Code Metrics,"To retrieve Droplets HTTP rate of response code for a given load balancer, send a GET request to `/v2/monitoring/metrics/load_balancer/droplets_http_responses`."
r2904,jira,GET,/rest/api/2/statuscategory,getStatusCategories,Get all status categories,"Returns a list of all status categories.

**[Permissions](#permissions) required:** Permission to access Jira."
r2145,digitalocean,DELETE,/v2/registries/{registry_name},registries_delete,Delete Container Registry By Name,"To delete your container registry, destroying all container image data stored in it, send a DELETE request to `/v2/registries/{registry_name}`."
r1519,paypal,POST,/v2/payments/authorizations/{authorization_id}/capture,authorizations.capture,Capture authorized payment,"Captures an authorized payment, by ID."
r1004,square,POST,/v2/customers/bulk-delete,BulkDeleteCustomers,BulkDeleteCustomers,"Deletes multiple customer profiles.

The endpoint takes a list of customer IDs and returns a map of responses."
r0705,openai,GET,/organization/invites,list-invites,List invites,Returns a list of invites in the organization.
r3892,intercom,GET,/help_center/help_centers/{help_center_id},retrieveHelpCenter,Retrieve a Help Center,You can fetch the details of a single Help Center by making a GET request to `https://api.intercom.io/help_center/help_center/<id>`.
r0979,square,GET,/v2/cards/{card_id},RetrieveCard,RetrieveCard,Retrieves details for a specific Card.
r2468,jira,DELETE,/rest/api/2/component/{id},deleteComponent,Delete component,"Deletes a component.

This operation can be accessed anonymously.

**[Permissions](#permissions) required:** *Administer projects* [project permission](https://confluence.atlassian.com/x/yodKLg) for the project containing the component or *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg)."
r2847,jira,GET,/rest/api/2/projectCategory/{id},getProjectCategoryById,Get project category by ID,"Returns a project category.

**[Permissions](#permissions) required:** Permission to access Jira."
r3773,datadog,GET,/api/v1/synthetics/tests/{public_id},GetTest,Get a test configuration,Get the detailed configuration associated with a Synthetic test.
r3851,intercom,DELETE,/ai/content_import_sources/{source_id},deleteContentImportSource,Delete a content import source,You can delete a content import source by making a DELETE request this endpoint. This will also delete all external pages that were imported from this source.
r3531,asana,POST,/tasks/{task_gid}/addProject,addProjectForTask,Add a project to a task,"<b>Required scope: </b><code>tasks:write</code>

Adds the task to the specified project, in the optional location
specified. If no location arguments are given, the task will be added to
the end of the project.

`addProject` can also be used to reorder a task within a project or
section that already contains it.

**Positioning the task:**
- Use `insert_before` or `insert_after` with a task ID to position relative to another task
- Use `section` alone to add the task to the end of a section
- Use `section` with `insert_after: null` to add to the **beginning** of a section
- Use `section` with `insert_before: null` to add to the **end** of a section
- Use `section` with `insert_before` or `insert_after` (non-null) to position relative to a task within that section. The anchor task must be in the specified section.

At most one of `insert_before` or `insert_after` should be specified (both cannot be used together).

A task can have at most 20 projects multi-homed to it.

Returns an empty data block."
r1205,square,POST,/v2/refunds,RefundPayment,RefundPayment,"Refunds a payment. You can refund the entire payment amount or a
portion of it. You can use this endpoint to refund a card payment or record a 
refund of a cash or external payment. For more information, see
[Refund Payment](https://developer.squareup.com/docs/payments-api/refund-payments)."
r2324,digitalocean,DELETE,/v2/gen-ai/custom_evaluation_metrics/{metric_uuid},genai_delete_custom_evaluation_metric,Delete Custom Evaluation Metric,"To soft-delete a custom model evaluation metric, send a DELETE request to `/v2/gen-ai/custom_evaluation_metrics/{metric_uuid}`."
r0840,openai,POST,/vector_stores/{vector_store_id}/search,searchVectorStore,Search vector store,Search a vector store for relevant chunks based on a query and file attributes filter.
r2610,jira,GET,/rest/api/2/issue/limit/adf/report,getIssueAdfLimitReport,Get issue adf limit report,"Returns all issues whose ADF (rich text) field data breaches the universal ADF size limit.

Unlike the issue limit report, which reports issues breaching per-issue entity *count* limits, this endpoint reports issues whose ADF field *byte size* exceeds that limit. The reported ADF field types are `comment_adf`, `worklog_adf`, `customfield_adf`, `description_adf` and `environment_adf`. The reported value for each issue is the number of breaching entities for that field (always 1 for the single-value description and environment fields).

**[Permissions](#permissions) required:**

 *  *Browse projects* [project permission](https://confluence.atlassian.com/x/yodKLg) is required for the project the issues are in. Results may be incomplete otherwise
 *  *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg)."
r0201,stripe,POST,/v1/file_links,PostFileLinks,Create a file link,<p>Creates a new file link object.</p>
r3405,asana,GET,/memberships/{membership_gid},getMembership,Get a membership,"Returns a `project_membership`, `goal_membership`, `portfolio_membership`, `custom_type_membership`, or `custom_field_membership` record for a membership id."
r3282,mailchimp,DELETE,/ecommerce/stores/{store_id}/promo-rules/{promo_rule_id}/promo-codes/{promo_code_id},deleteEcommerceStoresIdPromocodesId,Delete promo code,Delete a promo code from a store.
r2038,digitalocean,GET,/v2/monitoring/metrics/droplet/bandwidth,monitoring_get_dropletBandwidthMetrics,Get Droplet Bandwidth Metrics,"To retrieve bandwidth metrics for a given Droplet, send a GET request to `/v2/monitoring/metrics/droplet/bandwidth`. Use the `interface` query parameter to specify if the results should be for the `private` or `public` interface. Use the `direction` query parameter to specify if the results should be for `inbound` or `outbound` traffic.
The metrics in the response body are in megabits per second (Mbps)."
r1835,digitalocean,GET,/v2/databases/{database_cluster_uuid}/ca,databases_get_ca,Retrieve the Public Certificate,"To retrieve the public certificate used to secure the connection to the database cluster send a GET request to
`/v2/databases/$DATABASE_ID/ca`.

The response will be a JSON object with a `ca` key. This will be set to an object
containing the base64 encoding of the public key certificate."
r3499,asana,POST,/goals/{goal_gid}/stories,createStoryForGoal,Create a story on a goal,"<b>Required scope: </b><code>stories:write</code>

Adds a story to a goal. This endpoint currently only allows for comment
stories to be created. The comment will be authored by the currently
authenticated user, and timestamped when the server receives the request.

Returns the full record for the new story added to the goal."
r4013,intercom,GET,/subscription_types,listSubscriptionTypes,List subscription types,You can list all subscription types. A list of subscription type objects will be returned.
r0356,stripe,POST,/v1/prices/{price},PostPricesPrice,Update a price,<p>Updates the specified price by setting the values of the parameters passed. Any parameters not provided are left unchanged.</p>
r1524,paypal,POST,/v2/payments/find-eligible-methods,find.eligible.methods,Find a list of eligible payment methods.,Get a list of eligible payment methods based on the input parameters provided.
r3611,datadog,GET,/api/v1/dashboard/lists/manual,ListDashboardLists,Get all dashboard lists,Fetch all of your existing dashboard list definitions.
r0820,openai,POST,/threads/{thread_id}/runs/{run_id}/submit_tool_outputs,submitToolOuputsToRun,Submit tool outputs to run,"When a run has the `status: ""requires_action""` and `required_action.type` is `submit_tool_outputs`, this endpoint can be used to submit the outputs from the tool calls once they're all completed. All outputs must be submitted in a single request."
r0484,stripe,GET,/v1/terminal/readers,GetTerminalReaders,List all Readers,<p>Returns a list of <code>Reader</code> objects.</p>
r3736,datadog,POST,/api/v1/slo/bulk_delete,DeleteSLOTimeframeInBulk,Bulk Delete SLO Timeframes,"Delete (or partially delete) multiple service level objective objects.

This endpoint facilitates deletion of one or more thresholds for one or more
service level objective objects. If all thresholds are deleted, the service level
objective object is deleted as well."
r3839,intercom,GET,/office_hours_schedules/{office_hours_schedule_id}/office_hours_exceptions,listOfficeHoursExceptions,List all office hours exceptions,You can fetch a list of all exceptions for an office hours schedule.
r1224,square,POST,/v2/team-members/bulk-create,BulkCreateTeamMembers,BulkCreateTeamMembers,"Creates multiple `TeamMember` objects. The created `TeamMember` objects are returned on successful creates.
This process is non-transactional and processes as much of the request as possible. If one of the creates in
the request cannot be successfully processed, the request is not marked as failed, but the body of the response
contains explicit error information for the failed create.

Learn about [Troubleshooting the Team API](https://developer.squareup.com/docs/team/troubleshooting#bulk-create-team-members)."
r2998,jira,GET,/rest/api/2/workflowscheme/{id},getWorkflowScheme,Get workflow scheme,"Returns a workflow scheme.

**[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg)."
r1585,meta-whatsapp,GET,/{Version}/{Phone-Number-ID}/business_compliance_info,getBusinessComplianceInfo,Get Business Compliance Information,"Retrieve comprehensive business compliance information for a WhatsApp Business Account phone number,
including entity details, registration status, and required contact information for regulatory compliance.


**Use Cases:**
- Retrieve business compliance information for regulatory reporting
- Verify business entity registration status and contact details
- Access grievance officer and customer care information
- Support compliance audits and regulatory verification processes


**Rate Limiting:**
Standard Graph API rate limits apply. Use appropriate retry logic with exponential backoff.


**Caching:**
Compliance information can be cached for moderate periods, but should be refreshed regularly
to ensure accuracy for regulatory purposes. Implement appropriate cache invalidation strategies."
r3354,asana,DELETE,/allocations/{allocation_gid},deleteAllocation,Delete an allocation,"A specific, existing allocation can be deleted by making a DELETE request on the URL for that allocation.

Returns an empty data record."
r1238,square,POST,/v2/terminals/actions/{action_id}/cancel,CancelTerminalAction,CancelTerminalAction,Cancels a Terminal action request if the status of the request permits it.
r2129,digitalocean,POST,/v2/projects,projects_create,Create a Project,"To create a project, send a POST request to `/v2/projects`."
r3603,datadog,DELETE,/api/v1/application_key/{key},DeleteApplicationKey,Delete an application key,"Delete a given application key.
This endpoint is disabled for organizations in [One-Time Read mode](https://docs.datadoghq.com/account_management/api-app-keys/#one-time-read-mode).

**Note**: This endpoint is disabled for the Government sites (US1-FED and US2-FED). Use the [V2 Key Management](https://docs.datadoghq.com/api/latest/key-management/) endpoints instead."
r2286,digitalocean,POST,/v2/gen-ai/agents/{agent_uuid}/functions,genai_attach_agent_function,Add Function Route to an Agent,"To create a function route for an agent, send a POST request to `/v2/gen-ai/agents/{agent_uuid}/functions`."
r0062,stripe,GET,/v1/billing/credit_balance_summary,GetBillingCreditBalanceSummary,Retrieve the credit balance summary for a customer,<p>Retrieves the credit balance summary for a customer.</p>
r3014,jira,POST,/rest/api/2/workflowscheme/{id}/draft/publish,publishDraftWorkflowScheme,Publish draft workflow scheme,"Publishes a draft workflow scheme.

Where the draft workflow includes new workflow statuses for an issue type, mappings are provided to update issues with the original workflow status to the new workflow status.

This operation is [asynchronous](#async). Follow the `location` link in the response to determine the status of the task and use [Get task](#api-rest-api-2-task-taskId-get) to obtain updates.

**[Permissions](#permissions) required:** *Administer Jira* [global permission](https://confluence.atlassian.com/x/x4dKLg)."
r1088,square,POST,/v2/invoices/{invoice_id}/cancel,CancelInvoice,CancelInvoice,"Cancels an invoice. The seller cannot collect payments for 
the canceled invoice.

You cannot cancel an invoice in the `DRAFT` state or in a terminal state: `PAID`, `REFUNDED`, `CANCELED`, or `FAILED`."
r3235,mailchimp,GET,/reports/{campaign_id}/domain-performance,getReportsIdDomainPerformance,List domain performance stats,Get statistics for the top-performing email domains in a campaign.
r0539,stripe,POST,/v1/test_helpers/treasury/outbound_transfers/{outbound_transfer}/return,PostTestHelpersTreasuryOutboundTransfersOutboundTransferReturn,Test mode: Return an OutboundTransfer,<p>Transitions a test mode created OutboundTransfer to the <code>returned</code> status. The OutboundTransfer must already be in the <code>processing</code> state.</p>
r0560,stripe,GET,/v1/treasury/debit_reversals,GetTreasuryDebitReversals,List all DebitReversals,<p>Returns a list of DebitReversals.</p>
r0280,stripe,GET,/v1/issuing/physical_bundles,GetIssuingPhysicalBundles,List all physical bundles,"<p>Returns a list of physical bundle objects. The objects are sorted in descending order by creation date, with the most recently created object appearing first.</p>"
r3173,mailchimp,DELETE,/lists/{list_id}/segments/{segment_id}/members/{subscriber_hash},deleteListsIdSegmentsIdMembersId,Remove list member from segment,Remove a member from the specified static segment.
r1090,square,GET,/v2/labor/break-types,ListBreakTypes,ListBreakTypes,Returns a paginated list of `BreakType` instances for a business.
r3086,mailchimp,DELETE,/batch-webhooks/{batch_webhook_id},deleteBatchWebhookId,Delete batch webhook,Remove a batch webhook. Webhooks will no longer be sent to the given URL.
r1631,meta-whatsapp,GET,/{Version}/{WABA-ID}/in_progress_onbehalf_request,getInProgressOnBehalfRequests,Get In-Progress On-Behalf Requests,"Retrieve a list of in-progress on-behalf requests for the specified WhatsApp Business Account.
These requests represent pending business relationship requests that have been sent from
this WhatsApp Business Account to other businesses and are awaiting approval.


**Use Cases:**
- Monitor pending on-behalf requests sent from your WhatsApp Business Account
- Track business partnership request status and workflow
- Retrieve details about requesting and receiving businesses for pending requests
- Manage business relationship approval processes


**Rate Limiting:**
Standard Graph API rate limits apply. Use appropriate retry logic with exponential backoff.


**Pagination:**
This endpoint supports cursor-based pagination. Use the 'after' and 'before' parameters
to navigate through large result sets. The response includes pagination URLs for convenience."
r3713,datadog,GET,/api/v1/monitor/{monitor_id}/downtimes,ListMonitorDowntimes,Get active downtimes for a monitor,Get all active v1 downtimes for the specified monitor. **Note:** This endpoint has been deprecated. Please use v2 endpoints.
r0854,openai,POST,/content_provenance_checks,Createcontentprovenancecheck,Create content provenance check,"Check whether an image or audio file contains known OpenAI provenance signals. [Learn more about content provenance](https://developers.openai.com/api/docs/guides/content-provenance).

If `not_detected`, it means the tool did not find supported signals in the uploaded file. The content could still have been generated by OpenAI if the metadata was stripped or has evidence of tampering, the watermark was degraded, it comes from a legacy generation model, or it was created before provenance signals were available. Content could also still be AI-generated by another company's model, which the tool currently does not detect."
r1893,digitalocean,GET,/v2/databases/{database_cluster_uuid}/schema-registry/config/{subject_name},databases_get_kafka_schema_subject_config,Retrieve Schema Registry Configuration for a Subject of kafka Cluster,"To retrieve the Schema Registry configuration for a Subject of a Kafka cluster, send a GET request to
`/v2/databases/$DATABASE_ID/schema-registry/config/$SUBJECT_NAME`.
The response is a JSON object with a `compatibility_level` key, which is set to an object
containing any database configuration parameters."
r4069,canva,GET,/v1/asset-uploads/{jobId},GetAssetUploadJob,,"Get the result of an asset upload job that was created using the [Create asset upload job API](https://www.canva.dev/docs/connect/api-reference/assets/create-asset-upload-job/).

You might need to make multiple requests to this endpoint until you get a `success` or `failed` status. For more information on the workflow for using asynchronous jobs, see [API requests and responses](https://www.canva.dev/docs/connect/api-requests-responses/#asynchronous-job-endpoints)."
