row_id,provider,method,path,operationId,summary,description
r1045,square,POST,/v2/disputes/{dispute_id}/submit-evidence,SubmitEvidence,SubmitEvidence,"Submits evidence to the cardholder's bank.

The evidence submitted by this endpoint includes evidence uploaded
using the [CreateDisputeEvidenceFile](api-endpoint:Disputes-CreateDisputeEvidenceFile) and
[CreateDisputeEvidenceText](api-endpoint:Disputes-CreateDisputeEvidenceText) endpoints and
evidence automatically provided by Square, when available. Evidence cannot be removed from
a dispute after submission."
r0158,stripe,POST,/v1/customers/{customer}/cash_balance,PostCustomersCustomerCashBalance,Update a cash balance's settings,<p>Changes the settings on a customer’s cash balance.</p>
r0226,stripe,POST,/v1/identity/verification_sessions/{session},PostIdentityVerificationSessionsSession,Update a VerificationSession,"<p>Updates a VerificationSession object.</p>

<p>When the session status is <code>requires_input</code>, you can use this method to update the
verification check and options.</p>"
r3063,mailchimp,GET,/automations/{workflow_id},getAutomationsId,Get automation info,Get a summary of an individual classic automation workflow's settings and content. The `trigger_settings` object returns information for the first email in the workflow.
r1766,digitalocean,GET,/v2/add-ons/saas/{resource_uuid},addons_get,Get details on an Add-On Resource,"To fetch details of a specific Add-On Resource, send a GET request to `/v2/add-ons/saas/{resource_uuid}`.
Replace `{resource_uuid}` with the UUID of the resource you want to retrieve."
r0890,openai,GET,/agents/sessions/{session_id}/subagents/{subagent_id}/turns,listAgentSessionSubagentTurns,List subagent turns,"Lists all turns of this subagent, including turns after a resume. See [subagent workflows](https://developers.openai.com/api/docs/guides/agents-api/multi-agent)."
r1993,digitalocean,POST,/v2/images/{image_id}/actions,imageActions_post,Initiate an Image Action,"The following actions are available on an Image.

## Convert an Image to a Snapshot

To convert an image, for example, a backup to a snapshot, send a POST request
to `/v2/images/$IMAGE_ID/actions`. Set the `type` attribute to `convert`.

## Transfer an Image

To transfer an image to another region, send a POST request to
`/v2/images/$IMAGE_ID/actions`. Set the `type` attribute to `transfer` and set
`region` attribute to the slug identifier of the region you wish to transfer
to."
r4075,canva,POST,/v1/brand-templates,publishBrandTemplate,,"<Warning>

This API is currently provided as a preview. Be aware of the following:

- There might be unannounced breaking changes.
- Any breaking changes to preview APIs won't produce a new [API version](https://www.canva.dev/docs/connect/versions/).
- Public integrations that use preview APIs will not pass the review process, and can't be made available to all Canva users.

</Warning>

AVAILABILITY: To use this API, your integration must act on behalf of a user that's on a Canva plan with access to brand templates (such as Canva Pro, Canva Teams, or Canva Enterprise). Additionally, the user must have one of the following [roles](https://www.canva.com/help/roles-and-permissions/): Team admin, Brand designer, Organization admin, or Organization designer.

Publishes a design as a [brand template](https://www.canva.com/help/publish-team-template/). Brand templates are design templates that can be shared across a team for consistent content creation.

This API supports two workflows:

- **Initial publish**: If the design is not linked to an existing brand template, a new brand template is created.
- **Republish**: If the design is a draft of an existing brand template (created by editing an existing template), the existing template is updated with the changes.

The API returns the published brand template immediately.

<Note>
The `thumbnail` field might be `null` immediately after publishing, as thumbnails are generated asynchronously. You can use the [Get brand template API](https://www.canva.dev/docs/connect/api-reference/brand-templates/get-brand-template/) to retrieve the thumbnail once it's ready. The brand template's `view_url` and `create_url` are available immediately.
</Note>"
r1891,digitalocean,GET,/v2/databases/{database_cluster_uuid}/schema-registry/config,databases_get_kafka_schema_config,Retrieve Schema Registry Configuration for a kafka Cluster,"To retrieve the Schema Registry configuration for a Kafka cluster, send a GET request to
`/v2/databases/$DATABASE_ID/schema-registry/config`.
The response is a JSON object with a `compatibility_level` key, which is set to an object
containing any database configuration parameters."
r1872,digitalocean,PUT,/v2/databases/{database_cluster_uuid}/sql_mode,databases_update_sql_mode,Update SQL Mode for a Cluster,"To configure the SQL modes for an existing MySQL cluster, send a PUT request to `/v2/databases/$DATABASE_ID/sql_mode` specifying the desired modes. See the official MySQL 8 documentation for a [full list of supported SQL modes](https://dev.mysql.com/doc/refman/8.0/en/sql-mode.html#sql-mode-full).
A successful request will receive a 204 No Content status code with no body in response."
