row_id,truth_class,confidence,reason
75,r,high,post that only retrieves capability info
364,w,low,rule 7 own relation unblock dm
22,r,high,post that only checks subscriber change
185,x,high,road 2 create ip acl mapping
488,x,high,rule 8 revokes public visibility of file
316,x,high,road 2 creates new identity provider
202,x,low,road 1c cancels payment authorization with network
282,x,high,road 2 creates new data forwarder
365,w,high,rule 7 own follow relation
358,x,high,road 2 creates upload session
397,w,low,rule 1 own service job record no stated notify
471,w,high,rule 7 own membership joins conversation
498,w,high,rule 7 own star relation to item
180,x,high,road 2 creates new sip credential
385,w,high,rule 5 sets attribute on own inbound plan
261,x,high,road 2 creates new field option
73,r,high,get-like retrieve of own roaming status
453,x,high,road 1b changes another users account role
68,x,high,road 2 creates new brand registration
456,x,low,road 2 creates call participant record road 1d
176,x,high,road 2 creates new queue
330,x,low,road 1c accepts entity transfer from another account
254,x,high,road 2 creates new event enrichment
66,r,high,post that only queries binding status
322,r,high,post that only validates a regex pattern
228,x,high,road 2 creates new comment
309,w,high,rule 5 extends own running session timeout
411,x,high,road 2 creates new data source
422,x,low,road 1b disconnects other workspaces shared channel access
64,w,low,rule 3 assigns own devices to own booking
503,w,high,rule 4 updates existing group definition
468,w,high,rule 9 closes own conversation view
221,x,high,road 2 creates payment session
49,x,high,road 2 generates one time nonce token
466,w,high,rule 1 edits existing own message
67,x,high,road 2 creates new reboot request
129,x,high,road 2 registers new device to trust domain
12,x,high,road 2 binds new blockchain address
109,w,high,rule 5 sets attribute no state change own esim
74,r,high,get-like retrieve of own roaming status
69,r,high,get-like retrieve of own network type
474,w,high,rule 11 marks own read cursor
371,x,high,road 2 creates draft outbound order
127,x,high,road 2 creates traffic influence resource
349,w,high,rule 9 cancels own object storage no third party
470,x,high,road 1b invites users to channel
275,x,high,road 2 creates new soundboard sound
146,x,low,road 2 advances payment flow state machine
335,x,high,road 2 creates new linode instance
461,x,high,road 1a sends message into channel
160,w,low,own recording state change no explicit other party
139,x,high,road 2 creates new subaccount
447,x,high,road 1b removes user from workspace
71,r,high,get-like retrieve of own reachability status
28,r,high,post that only retrieves consent info
293,x,high,road 2 creates access group project
35,w,high,rule 1 state transition own esim profile
191,x,high,road 2 creates new ip address resource
251,x,high,rule 4 associates action with team new item
407,x,high,road 2 creates shipping labels
263,x,high,road 1a overrides email notification sent to others
281,x,high,road 2 creates new saved query
347,x,high,road 2 creates new nodebalancer
384,r,high,post that only retrieves delivery offers
469,x,high,road 2 creates new conversation channel
279,x,high,road 2 creates new stage instance
80,r,high,post that only retrieves population density
317,x,high,road 2 creates new webhook destination
387,r,low,generates preview options not yet stored
320,w,high,rule 1 edits existing own event
290,x,high,road 2 creates new feedback entry
370,x,low,rule 9 cancels order involving external carrier
257,w,high,rule 1 enables existing disabled extension
150,w,high,stops own siprec recording resource
497,w,high,deletes own reminder
231,x,high,road 2 creates new metadata cards
48,x,high,road 2 creates new network
278,x,low,rule 2 changes provisional account identity binding
128,x,high,road 2 creates new trust domain
459,w,high,deletes own existing message
375,x,high,road 2 creates scheduled package order
402,x,high,road 2 create submits feedback affecting shipment carrier
481,w,high,ends own snooze mode
383,x,high,road 1c creates transaction to another account
417,x,high,road 1b restricts what workspace members may install
438,w,high,rule 5 admin config sets workspace description
232,x,high,road 2 creates new copy of version
96,r,high,post that only retrieves sessions by device
273,x,high,road 1b bans users removes access
313,x,high,road 2 creates new sandbox
130,w,high,removes existing own imei binding
