row_id,truth_class,confidence,reason
75,r,high,read own retrieve capability info
364,w,high,rule7 caller unblocks own dm relation
22,r,high,read check subscriber change status
185,w,high,rule6 own sip access control list
488,x,high,rule8 revokes public sharing makes private
316,w,low,rule5 own instance identity provider config
202,x,high,road1c cancels order with bank network
282,w,low,rule4 own data forwarder definition
365,w,high,rule7 follow is own social relation
358,w,high,own media upload session init
397,w,low,rule1 own service job appointment record
471,w,low,own membership no other party changed
498,w,high,rule7 star is own social relation
180,w,high,rule6 own sip credential resource
385,w,high,own inbound plan packing record
261,w,high,rule4 own custom field definition
73,r,high,read own roaming status
453,x,high,rule2 changes another users role
68,w,high,own brand registration record
456,x,high,road1d adds participant to live call
176,w,high,own queue resource create
330,x,low,road1c accepts entity transfer from party
254,w,high,rule4 own event enrichment definition
66,r,high,read iot fraud query status
322,r,high,validates pattern no state change
228,w,high,own comment created no notify text
309,w,high,own sandbox session extended
411,w,high,own data source created
422,x,high,road1b disconnects shared channel other workspace
64,w,low,own device assignment no reach stated
503,w,high,rule4 own user group definition update
468,w,high,rule9 caller closes own conversation
221,w,high,rule10 payment session no charge
49,w,high,own nonce record generated
466,w,low,rule1 edits own authored message
67,x,high,rule12 triggers reboot job each call
129,w,low,own device registered to trust domain
12,w,high,rule1 binds own phone number record
109,w,high,sets own esim attribute only
74,r,high,read own roaming status
69,r,high,read own connected network type
474,w,high,rule11 sets read cursor mark read
371,w,low,own draft outbound order created
127,w,high,own traffic influence resource created
349,w,high,rule9 cancels own object storage
470,x,high,road1b invites users to channel
275,w,high,own guild soundboard sound created
146,x,low,road1c payment flow phase change
335,x,high,rule10 creates instance charges own account
461,x,high,road1a sends message into channel
160,w,low,own conference recording status change
139,w,high,own subaccount created
447,x,high,road1b removes user from workspace
71,r,high,read own reachability status
28,r,high,read own consent info
293,x,low,road1b access group grants project access
35,w,high,own esim profile state transition
191,w,high,own sip ip resource create
251,w,high,rule4 own automation team association
407,x,high,road1c places order with carrier
263,x,high,road1a overrides email notification sent
281,w,high,own saved query created
347,w,high,own nodebalancer resource created
384,r,high,retrieve delivery options no change
469,w,high,rule4 own channel container created
279,w,high,own guild stage instance created
80,r,high,read population density estimate
317,w,high,rule4 own webhook destination definition
387,r,low,generates calculation placement options
320,w,high,own event record updated
290,w,low,own project feedback record stored
370,x,high,rule9 cancels order carrier awd notified
257,w,high,own extension enabled
150,w,high,rule9 stops own recording session
497,w,high,own reminder deleted
231,w,high,own file metadata card applied
48,w,high,own vpn network definition created
278,w,low,own bot account unmerge no reach text
128,w,high,own trust domain definition created
459,w,low,rule1 deletes own authored message
375,x,high,road1c schedules order with carrier
402,w,low,own ndr feedback record no reach text
481,w,high,own snooze status ended
383,x,high,road1c moves money to other account
417,x,high,road1b restricts app install for members
438,w,high,rule5 own workspace description config
232,w,high,own file version promoted
96,r,high,retrieve own sessions by device
273,x,high,road1b bulk bans users access removed
313,w,high,own sandbox created
130,w,high,own device binding removed
206,x,high,road1a forwards payment details to third party
429,w,high,rule4 own channel unarchived
477,w,high,rule4 own channel purpose set
46,r,high,check identifier match no change
292,w,low,own project toggle setting no reach text
61,x,high,rule12 triggers qos provisioning each call
270,w,low,rule7 follow channel own relation
227,w,high,rule5 own allowed domains list config
245,x,high,road1e hands task to another user
148,w,high,own call recording status change
500,w,high,rule4 own user group created
326,w,high,rule10 payment config no charge
287,w,high,own team definition created
443,x,low,road1b expands idp group access scope
14,r,high,calculation carbon footprint retrieval
405,w,high,own upload destination created
214,x,low,road1c submits payment completion details
120,w,high,own event subscription created
197,w,high,rule6 own ice token created
342,w,high,own stackscript resource created
404,x,low,road1c commits government invoice registry
380,r,high,returns fulfillment preview no change
147,w,high,own call recording created
393,w,low,own order shipment status update
248,r,high,aggregated metrics retrieval no change
465,x,low,road1a alters link preview others see
440,w,high,rule5 own workspace icon config
77,r,high,read own data volume
204,r,high,lists donation campaigns no change
4,r,high,queries assistant returns answer
442,x,low,road1b expands idp group default channels
295,w,high,own routing rule created
386,w,low,confirms own packing option plan
337,w,high,own config interface added
187,w,high,own credential list mapping created
34,w,high,own esim profile download install
207,w,high,own order created for payments prep
289,x,high,rule12 triggers deletion job each call
87,r,high,read device identifier details
9,r,high,calculates feasibility assessment no change
329,w,low,own proxy token used by caller
201,w,high,own apple pay session no charge
509,w,high,own presence status set
444,x,low,road1b shrinks idp group default channels
296,x,high,rule8 promotes version to production visible
104,w,high,own qos session notif to self
136,r,high,verifies age threshold no change
314,r,high,queries artifact info no change
155,w,high,own message subscription created
141,w,low,updates own address record
72,r,high,read own reachability status
158,x,low,road1d adds participant to live call
325,w,high,rule6 own oauth client created
118,w,high,own event subscription created
178,w,high,own queue updated
218,x,high,road1c refunds captured payment
169,w,low,rule6 own api key created
390,x,high,road1a sends buyer access key message
355,w,high,own chat group initialized
224,r,high,ai query answer no change
205,x,high,road1c makes donation moves money
143,w,high,own application properties updated
198,w,high,own usage trigger definition created
487,w,high,own remote file updated
42,w,high,rule4 own tool definition registered
26,r,high,check tenure verification no change
171,x,high,road1a sends a message
168,w,high,own phone number config updated
388,x,low,road1c schedules carrier pickup appointment
106,w,low,own voice video session created
17,x,high,road1d creates call with callee
359,w,high,own media metadata created
297,w,high,own cache image deletion cascades
445,x,high,road1b adds enterprise user workspace access
230,w,high,own file content updated
81,r,high,read validity status request
455,x,high,road1d ends call with other party
60,r,high,query profile operation result no change
21,r,high,check device swap no change
