row_id,provider,method,path,operationId,summary,description
75,camara,POST,/retrieve,postServiceCapability,Retrieve tailored service capabilities based on consumer context,"Returns service capability information tailored to the consumer's context, including active/inactive restrictions and mapping metadata. Successful response is with sets of restrictions based on consumer context, along with a restriction mapping assigning bit positions, capability identifiers, and a mapping version. It includes response with initial bitmaps which should be enforced on the API consumer side."
364,x,POST,/2/users/{id}/dm/unblock,unblockUsersDms,Unblock Users Dms,
22,camara,POST,/check,checkNumberRecycling,Check whether the subscriber of the phone number has changed.,Check whether the subscriber of the phone number has changed.
185,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{DomainSid}/Auth/Calls/IpAccessControlListMappings.json,CreateSipAuthCallsIpAccessControlListMapping,Create a new IP Access Control List mapping,Create a new IP Access Control List mapping
488,slack,POST,/files.revokePublicURL,files_revokePublicURL,,Revokes public/external sharing access for a file
316,cloudflare,POST,/accounts/{account_id}/access/identity_providers,access-identity-providers-add-an-access-identity-provider,Add an Access identity provider,Adds a new identity provider to Access.
202,adyen,POST,/cancels,post-cancels,Cancel an authorised payment,"Cancels the authorisation on a payment that has not yet been [captured](https://docs.adyen.com/api-explorer/#/CheckoutService/latest/post/payments/{paymentPspReference}/captures), and returns a unique reference for this request. You get the outcome of the request asynchronously, in a [**TECHNICAL_CANCEL** webhook](https://docs.adyen.com/online-payments/cancel#cancellation-webhook). If you want to cancel a payment using the [`pspReference`](https://docs.adyen.com/api-explorer/Checkout/latest/post/payments#responses-200-pspReference), use the [`/payments/{paymentPspReference}/cancels`](https://d"
282,sentry,POST,/api/0/organizations/{organization_id_or_slug}/forwarding/,createOrganizationForwarding,Create a Data Forwarder for an Organization,Creates a new data forwarder for an organization. Only one data forwarder can be created per provider for a given organization. Project-specific overrides can only be created after creating the data forwarder.
365,x,POST,/2/users/{id}/following,followUser,Follow User,
358,x,POST,/2/chat/media/upload/initialize,chatMediaUploadInitialize,Initialize Chat Media Upload,Initializes an XChat media upload session.
397,amazon,POST,/service/v1/serviceJobs/{serviceJobId}/appointments/{appointmentId},rescheduleAppointmentForServiceJobByServiceJobId,,"Reschedules an appointment for the service job indicated by the service job identifier specified. **Usage Plan:** | Rate (requests per second) | Burst | | ---- | ---- | | 5 | 20 | The `x-amzn-RateLimit-Limit` response header returns the usage plan rate limits that were applied to the requested operation, when available. The table above indicates the default rate and burst values for this operation. Selling partners whose business demands require higher throughput may see higher rate and burst values than those shown here. For more information, see [Usage Plans and Rate Limits in the Selling Partner API](doc:usage-plans-and-rate-limits-in-the-sp-api)."
471,slack,POST,/conversations.join,conversations_join,,Joins an existing conversation.
498,slack,POST,/stars.add,stars_add,,Adds a star to an item.
180,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/CredentialLists/{CredentialListSid}/Credentials.json,CreateSipCredential,Create a new credential resource.,Create a new credential resource.
